"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Argentina"	32	42548	44869	47260	49528	51746	53995	56300	58618	60887	63088	65239	67394	69600	71872	74225	76660	79185	81798
"Bolivia (Plurinational State of)"	68	11125	12191	13319	14446	15572	16718	17888	19071	20256	21431	22596	23754	24909	26064	27219	28379	29543	30713
"Brazil"	76	205687	216394	226856	236202	244716	252745	260402	267574	274168	280234	285954	291555	297213	303045	309210	315876	323096	330869
"Chile"	152	18091	19083	20057	20923	21703	22439	23156	23851	24495	25102	25704	26330	26987	27671	28379	29126	29939	30826
"Colombia"	170	50014	53667	57271	60618	63787	66845	69820	72676	75418	78057	80643	83209	85776	88358	90972	93638	96378	99184
"Ecuador"	218	16382	17836	19330	20790	22232	23663	25081	26469	27815	29115	30380	31618	32839	34045	35241	36432	37629	38826
"Falkland Islands (Malvinas)"	238	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4
"French Guiana"	254	264	301	340	382	423	466	511	558	604	648	691	734	779	823	868	912	956	1000
"Guyana"	328	815	846	878	907	931	948	959	966	974	983	995	1008	1023	1040	1059	1083	1112	1147
"Paraguay"	600	7100	7792	8506	9202	9888	10580	11286	11996	12702	13394	14072	14739	15401	16061	16720	17378	18034	18683
"Peru"	604	31463	33887	36343	38667	40883	43033	45139	47170	49111	50937	52658	54310	55929	57531	59130	60737	62376	64064
"Suriname"	740	554	583	613	640	662	682	701	718	740	762	783	804	826	849	872	896	921	946
"Uruguay"	858	3460	3559	3673	3780	3882	3983	4087	4192	4298	4405	4514	4628	4749	4879	5016	5161	5315	5479
"Venezuela (Bolivarian Republic of)"	862	31600	34237	36867	39367	41789	44185	46553	48865	51099	53264	55377	57444	59472	61478	63486	65506	67542	69585
"NORTHERN AMERICA"	905	364073	383523	403949	423688	442273	460379	479414	500480	523082	546544	570335	594370	619026	644720	671529	699033	726606	753838
"Bermuda"	60	66	67	69	70	71	71	72	73	74	76	78	81	83	86	90	93	97	101
"Canada"	124	36165	38391	40573	42607	44489	46354	48356	50561	52824	55080	57317	59583	61930	64375	66877	69371	71811	74180
"Greenland"	304	58	58	58	58	58	58	58	58	59	60	61	62	64	65	67	68	71	73
"Saint Pierre and Miquelon"	666	6	6	6	6	6	7	7	7	7	7	8	8	8	8	9	9	9	9
"United States of America"	840	327778	345000	363243	380947	397650	413890	430922	449781	470117	491321	512871	534636	556942	580185	604487	629492	654619	679475
"OCEANIA"	909	39694	42966	46372	49727	53065	56485	60091	63889	67736	71548	75320	79099	82929	86807	90675	94485	98215	101859
"Australia/New Zealand"	927	28760	30895	33095	35219	37297	39431	41723	44184	46669	49108	51503	53907	56367	58887	61415	63905	66333	68693
"Australia"	36	24126	25981	27893	29748	31577	33466	35502	37694	39909	42084	44218	46359	48547	50788	53036	55249	57406	59500
"New Zealand"	554	4634	4915	5202	5471	5720	5965	6220	6489	6759	7024	7285	7548	7820	8099	8379	8656	8927	9193
"Melanesia"	928	9720	10784	11914	13072	14259	15475	16721	17990	19276	20567	21859	23146	24427	25694	26941	28168	29374	30561
"Fiji"	242	901	938	970	995	1017	1037	1055	1071	1088	1106	1126	1148	1174	1204	1237	1274	1312	1353
"New Caledonia"	540	265	286	307	328	349	369	390	411	432	452	472	491	510	528	547	565	583	600
"Papua New Guinea"	598	7697	8604	9575	10573	11598	12649	13727	14827	15939	17052	18162	19263	20353	21425	22473	23500	24504	25487
"Solomon Islands"	90	590	657	728	804	885	969	1057	1146	1238	1333	1431	1530	1632	1734	1836	1938	2041	2143
"Vanuatu"	548	266	299	334	371	410	450	492	535	579	624	669	714	758	803	848	891	935	978
"Micronesia"	954	524	560	598	635	670	703	734	766	798	830	863	895	928	961	996	1031	1067	1103
"Guam"	316	171	184	198	211	223	235	247	259	271	283	295	307	320	332	345	357	370	383
"Kiribati"	296	107	117	128	138	148	157	167	177	188	199	209	219	229	238	249	259	269	279
"Marshall Islands"	584	53	56	58	61	65	69	73	76	79	82	86	92	97	102	107	111	116	121
"Micronesia (Fed. States of)"	583	105	112	120	128	134	139	144	150	156	162	168	172	176	180	186	192	198	205
"Nauru"	520	10	11	11	11	12	12	12	13	13	13	14	14	14	15	15	15	16	16
"Northern Mariana Islands"	580	56	57	59	60	60	60	60	59	58	56	55	54	54	54	54	55	55	55
"Palau"	585	21	23	25	26	28	29	30	32	33	34	36	37	38	39	40	41	43	44
"Polynesia"	957	690	727	765	801	840	877	914	950	994	1043	1095	1150	1207	1265	1323	1381	1441	1501
"American Samoa"	16	56	59	62	64	67	68	70	72	74	76	78	80	83	85	88	91	94	98
"Cook Islands"	184	21	22	23	24	25	26	27	28	29	30	30	31	32	33	34	34	35	36
"French Polynesia"	258	285	304	321	336	350	362	374	386	397	407	417	426	436	446	457	468	480	493
"Niue"	570	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
"Samoa"	882	"   195"	"   203"	"   212"	"   222"	"   234"	"   248"	"   261"	"   274"	"   292"	"   313"	"   338"	"   364"	"   392"	"   419"	"   447"	"   474"	"   501"	"   528"
"Tokelau"	772	"   1"	"   1"	"   1"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"	"   2"
"Tonga"	776	"   107"	"   113"	"   120"	"   127"	"   135"	"   143"	"   151"	"   159"	"   169"	"   181"	"   195"	"   210"	"   225"	"   239"	"   254"	"   268"	"   283"	"   298"
"Tuvalu"	798	"   10"	"   10"	"   11"	"   11"	"   12"	"   12"	"   13"	"   14"	"   15"	"   16"	"   17"	"   19"	"   20"	"   21"	"   22"	"   24"	"   25"	"   26"
"Wallis and Futuna Islands"	876	"   13"	"   13"	"   14"	"   14"	"   14"	"   15"	"   15"	"   15"	"   16"	"   16"	"   16"	"   17"	"   17"	"   18"	"   18"	"   19"	"   19"	"   19"
