"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Middle Africa"	911	144382	166620	191646	218969	248743	281159	316201	353653	392949	433851	476139	519740	564247	609331	654550	699698	744680	789322
"Angola"	24	22995	26980	31444	36389	41809	47702	54051	60836	68018	75526	83305	91321	99504	107797	116130	124445	132700	140886
"Cameroon"	120	23588	26956	30687	34731	39139	43945	49140	54676	60503	66564	72829	79279	85875	92557	99281	106017	112737	119420
"Central African Republic"	140	4843	5398	6008	6647	7325	8051	8829	9646	10478	11315	12157	13006	13857	14705	15547	16382	17208	18021
"Chad"	148	13707	16028	18767	21810	25178	28894	32959	37351	41997	46872	51953	57226	62638	68123	73619	79111	84587	90020
"Congo"	178	4710	5374	6175	7080	8105	9253	10516	11893	13373	14963	16662	18466	20364	22342	24388	26493	28645	30829
"Democratic Republic of the Congo"	180	71763	82728	95001	108320	122737	138374	155243	173245	192017	211484	231531	252159	273141	294357	315559	336652	357645	378437
"Equatorial Guinea"	226	805	927	1057	1192	1336	1489	1653	1825	2002	2182	2363	2545	2726	2904	3079	3249	3414	3574
"Gabon"	266	1766	1997	2246	2508	2786	3087	3407	3740	4080	4424	4775	5133	5495	5857	6216	6573	6926	7275
"Sao Tome and Principe"	678	205	232	262	293	328	365	403	441	481	521	563	605	648	690	733	775	818	860
"Northern Africa"	912	219161	240207	261170	281104	300764	320955	341944	363265	384253	404567	424416	444273	464524	485218	506167	527051	547600	567776
"Algeria"	12	41044	44928	48424	51320	53883	56456	59206	62016	64612	66832	68761	70655	72763	75157	77719	80232	82564	84741
"Egypt"	818	85539	93302	101039	108512	116064	123907	131958	139935	147681	155230	162715	170184	177611	184958	192245	199507	206712	213826
"Libya"	434	6384	6944	7459	7908	8322	8727	9132	9519	9864	10151	10388	10603	10823	11058	11301	11535	11750	11951
"Morocco"	504	34287	36805	39257	41399	43342	45217	47096	48957	50764	52464	54076	55671	57339	59125	61011	62942	64854	66715
"Sudan"	729	39945	45430	51462	57848	64560	71611	79049	86857	94912	103118	111435	119883	128444	137036	145600	154106	162558	170958
"Tunisia"	788	11351	12087	12762	13303	13738	14144	14576	15021	15430	15757	16002	16214	16457	16770	17149	17557	17963	18357
"Western Sahara"	732	610	710	766	815	856	893	928	960	990	1016	1040	1062	1086	1113	1142	1172	1200	1227
"Southern Africa"	913	61974	65144	68473	71741	75187	78948	82989	87160	91252	95245	99225	103231	107231	111192	115113	119021	122927	126819
"Botswana"	72	2078	2210	2354	2507	2671	2848	3041	3243	3444	3635	3816	3990	4158	4322	4480	4633	4780	4922
"Lesotho"	426	2142	2285	2434	2581	2734	2906	3100	3307	3509	3702	3891	4080	4271	4462	4652	4842	5035	5228
"Namibia"	516	2416	2675	2953	3228	3494	3756	4025	4302	4577	4843	5095	5337	5573	5806	6033	6253	6467	6674
"South Africa"	710	54040	56572	59224	61812	64565	67592	70844	74188	77461	80666	83885	87149	90415	93655	96868	100081	103302	106517
"Swaziland"	748	1298	1403	1509	1613	1723	1845	1980	2121	2261	2400	2538	2676	2813	2947	3080	3211	3344	3478
"Western Africa"	914	352443	407052	469100	538324	615909	702747	798875	903433	1015731	1135252	1261936	1395355	1534771	1678510	1825356	1974050	2123961	2274119
"Benin"	204	10967	12592	14372	16257	18246	20339	22538	24823	27168	29546	31939	34336	36725	39090	41404	43657	45845	47969
"Burkina Faso"	854	18051	20932	24189	27771	31699	35985	40634	45618	50908	56470	62292	68338	74577	80948	87395	93871	100347	106795
"Cape Verde"	132	514	546	580	614	646	677	708	738	765	790	811	831	849	866	883	901	921	943
"Cote d'Ivoire"	384	21468	24253	27335	30651	34270	38277	42703	47511	52646	58066	63789	69816	76115	82615	89266	96008	102786	109598
"Gambia"	270	1986	2342	2747	3194	3685	4221	4799	5408	6040	6689	7351	8024	8702	9375	10037	10681	11306	11913
"Ghana"	288	27225	30407	33742	37132	40630	44265	48000	51765	55493	59166	62809	66420	70003	73518	76937	80249	83466	86619
"Guinea"	324	12446	14205	16126	18159	20302	22575	24969	27459	30007	32573	35152	37733	40299	42831	45305	47713	50052	52332
"Guinea-Bissau"	624	1802	2043	2308	2589	2889	3212	3556	3919	4296	4686	5088	5502	5927	6360	6797	7236	7674	8114
"Liberia"	430	4540	5189	5916	6709	7572	8503	9499	10558	11673	12842	14055	15304	16581	17877	19180	20482	21781	23071
"Mali"	466	16373	19383	22952	27055	31755	37096	43067	49618	56716	64307	72388	80920	89836	99024	108400	117870	127409	136956
"Mauritania"	478	4112	4666	5268	5905	6581	7300	8060	8858	9685	10537	11415	12319	13244	14181	15118	16051	16980	17904
"Niger"	562	19400	23809	29259	35811	43610	52807	63514	75774	89558	104825	121526	139613	158987	179481	200971	223246	246142	269405
"Nigeria"	566	184863	213927	247140	284594	327037	374952	428317	486559	549360	616482	687908	763357	842418	924020	1007449	1091951	1177173	1262449
"Saint Helena"	654	4	4	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7
"Senegal"	686	15093	17478	20096	22919	25999	29377	33034	36912	40972	45206	49623	54227	58990	63859	68773	73713	78668	83645
"Sierra Leone"	694	6369	7031	7726	8447	9193	9963	10756	11573	12411	13269	14143	15033	15936	16845	17757	18667	19578	20492
"Togo"	768	7231	8245	9340	10512	11790	13193	14715	16333	18026	19793	21643	23575	25574	27613	29676	31747	33826	35907
"ASIA"	935	4426814	4690564	4940096	5160390	5361802	5553565	5737710	5911979	6075048	6228459	6376920	6525638	6678167	6837475	7006769	7185909	7370969	7558007
"Eastern Asia"	906	1653226	1708325	1749475	1775969	1794299	1808640	1819824	1827461	1832425	1836741	1843530	1854913	1871565	1894800	1926849	1967042	2011450	2056430
"China"	156	1415311	1466679	1504716	1529399	1547105	1561529	1572636	1579557	1583434	1586752	1592752	1603190	1618137	1638422	1666350	1701573	1740513	1779674
"China, Hong Kong SAR"	344	7388	7735	8053	8306	8492	8634	8782	8958	9124	9254	9348	9427	9519	9646	9811	9996	10174	10341
"China, Macao SAR"	446	591	644	696	742	782	818	856	895	934	970	1002	1030	1058	1086	1114	1145	1177	1208
"Dem. People's Republic of Korea"	408	25374	26352	27356	28224	28928	29571	30287	31080	31883	32650	33415	34261	35232	36293	37376	38445	39521	40653
"Japan"	392	127759	127695	127153	126020	124538	122988	121789	121195	121036	120957	120792	120714	121086	122236	124092	126408	128985	131696
"Mongolia"	496	2955	3198	3414	3590	3754	3937	4137	4333	4510	4669	4831	5014	5221	5441	5663	5887	6114	6350
"Republic of Korea"	410	50198	51895	53537	54891	55846	56433	56841	57215	57555	57816	57995	58150	58400	58876	59616	60604	61727	62937
"Other non-specified areas"	158	23650	24128	24550	24798	24852	24730	24496	24226	23949	23675	23396	23127	22912	22800	22826	22983	23239	23573
"South-Central Asia"	921	1877780	2017987	2158748	2289230	2412179	2531195	2646547	2756955	2861226	2959248	3051908	3140942	3227990	3314278	3400858	3488408	3577102	3666650
"Central Asia"	5500	66855	72277	77361	81737	85851	90218	94855	99388	103532	107334	111106	115131	119420	123808	128180	132556	137047	141715
"Kazakhstan"	398	16937	17951	18863	19629	20402	21292	22273	23246	24148	25005	25900	26889	27962	29069	30169	31254	32348	33467
"Kyrgyzstan"	417	5766	6319	6835	7267	7672	8128	8646	9171	9646	10078	10508	10978	11494	12028	12555	13069	13585	14120
"Tajikistan"	762	8693	9828	10951	12015	13119	14374	15760	17170	18540	19893	21302	22806	24375	25946	27494	29036	30610	32217
"Turkmenistan"	795	5430	5837	6220	6544	6823	7088	7353	7610	7842	8040	8215	8389	8575	8773	8979	9185	9394	9613
"Uzbekistan"	860	30029	32342	34491	36282	37835	39337	40823	42191	43355	44317	45181	46069	47013	47992	48983	50012	51110	52298
"Southern Asia"	5501	1810926	1945711	2081388	2207493	2326328	2440977	2551693	2657567	2757694	2851913	2940802	3025810	3108570	3190469	3272678	3355852	3440055	3524935
"Afghanistan"	4	32247	36377	41005	45809	50672	55419	59941	64253	68381	72293	75911	79155	82001	84482	86676	88678	90552	92331
"Bangladesh"	50	162136	174170	186160	197162	207458	217347	226800	235623	243913	251696	259036	265981	272644	279166	285721	292430	299438	306770
"Bhutan"	64	784	844	901	953	1001	1045	1088	1128	1166	1199	1228	1253	1278	1302	1328	1355	1384	1413
"India"	356	1294624	1385734	1477222	1561811	1641126	1717519	1791373	1862301	1929692	1993664	2054759	2114092	2172667	2231173	2290074	2349670	2409856	2470443
"Iran (Islamic Republic of)"	364	80407	86508	92072	96933	101551	106219	110908	115399	119462	123054	126241	129181	132068	135126	138579	142519	146847	151308
"Maldives"	462	362	399	433	464	492	520	549	578	603	626	645	663	680	695	709	723	738	754
"Nepal"	524	28743	30829	33018	35110	37078	38976	40773	42484	44146	45760	47300	48743	50074	51305	52465	53598	54765	55989
"Pakistan"	586	189808	207997	226802	244702	261699	277992	293636	308521	322420	335106	346551	356943	366619	375860	384889	393731	402405	410916
"Sri Lanka"	144	21813	22853	23774	24550	25253	25939	26624	27281	27910	28516	29131	29798	30539	31360	32238	33147	34070	35012
"South-Eastern Asia"	920	638978	682180	725245	765259	802479	837830	872167	905473	937445	968063	997910	1027948	1058880	1090797	1123465	1156748	1190577	1225116
"Brunei Darussalam"	96	433	465	497	527	555	580	602	622	640	657	674	691	709	727	746	764	783	802
"Cambodia"	116	15786	17304	18814	20178	21490	22851	24273	25677	26984	28185	29327	30459	31574	32647	33634	34617	35614	36655
"Indonesia"	360	258144	275829	293569	310535	326627	341820	356215	369904	383170	396261	409422	422985	437057	451499	466115	480788	495471	510369
"Lao People's Democratic Republic"	418	7091	7850	8624	9358	10078	10804	11532	12239	12915	13561	14177	14763	15317	15844	16355	16857	17356	17847
"Malaysia"	458	30979	33759	36594	39217	41578	43775	45972	48246	50510	52629	54521	56217	57830	59469	61178	62929	64667	66353
"Myanmar"	104	54721	57580	60209	62324	63953	65259	66462	67631	68698	69565	70272	70978	71881	73053	74429	75887	77358	78857
"Philippines"	608	102756	113036	124134	135202	146213	157375	168835	180511	192169	203693	215086	226388	237673	248942	260188	271371	282510	293589
"Singapore"	702	5671	6197	6587	6945	7243	7485	7706	7931	8148	8342	8500	8619	8712	8796	8878	8954	9008	9035
"Thailand"	764	68011	69390	70513	71210	71522	71506	71221	70718	70074	69377	68747	68281	68051	68076	68354	68865	69594	70519
"Timor-Leste"	626	1181	1310	1466	1632	1800	1973	2159	2363	2586	2817	3052	3290	3535	3789	4047	4306	4564	4823
"Viet Nam"	704	94206	99460	104238	108133	111421	114402	117191	119632	121551	122976	124132	125276	126540	127953	129541	131410	133653	136268
"Western Asia"	922	256829	282071	306628	329932	352845	375900	399172	422091	443952	464406	483572	501836	519732	537601	555598	573710	591840	609811
"Armenia"	51	3018	3062	3107	3130	3148	3169	3188	3199	3203	3204	3210	3223	3242	3268	3304	3354	3419	3496
"Azerbaijan"	31	9717	10293	10750	11082	11368	11658	11930	12149	12319	12478	12655	12851	13059	13282	13541	13846	14183	14529
"Bahrain"	48	1372	1511	1625	1719	1808	1893	1973	2045	2104	2150	2182	2203	2214	2223	2236	2259	2290	2324
"Cyprus"	196	1176	1248	1317	1379	1428	1469	1505	1539	1570	1597	1619	1639	1661	1688	1720	1756	1795	1833
"Georgia"	268	4344	4297	4235	4164	4111	4091	4096	4118	4154	4197	4257	4337	4432	4537	4654	4784	4923	5066
"Iraq"	368	36079	41590	47608	53628	59895	66429	73244	80282	87490	94801	102167	109538	116934	124313	131649	138910	146070	153068
"Israel"	376	7987	8684	9391	10104	10845	11628	12446	13273	14095	14911	15734	16575	17439	18317	19195	20063	20926	21785
"Jordan"	400	7762	8284	9094	9874	10665	11478	12293	13078	13819	14514	15181	15837	16491	17144	17787	18412	19006	19568
"Kuwait"	414	3616	4105	4596	5073	5551	6046	6558	7075	7574	8045	8491	8926	9363	9808	10253	10690	11113	11520
"Lebanon"	422	5114	5032	5297	5510	5675	5823	5975	6124	6249	6339	6403	6455	6505	6554	6604	6668	6758	6877
"Oman"	512	4190	4603	4931	5151	5296	5395	5524	5669	5795	5884	5920	5895	5824	5746	5714	5768	5905	6090
"Qatar"	634	2362	2572	2710	2828	2938	3045	3139	3206	3228	3205	3148	3068	2978	2896	2841	2823	2838	2868
"Saudi Arabia"	682	30157	33032	35396	37277	39069	40982	43006	44961	46619	47909	48918	49808	50706	51653	52623	53587	54542	55480
"State of Palestine"	275	4588	5254	5989	6751	7531	8329	9154	10006	10886	11777	12664	13536	14394	15236	16068	16889	17697	18485
"Syrian Arab Republic"	760	22483	26338	29016	31674	34272	36828	39358	41854	44291	46619	48807	50849	52777	54624	56422	58186	59921	61629
"Turkey"	792	77450	82297	87237	91896	96249	100386	104396	108228	111769	114959	117861	120643	123466	126399	129437	132553	135756	139082
"United Arab Emirates"	784	9668	10822	11839	12838	13894	15002	16067	17008	17755	18318	18696	18901	18998	19095	19282	19564	19877	20144
"Yemen"	887	25749	29047	32491	35854	39100	42248	45319	48277	51033	53498	55658	57553	59251	60818	62267	63598	64821	65967
"EUROPE"	908	749437	759414	767876	773625	778455	784600	793396	804400	816027	827783	840585	855920	874784	897188	922395	949390	977198	1005317
"Eastern Europe"	923	295251	294691	292998	289898	286727	284773	284410	285015	285936	287096	288996	292188	296951	303193	310665	319020	327858	336915
"Belarus"	112	9346	9239	9122	8959	8789	8660	8585	8543	8510	8486	8493	8553	8671	8836	9026	9230	9445	9675
"Bulgaria"	100	7169	6963	6750	6515	6285	6094	5950	5834	5729	5633	5564	5541	5572	5647	5755	5885	6034	6199
"Czech Republic"	203	10872	11160	11413	11592	11759	11985	12295	12656	13001	13306	13602	13943	14359	14840	15356	15884	16424	16975
"Hungary"	348	9998	10016	10040	10033	10009	10009	10068	10188	10326	10447	10550	10667	10834	11061	11331	11613	11888	12154
"Poland"	616	38584	39069	39454	39521	39279	38952	38772	38815	38979	39082	39044	38953	39011	39368	40025	40863	41741	42594
"Republic of Moldova"	498	3473	3411	3348	3254	3155	3070	3003	2940	2913	2886	2868	2868	2885	2916	2959	3013	3078	3148
"Romania"	642	21775	21707	21562	21306	21020	20773	20594	20456	20306	20127	19967	19894	19950	20139	20439	20811	21230	21680
"Russian Federation"	643	143463	143353	142435	140984	139846	139521	139975	140761	141663	142932	144902	147671	151129	155110	159592	164548	169808	175169
"Slovakia"	703	5510	5599	5669	5692	5679	5659	5660	5686	5717	5735	5734	5736	5765	5837	5946	6074	6204	6329
"Ukraine"	804	45061	44173	43207	42042	40906	40051	39509	39137	38793	38463	38271	38363	38776	39439	40238	41098	42005	42991
"Northern Europe"	924	102287	106273	110346	114124	117674	121339	125450	130063	134882	139701	144504	149468	154762	160436	166405	172524	178638	184659
"Channel Islands"	830	165	171	177	182	187	191	196	201	205	210	214	219	224	229	234	239	244	248
"Denmark"	208	5704	5886	6096	6304	6500	6693	6906	7153	7427	7718	8018	8329	8655	8999	9358	9724	10090	10452
"Estonia"	233	1291	1288	1284	1275	1266	1263	1267	1278	1290	1302	1314	1330	1353	1385	1422	1462	1502	1543
"Faeroe Islands"	234	50	51	53	54	56	57	58	59	61	62	64	66	68	71	73	75	78	80
"Finland"	246	5502	5649	5795	5918	6017	6114	6237	6396	6579	6771	6967	7173	7397	7640	7898	8163	8428	8694
"Iceland"	352	340	362	384	403	420	436	452	467	483	497	512	526	541	557	575	592	610	628
"Ireland"	372	4771	5077	5361	5620	5878	6149	6436	6731	7015	7283	7540	7805	8092	8408	8745	9092	9433	9767
"Isle of Man"	833	88	91	95	99	102	105	108	111	115	118	121	125	128	132	136	140	144	148
"Latvia"	428	2049	2017	1986	1956	1924	1905	1905	1920	1941	1962	1981	2008	2049	2105	2171	2239	2304	2369
"Lithuania"	440	3027	3011	3002	2979	2948	2923	2921	2941	2970	2993	3011	3033	3074	3138	3220	3307	3392	3473
"Norway"	578	5183	5515	5823	6124	6410	6694	7001	7339	7691	8044	8396	8754	9128	9522	9928	10334	10735	11131
"Sweden"	752	9768	10232	10735	11205	11652	12134	12699	13352	14042	14732	15420	16131	16888	17692	18520	19353	20183	21012
"United Kingdom"	826	64350	66924	69555	72005	74314	76674	79264	82114	85064	88009	90946	93970	97164	100558	104126	107804	111496	115114
"Southern Europe"	925	157442	159771	161683	163163	164494	165910	167542	169264	170717	171851	172992	174613	177077	180445	184511	188974	193620	198385
"Albania"	8	3225	3318	3419	3506	3553	3556	3542	3536	3548	3568	3582	3582	3575	3575	3593	3633	3691	3760
"Andorra"	20	82	85	89	93	97	100	103	106	109	111	114	116	119	122	125	129	132	135
"Bosnia and Herzegovina"	70	3853	3875	3901	3910	3894	3863	3837	3828	3829	3831	3829	3829	3838	3862	3901	3953	4017	4094
"Croatia"	191	4289	4267	4246	4214	4178	4144	4120	4109	4105	4107	4116	4139	4181	4240	4314	4399	4495	4599
"Gibraltar"	292	30	30	30	30	30	30	31	31	31	31	31	32	32	33	34	35	35	36
"Greece"	300	11215	11296	11399	11480	11568	11680	11817	11960	12084	12190	12306	12463	12686	12972	13302	13651	14004	14357
"Holy See"	336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Italy"	380	61615	62555	63325	64000	64637	65308	66090	66982	67841	68628	69441	70460	71835	73587	75609	77762	79950	82137
"Malta"	470	435	445	454	459	462	464	468	473	478	483	489	494	500	507	514	523	532	542
"Montenegro"	499	627	633	639	641	641	640	639	640	642	645	648	652	657	666	676	688	701	715
"Portugal"	620	10698	10795	10878	10939	10986	11019	11044	11063	11066	11056	11043	11047	11086	11172	11301	11459	11629	11808
"San Marino"	674	32	33	34	35	35	36	37	37	38	38	39	39	40	41	42	43	44	45
"Serbia"	688	9508	9378	9242	9062	8845	8613	8397	8203	8027	7854	7688	7548	7453	7409	7413	7457	7538	7652
"Slovenia"	705	2096	2136	2166	2184	2199	2219	2246	2277	2305	2332	2361	2399	2448	2507	2574	2644	2716	2790
"Spain"	724	47608	48766	49681	50422	51189	52067	53007	53857	54451	54820	55156	55666	56477	57589	58927	60383	61884	63421
"TFYR Macedonia"	807	2129	2156	2179	2185	2179	2170	2165	2163	2161	2156	2148	2145	2149	2163	2185	2215	2252	2295
"Western Europe"	926	194457	198679	202849	206439	209560	212577	215994	220058	224491	229135	234092	239651	245992	253114	260813	268872	277082	285358
"Austria"	40	8626	8894	9185	9452	9690	9924	10187	10490	10802	11114	11430	11766	12133	12536	12962	13397	13825	14243
"Belgium"	56	11270	11589	11919	12222	12511	12816	13162	13549	13951	14361	14791	15268	15805	16396	17018	17654	18295	18946
"France"	250	65481	67871	70274	72603	74852	77115	79550	82244	85109	88054	91105	94382	97969	101855	105907	110066	114300	118629
"Germany"	276	83179	83465	83599	83345	82841	82277	81843	81608	81461	81391	81479	81841	82533	83552	84864	86366	87949	89540
"Liechtenstein"	438	38	40	41	43	45	46	48	50	51	53	55	57	59	61	63	66	68	70
"Luxembourg"	442	548	589	630	669	705	737	767	794	821	848	875	902	929	958	989	1019	1050	1081
"Monaco"	492	39	41	43	46	49	52	55	58	62	66	70	74	78	82	86	90	93	97
"Netherlands"	528	16970	17360	17757	18095	18363	18570	18768	19013	19318	19676	20085	20548	21067	21641	22269	22941	23637	24339
"Switzerland"	756	8306	8831	9401	9964	10504	11040	11615	12253	12916	13571	14202	14812	15418	16032	16655	17273	17864	18414
"LATIN AMERICA AND THE CARIBBEAN"	904	636264	678073	720104	759392	796589	832679	868000	902109	934678	965683	995642	1025263	1055057	1085233	1115983	1147651	1180556	1214818
"Caribbean"	915	43496	45465	47413	49187	50796	52305	53735	55060	56307	57506	58718	60008	61392	62862	64406	66040	67788	69652
"Anguilla"	660	15	16	16	17	17	17	18	18	18	18	18	18	19	19	19	20	20	21
"Antigua and Barbuda"	28	93	99	105	111	117	122	127	132	137	141	146	151	157	162	167	173	179	184
"Aruba"	533	105	108	111	113	115	116	117	117	118	120	122	124	127	129	132	135	138	141
"Bahamas"	44	391	420	448	473	496	518	539	562	584	606	627	647	667	687	708	729	751	773
"Barbados"	52	290	301	312	322	331	339	348	357	368	379	391	404	417	431	446	462	479	496
"British Virgin Islands"	92	29	31	33	34	35	37	38	39	40	41	42	43	44	45	47	48	49	51
"Caribbean Netherlands"	535	20	22	23	24	25	25	26	26	26	27	27	28	29	30	30	31	32	33
"Cayman Islands"	136	60	64	67	70	72	73	75	76	77	78	79	81	83	86	88	91	94	97
"Cuba"	192	11341	11395	11416	11399	11311	11173	10993	10770	10514	10256	10033	9881	9801	9776	9790	9847	9959	10124
"Curacao"	531	166	175	182	187	191	195	198	201	204	207	211	215	220	226	231	237	244	251
"Dominica"	212	73	76	79	82	83	85	86	88	90	91	93	94	96	99	101	103	105	108
"Dominican Republic"	214	10758	11516	12266	12967	13637	14289	14919	15516	16088	16639	17180	17718	18254	18792	19337	19895	20473	21073
"Grenada"	308	108	111	114	115	114	114	114	113	114	115	117	119	121	124	127	130	134	138
"Guadeloupe"	312	474	490	506	521	532	542	550	558	567	576	586	599	614	631	649	667	686	707
"Haiti"	332	10702	11558	12432	13276	14099	14915	15726	16524	17311	18074	18807	19520	20226	20935	21649	22367	23086	23810
"Jamaica"	388	2840	2949	3054	3134	3193	3241	3281	3312	3338	3363	3396	3438	3489	3546	3610	3684	3774	3880
"Martinique"	474	409	418	428	436	443	447	450	452	454	456	461	467	476	486	496	508	520	533
"Montserrat"	500	5	5	6	6	6	6	7	7	7	7	7	7	8	8	8	9	9	9
"Puerto Rico"	630	3714	3765	3842	3913	3977	4038	4101	4163	4220	4273	4326	4383	4447	4517	4593	4679	4776	4884
"Saint Kitts and Nevis"	659	56	60	63	66	69	72	75	77	80	82	85	87	90	92	95	98	101	104
"Saint Lucia"	662	187	196	206	214	221	228	234	240	245	250	255	259	264	269	275	280	286	293
"Saint Vincent and the Grenadines"	670	110	112	115	117	120	123	127	130	133	136	139	143	146	150	154	158	162	166
"Sint Maarten (Dutch part)"	534	47	52	56	60	63	65	67	69	70	72	73	75	76	78	80	81	83	85
"Trinidad and Tobago"	780	1360	1381	1386	1381	1373	1367	1360	1348	1334	1324	1319	1321	1330	1345	1366	1394	1426	1462
"Turks and Caicos Islands"	796	35	38	41	43	45	47	48	50	51	52	53	54	55	56	58	59	61	62
"United States Virgin Islands"	850	108	109	109	110	110	112	114	116	119	123	127	131	137	142	148	154	160	166
"Central America"	916	173663	187359	201375	214752	227576	240088	252380	264320	275800	286753	297315	307723	318158	328651	339176	349823	360739	372041
"Belize"	84	351	396	443	489	535	582	630	677	722	766	808	849	889	929	967	1006	1044	1082
"Costa Rica"	188	5052	5429	5785	6100	6383	6644	6889	7113	7315	7497	7666	7828	7984	8137	8293	8460	8647	8853
"El Salvador"	222	6497	6804	7095	7359	7588	7806	8018	8214	8401	8576	8745	8914	9087	9265	9455	9667	9911	10192
"Guatemala"	320	16407	18713	21221	23847	26609	29531	32619	35838	39150	42518	45917	49337	52780	56219	59643	63044	66429	69795
"Honduras"	340	8508	9467	10465	11457	12450	13455	14472	15485	16482	17456	18402	19323	20217	21085	21933	22769	23602	24438
"Mexico"	484	126499	135307	144220	152472	160123	167338	174196	180641	186612	192091	197224	202233	207295	212450	217663	222992	228543	234426
"Nicaragua"	558	6324	6847	7365	7872	8362	8840	9304	9743	10160	10555	10931	11288	11630	11959	12285	12617	12962	13324
"Panama"	591	4025	4396	4781	5157	5526	5891	6253	6610	6957	7293	7623	7950	8277	8606	8936	9268	9602	9931
"South America"	931	419105	445249	471317	495453	518218	540287	561885	582729	602571	621424	639609	657532	675507	693721	712402	731788	752029	773125
