"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"El Salvador"	222	78.70	80.45	81.97	83.35	84.62	85.77	86.87	87.92	88.91	89.88	90.83	91.71	92.56	93.39	94.19	95.01	95.81	96.56
"Eritrea"	232	67.13	70.89	74.45	77.74	80.80	83.61	86.17	88.42	90.40	92.12	93.62	94.88	95.97	96.98	97.85	98.70	99.46	100.16
"Estonia"	233	80.90	81.96	82.88	83.75	84.54	85.31	86.08	86.81	87.55	88.28	89.00	89.71	90.39	91.11	91.80	92.49	93.21	93.90
"Fiji"	242	74.80	76.74	78.57	80.28	81.98	83.59	85.10	86.60	87.98	89.31	90.60	91.79	92.95	93.98	94.97	95.90	96.79	97.62
"Finland"	246	84.81	86.10	87.27	88.36	89.40	90.38	91.36	92.27	93.16	94.02	94.83	95.68	96.46	97.27	98.03	98.77	99.51	100.29
"France"	250	86.26	87.59	88.80	89.93	91.01	92.03	93.00	93.93	94.86	95.73	96.58	97.43	98.24	99.03	99.84	100.60	101.36	102.10
"French Guiana"	254	82.21	83.66	84.92	86.10	87.20	88.25	89.26	90.24	91.15	92.07	92.92	93.77	94.59	95.39	96.21	96.99	97.75	98.47
"French Polynesia"	258	80.16	81.96	83.55	85.02	86.31	87.56	88.73	89.84	90.92	91.94	92.89	93.82	94.72	95.62	96.45	97.30	98.08	98.89
"Gambia"	270	62.60	65.26	67.78	70.15	72.36	74.46	76.36	78.10	79.69	81.12	82.48	83.68	84.83	85.84	86.76	87.70	88.53	89.35
"Georgia"	268	79.22	80.48	81.62	82.63	83.60	84.49	85.35	86.21	87.04	87.86	88.65	89.43	90.17	90.93	91.68	92.43	93.13	93.86
"Germany"	276	84.30	85.59	86.77	87.90	88.99	90.04	91.05	92.01	92.92	93.85	94.73	95.59	96.40	97.21	97.99	98.75	99.50	100.23
"Greece"	300	84.22	85.39	86.43	87.39	88.34	89.22	90.08	90.91	91.72	92.52	93.31	94.08	94.84	95.60	96.32	97.05	97.78	98.52
"Grenada"	308	76.89	78.45	79.81	81.09	82.31	83.44	84.49	85.55	86.57	87.51	88.44	89.34	90.19	91.02	91.81	92.60	93.38	94.13
"Guadeloupe"	312	85.27	86.90	88.36	89.71	90.99	92.18	93.29	94.37	95.36	96.34	97.28	98.19	99.04	99.89	100.72	101.54	102.36	103.16
"Guam"	316	83.02	85.02	86.92	88.71	90.43	92.02	93.50	94.90	96.14	97.27	98.35	99.33	100.24	101.11	101.98	102.78	103.60	104.37
"Guatemala"	320	77.53	80.25	82.73	84.95	87.01	88.86	90.47	91.97	93.40	94.62	95.83	96.95	97.96	98.92	99.85	100.77	101.64	102.49
"Guinea-Bissau"	624	58.14	60.76	63.32	65.96	68.64	71.36	74.13	76.96	79.70	82.38	84.93	87.33	89.55	91.67	93.60	95.32	96.80	98.19
"Guyana"	328	69.71	71.45	72.92	74.25	75.44	76.54	77.54	78.55	79.50	80.36	81.23	82.03	82.88	83.66	84.42	85.17	85.85	86.58
"Hungary"	348	79.97	81.13	82.13	83.07	83.92	84.74	85.55	86.32	87.09	87.84	88.58	89.32	90.03	90.75	91.48	92.21	92.91	93.65
"Iceland"	352	84.94	86.06	87.05	88.01	88.91	89.80	90.65	91.48	92.31	93.11	93.90	94.69	95.45	96.22	96.95	97.70	98.42	99.16
"India"	356	70.36	72.98	75.44	77.63	79.65	81.49	83.18	84.67	86.07	87.34	88.48	89.59	90.64	91.63	92.55	93.48	94.32	95.14
"Indonesia"	360	74.71	76.64	78.31	79.79	81.14	82.40	83.56	84.67	85.70	86.69	87.63	88.54	89.41	90.30	91.11	91.96	92.75	93.51
"Iran (Islamic Republic of)"	364	77.92	80.61	83.02	85.13	87.05	88.80	90.34	91.77	93.12	94.34	95.50	96.62	97.63	98.61	99.54	100.42	101.32	102.15
"Iraq"	368	74.96	76.45	77.68	78.82	79.81	80.75	81.65	82.52	83.35	84.12	84.87	85.58	86.28	87.01	87.71	88.39	89.09	89.75
"Ireland"	372	84.07	85.52	86.88	88.17	89.40	90.56	91.66	92.70	93.68	94.60	95.50	96.34	97.17	97.96	98.73	99.45	100.20	100.88
"Israel"	376	84.73	86.06	87.33	88.53	89.70	90.81	91.87	92.90	93.92	94.88	95.80	96.70	97.52	98.34	99.15	99.94	100.64	101.36
"Italy"	380	86.02	87.33	88.50	89.59	90.63	91.62	92.56	93.47	94.36	95.23	96.07	96.89	97.70	98.52	99.28	100.06	100.82	101.57
"Japan"	392	88.02	89.32	90.47	91.55	92.56	93.53	94.45	95.34	96.18	97.03	97.85	98.64	99.43	100.17	100.93	101.69	102.41	103.14
"Jordan"	400	77.19	78.68	79.93	81.08	82.13	83.10	84.02	84.91	85.75	86.55	87.36	88.11	88.88	89.63	90.39	91.13	91.86	92.56
"Kazakhstan"	398	74.01	75.36	76.49	77.52	78.49	79.39	80.24	81.07	81.86	82.62	83.39	84.15	84.83	85.54	86.25	86.95	87.64	88.32
"Kiribati"	296	73.74	76.61	79.31	81.94	84.42	86.73	88.96	90.94	92.77	94.44	95.92	97.27	98.40	99.51	100.53	101.45	102.31	103.11
"Kuwait"	414	77.07	78.38	79.48	80.47	81.41	82.28	83.10	83.90	84.65	85.41	86.11	86.82	87.54	88.25	88.93	89.62	90.31	91.00
"Kyrgyzstan"	417	73.59	75.04	76.28	77.42	78.46	79.46	80.42	81.33	82.19	83.04	83.86	84.64	85.41	86.12	86.88	87.59	88.30	89.05
"Lao People's Democratic Republic"	418	71.46	74.77	77.79	80.58	83.15	85.51	87.67	89.62	91.34	92.88	94.24	95.41	96.45	97.41	98.28	99.10	99.85	100.58
"Latvia"	428	78.92	79.97	80.86	81.66	82.47	83.20	83.93	84.64	85.30	85.98	86.63	87.33	88.00	88.66	89.33	89.99	90.67	91.31
"Lebanon"	422	83.48	85.45	87.29	89.00	90.63	92.14	93.56	94.84	96.02	97.07	97.99	98.82	99.57	100.22	100.79	101.37	101.93	102.41
"Libya"	434	78.80	80.34	81.68	82.89	84.00	85.02	86.00	86.92	87.83	88.70	89.57	90.39	91.22	91.99	92.78	93.54	94.30	95.04
"Lithuania"	440	79.55	80.60	81.51	82.33	83.11	83.86	84.56	85.25	85.93	86.64	87.32	87.98	88.64	89.33	90.01	90.68	91.34	92.00
"Luxembourg"	442	84.18	85.46	86.62	87.73	88.77	89.76	90.74	91.65	92.57	93.44	94.29	95.13	95.95	96.74	97.53	98.31	99.08	99.81
"Madagascar"	450	68.21	71.61	74.75	77.69	80.36	82.86	85.11	87.12	88.90	90.42	91.80	93.00	94.04	94.99	95.90	96.69	97.45	98.20
"Malaysia"	458	78.92	80.46	81.80	83.03	84.18	85.23	86.26	87.24	88.18	89.09	89.97	90.83	91.63	92.46	93.23	93.99	94.76	95.49
"Maldives"	462	80.72	83.35	85.49	87.23	88.75	90.02	91.18	92.19	93.18	94.01	94.80	95.56	96.28	97.01	97.67	98.31	99.00	99.60
"Mali"	466	57.40	61.20	64.95	68.67	72.38	75.92	79.27	82.46	85.28	87.89	90.12	92.14	93.91	95.41	96.80	98.08	99.23	100.30
"Malta"	470	83.26	84.57	85.76	86.90	87.99	89.06	90.05	91.03	91.97	92.90	93.78	94.65	95.49	96.29	97.06	97.83	98.58	99.29
"Martinique"	474	85.69	87.44	89.01	90.43	91.78	93.02	94.19	95.28	96.32	97.33	98.27	99.21	100.13	101.02	101.86	102.68	103.49	104.27
"Mauritania"	478	65.11	66.80	68.27	69.59	70.82	71.93	73.01	74.01	74.96	75.85	76.72	77.57	78.40	79.19	79.98	80.72	81.46	82.20
"Mauritius"	480	78.58	79.90	81.03	82.04	82.99	83.89	84.74	85.57	86.36	87.15	87.90	88.67	89.41	90.14	90.86	91.57	92.29	93.00
"Mayotte"	175	84.18	85.66	86.99	88.22	89.36	90.45	91.50	92.46	93.42	94.32	95.23	96.08	96.91	97.71	98.55	99.34	100.15	100.91
"Mexico"	484	81.17	82.80	84.23	85.52	86.71	87.86	88.95	89.99	90.96	91.90	92.82	93.69	94.56	95.40	96.20	97.00	97.78	98.55
"Micronesia (Fed. States of)"	583	71.69	73.19	74.52	75.73	76.85	77.92	78.95	79.92	80.85	81.77	82.62	83.46	84.26	85.07	85.85	86.59	87.36	88.06
"Mongolia"	496	73.68	76.22	78.62	80.87	83.00	85.04	86.87	88.60	90.17	91.60	92.90	94.08	95.17	96.20	97.17	98.06	98.91	99.76
"Montenegro"	499	78.65	79.75	80.66	81.47	82.24	82.98	83.66	84.34	84.96	85.62	86.24	86.88	87.53	88.15	88.81	89.42	90.05	90.64
"Morocco"	504	74.71	77.09	79.29	81.35	83.26	85.09	86.77	88.31	89.73	90.99	92.20	93.29	94.33	95.34	96.28	97.11	97.97	98.80
"Myanmar"	104	69.11	70.87	72.44	73.85	75.11	76.29	77.40	78.47	79.44	80.39	81.25	82.11	82.95	83.78	84.54	85.30	86.07	86.78
"Nepal"	524	71.51	74.79	77.67	80.27	82.65	84.75	86.59	88.25	89.73	91.02	92.20	93.31	94.27	95.18	96.07	96.89	97.72	98.50
"Netherlands"	528	84.02	85.10	86.06	86.98	87.85	88.70	89.54	90.34	91.13	91.89	92.66	93.42	94.17	94.89	95.61	96.34	97.07	97.80
"New Caledonia"	540	80.81	82.36	83.71	84.92	86.03	87.13	88.17	89.15	90.08	91.00	91.90	92.75	93.59	94.39	95.18	95.97	96.73	97.48
"New Zealand"	554	84.12	85.32	86.43	87.51	88.56	89.54	90.53	91.46	92.37	93.27	94.10	94.97	95.77	96.54	97.33	98.11	98.87	99.60
"Nicaragua"	558	79.71	82.35	84.70	86.73	88.51	90.04	91.41	92.61	93.69	94.69	95.58	96.45	97.27	98.06	98.77	99.43	100.10	100.78
"Niger"	562	60.77	64.42	67.76	70.81	73.60	76.05	78.25	80.17	81.89	83.37	84.59	85.66	86.56	87.40	88.12	88.82	89.49	90.10
"Norway"	578	84.68	85.81	86.86	87.84	88.78	89.68	90.54	91.38	92.24	93.05	93.83	94.61	95.38	96.13	96.89	97.63	98.35	99.07
"Oman"	512	80.49	82.31	83.83	85.12	86.27	87.35	88.34	89.28	90.17	91.02	91.82	92.60	93.35	94.08	94.82	95.51	96.24	96.93
"Other non-specified areas"	158	83.56	84.85	85.98	87.04	88.03	88.98	89.88	90.78	91.65	92.47	93.28	94.08	94.85	95.60	96.37	97.12	97.86	98.59
"Pakistan"	586	69.35	71.01	72.44	73.72	74.90	76.02	77.04	78.00	78.94	79.82	80.68	81.51	82.35	83.13	83.90	84.65	85.37	86.11
"Panama"	591	81.84	83.31	84.63	85.82	86.93	87.98	89.00	89.96	90.88	91.77	92.67	93.50	94.32	95.11	95.88	96.66	97.40	98.16
"Papua New Guinea"	598	66.60	68.35	69.83	71.22	72.47	73.63	74.72	75.73	76.71	77.64	78.53	79.41	80.17	81.01	81.75	82.55	83.27	83.98
"Paraguay"	600	76.15	77.41	78.53	79.56	80.51	81.46	82.34	83.21	84.05	84.83	85.62	86.42	87.19	87.94	88.72	89.44	90.18	90.92
"Peru"	604	79.28	81.67	83.78	85.68	87.40	88.92	90.28	91.52	92.70	93.75	94.74	95.65	96.54	97.35	98.12	98.86	99.58	100.32
"Philippines"	608	74.02	75.78	77.40	78.95	80.42	81.89	83.27	84.64	85.95	87.19	88.41	89.54	90.63	91.71	92.70	93.63	94.52	95.42
"Poland"	616	81.82	83.02	84.06	85.04	85.98	86.85	87.69	88.52	89.34	90.13	90.93	91.69	92.46	93.22	93.93	94.67	95.39	96.08
"Portugal"	620	84.04	85.39	86.60	87.76	88.83	89.84	90.81	91.75	92.66	93.54	94.40	95.21	96.04	96.86	97.63	98.43	99.17	99.93
"Puerto Rico"	630	83.68	84.80	85.79	86.72	87.61	88.47	89.29	90.11	90.88	91.65	92.41	93.17	93.90	94.63	95.34	96.06	96.76	97.47
"Qatar"	634	80.85	82.14	83.27	84.28	85.22	86.09	86.97	87.82	88.61	89.40	90.18	90.94	91.70	92.40	93.16	93.87	94.57	95.26
"Republic of Korea"	410	85.98	87.96	89.76	91.37	92.84	94.24	95.51	96.71	97.86	98.96	99.98	100.98	101.93	102.87	103.77	104.62	105.44	106.27
"Republic of Moldova"	498	74.48	75.79	76.91	77.91	78.87	79.77	80.62	81.47	82.27	83.04	83.81	84.54	85.25	85.99	86.68	87.38	88.08	88.78
"Reunion"	638	84.18	85.65	86.97	88.20	89.34	90.44	91.46	92.43	93.39	94.31	95.18	96.05	96.92	97.73	98.53	99.34	100.11	100.86
"Romania"	642	78.89	80.11	81.17	82.13	83.05	83.90	84.72	85.51	86.29	87.05	87.83	88.57	89.30	90.02	90.74	91.46	92.17	92.86
"Russian Federation"	643	75.98	77.18	78.16	79.08	79.92	80.71	81.49	82.21	82.94	83.61	84.28	84.96	85.65	86.30	86.96	87.61	88.26	88.95
"Saint Lucia"	662	78.92	80.23	81.39	82.40	83.36	84.27	85.14	85.98	86.79	87.57	88.37	89.14	89.89	90.61	91.34	92.07	92.78	93.48
"Saint Vincent and the Grenadines"	670	76.31	77.59	78.68	79.66	80.59	81.44	82.23	83.02	83.79	84.52	85.22	85.93	86.65	87.35	88.04	88.74	89.41	90.08
"Samoa"	882	78.31	80.80	83.12	85.31	87.34	89.29	91.03	92.60	94.01	95.37	96.54	97.65	98.72	99.68	100.63	101.48	102.33	103.16
"Sao Tome and Principe"	678	70.12	71.81	73.31	74.69	75.99	77.20	78.30	79.42	80.46	81.45	82.39	83.29	84.14	84.94	85.75	86.52	87.31	88.05
"Saudi Arabia"	682	79.15	80.88	82.34	83.65	84.86	85.98	87.02	88.00	88.95	89.88	90.76	91.61	92.42	93.20	93.98	94.76	95.50	96.25
"Senegal"	686	67.19	69.77	72.21	74.46	76.57	78.47	80.27	81.85	83.28	84.61	85.77	86.91	87.95	88.92	89.88	90.80	91.62	92.45
"Serbia"	688	78.38	79.67	80.76	81.77	82.70	83.58	84.41	85.21	85.99	86.78	87.53	88.28	89.01	89.73	90.43	91.14	91.86	92.56
"Seychelles"	690	79.52	80.80	81.94	82.96	83.91	84.81	85.66	86.50	87.30	88.06	88.84	89.60	90.33	91.08	91.78	92.51	93.20	93.91
"Sierra Leone"	694	48.28	51.34	54.45	57.70	61.05	64.46	67.96	71.46	74.93	78.26	81.42	84.41	87.20	89.63	91.98	93.99	95.80	97.51
"Singapore"	702	85.88	87.47	88.92	90.30	91.56	92.77	93.88	94.96	95.97	96.96	97.92	98.80	99.65	100.49	101.32	102.12	102.89	103.67
"Slovakia"	703	80.54	81.64	82.59	83.47	84.30	85.09	85.86	86.60	87.35	88.07	88.80	89.52	90.23	90.94	91.65	92.36	93.06	93.75
"Slovenia"	705	83.96	85.14	86.21	87.21	88.17	89.08	89.98	90.83	91.67	92.50	93.31	94.08	94.85	95.62	96.37	97.10	97.86	98.57
"Solomon Islands"	90	71.30	73.97	76.56	79.07	81.46	83.79	86.00	88.04	89.93	91.69	93.24	94.71	96.02	97.21	98.27	99.23	100.19	101.09
"Somalia"	706	59.06	62.30	65.49	68.74	72.03	75.32	78.53	81.61	84.54	87.22	89.71	91.97	93.92	95.70	97.25	98.69	99.87	101.02
"Spain"	724	86.37	87.64	88.79	89.85	90.85	91.80	92.73	93.63	94.48	95.32	96.14	96.92	97.73	98.50	99.24	99.99	100.74	101.49
"Sri Lanka"	144	78.93	80.32	81.52	82.62	83.61	84.57	85.46	86.35	87.17	88.00	88.81	89.62	90.39	91.18	91.92	92.62	93.33	94.07
"State of Palestine"	275	76.72	78.52	80.11	81.52	82.86	84.08	85.22	86.29	87.30	88.27	89.19	90.08	90.95	91.78	92.60	93.36	94.11	94.86
"Sudan"	729	66.01	68.44	70.79	73.13	75.48	77.76	79.98	82.19	84.26	86.25	88.09	89.91	91.51	92.97	94.39	95.66	96.83	97.90
"Sweden"	752	84.96	86.14	87.23	88.25	89.20	90.13	91.03	91.92	92.79	93.59	94.40	95.18	95.97	96.74	97.48	98.23	98.96	99.70
"Switzerland"	756	85.98	87.22	88.33	89.38	90.38	91.34	92.27	93.17	94.04	94.87	95.69	96.50	97.30	98.09	98.86	99.61	100.38	101.11
"Syrian Arab Republic"	760	77.64	80.22	81.81	83.17	84.42	85.58	86.67	87.70	88.66	89.61	90.54	91.39	92.26	93.09	93.90	94.68	95.47	96.20
"Tajikistan"	762	72.60	74.23	75.70	77.10	78.43	79.71	80.96	82.22	83.40	84.54	85.62	86.66	87.65	88.62	89.57	90.45	91.32	92.16
"TFYR Macedonia"	807	79.02	80.38	81.53	82.60	83.58	84.51	85.38	86.23	87.06	87.86	88.64	89.42	90.19	90.93	91.67	92.41	93.14	93.88
"Timor-Leste"	626	71.69	76.14	80.06	83.41	86.19	88.52	90.51	92.26	93.78	95.20	96.52	97.74	98.81	99.83	100.85	101.75	102.69	103.53
"Tonga"	776	77.26	78.87	80.32	81.71	83.02	84.32	85.48	86.66	87.78	88.88	89.87	90.88	91.80	92.70	93.59	94.45	95.19	96.03
"Trinidad and Tobago"	780	75.27	76.53	77.61	78.58	79.49	80.36	81.18	81.96	82.71	83.46	84.18	84.88	85.60	86.28	86.97	87.64	88.30	88.99
"Tunisia"	788	79.80	81.43	82.83	84.06	85.18	86.25	87.22	88.16	89.07	89.94	90.77	91.57	92.33	93.09	93.86	94.58	95.31	96.04
"Turkey"	792	80.48	83.02	85.19	87.05	88.66	90.09	91.33	92.46	93.45	94.36	95.24	96.06	96.85	97.59	98.34	99.04	99.67	100.36
"Turkmenistan"	795	71.55	73.11	74.46	75.72	76.91	78.05	79.11	80.16	81.14	82.09	83.05	83.94	84.79	85.64	86.43	87.26	88.02	88.78
"Ukraine"	804	75.97	77.06	77.96	78.79	79.56	80.31	81.01	81.69	82.35	83.02	83.64	84.29	84.92	85.55	86.17	86.76	87.39	88.02
"United Arab Emirates"	784	79.60	81.04	82.28	83.40	84.42	85.39	86.33	87.21	88.11	88.93	89.75	90.57	91.34	92.12	92.88	93.63	94.34	95.09
"United Kingdom"	826	83.64	84.82	85.87	86.84	87.80	88.70	89.58	90.45	91.28	92.11	92.90	93.65	94.42	95.20	95.92	96.67	97.40	98.12
"United States of America"	840	82.54	83.67	84.67	85.59	86.48	87.34	88.16	88.97	89.77	90.54	91.31	92.03	92.80	93.53	94.27	95.00	95.68	96.40
"United States Virgin Islands"	850	84.16	85.54	86.79	87.92	89.00	90.01	91.00	91.94	92.84	93.73	94.58	95.44	96.24	97.05	97.80	98.56	99.31	100.06
"Uruguay"	858	81.82	83.00	84.06	85.04	85.97	86.88	87.77	88.64	89.47	90.33	91.13	91.91	92.68	93.51	94.28	95.03	95.79	96.51
"Uzbekistan"	860	73.40	74.73	75.91	76.97	77.95	78.87	79.75	80.60	81.41	82.21	82.97	83.73	84.43	85.17	85.88	86.57	87.25	87.95
"Vanuatu"	548	75.72	78.37	80.82	83.09	85.18	87.11	88.94	90.55	92.00	93.33	94.57	95.69	96.72	97.69	98.63	99.52	100.40	101.21
"Venezuela (Bolivarian Republic of)"	862	79.14	80.51	81.69	82.76	83.77	84.70	85.59	86.45	87.29	88.10	88.91	89.69	90.46	91.22	91.94	92.68	93.40	94.10
"Viet Nam"	704	81.69	82.69	83.57	84.39	85.19	85.96	86.71	87.46	88.19	88.92	89.66	90.37	91.08	91.79	92.53	93.25	93.96	94.64
"Western Sahara"	732	72.26	75.26	77.84	80.04	81.79	83.21	84.36	85.31	86.16	86.92	87.64	88.28	88.96	89.55	90.09	90.73	91.27	91.84
"Yemen"	887	66.43	68.18	69.67	71.00	72.19	73.32	74.36	75.35	76.27	77.17	78.04	78.86	79.66	80.45	81.22	81.94	82.68	83.40
