"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"Nicaragua"	558	6189	6484	6712	6913	7061	7145	7162	7112	7010	6858	6659	6411	6118	5789	5436	5071	4708	4360
"Panama"	591	3951	4195	4413	4609	4773	4897	4979	5021	5025	4995	4932	4839	4718	4575	4411	4229	4033	3823
"South America"	931	411001	423883	433218	440176	444188	444798	441877	435618	426466	414753	400698	384514	366523	347152	326957	306468	286166	266524
"Argentina"	32	41762	42802	43587	44202	44605	44747	44598	44161	43458	42513	41331	39931	38351	36638	34846	33013	31174	29369
"Bolivia (Plurinational State of)"	68	10924	11635	12283	12887	13415	13844	14162	14367	14472	14479	14389	14201	13920	13560	13140	12680	12197	11706
"Brazil"	76	201628	205809	208182	209384	209158	207322	203851	198877	192616	185238	176865	167638	157747	147420	136951	126622	116631	107178
"Chile"	152	17757	18207	18513	18712	18784	18713	18496	18143	17663	17089	16449	15753	15004	14205	13367	12519	11694	10916
"Colombia"	170	49045	51091	52638	53837	54626	54943	54789	54192	53234	51958	50399	48575	46513	44255	41859	39381	36887	34442
"Ecuador"	218	16070	16995	17795	18512	19114	19565	19850	19972	19947	19783	19490	19071	18536	17898	17172	16375	15531	14661
"Falkland Islands (Malvinas)"	238	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2
"French Guiana"	254	259	287	315	343	370	394	416	436	451	462	469	474	475	473	468	461	451	439
"Guyana"	328	800	805	804	798	784	758	723	679	632	584	537	489	441	394	350	310	278	253
"Paraguay"	600	6965	7422	7824	8187	8495	8740	8917	9025	9072	9057	8979	8838	8639	8392	8109	7798	7466	7122
"Peru"	604	30860	32270	33412	34369	35094	35545	35696	35544	35129	34472	33588	32493	31212	29774	28220	26590	24937	23311
"Suriname"	740	543	556	564	568	568	562	550	533	518	501	482	461	439	415	390	365	342	319
"Uruguay"	858	3400	3404	3399	3384	3354	3305	3235	3146	3044	2932	2809	2679	2541	2399	2254	2111	1971	1841
"Venezuela (Bolivarian Republic of)"	862	30985	32596	33899	34989	35819	36358	36592	36540	36228	35682	34909	33910	32703	31327	29828	28241	26606	24964
"NORTHERN AMERICA"	905	358182	367926	375930	383061	388750	392694	394746	395173	394116	392203	389641	386102	381083	374333	366003	356452	346001	334831
"Bermuda"	60	65	65	64	63	62	61	59	57	55	53	51	49	48	46	44	42	41	39
"Canada"	124	35578	36834	37797	38628	39290	39781	40096	40257	40222	40061	39803	39430	38893	38172	37281	36250	35102	33837
"Greenland"	304	57	56	54	52	50	48	45	42	40	38	36	34	31	29	27	25	23	21
"Saint Pierre and Miquelon"	666	6	6	6	6	6	5	5	5	5	5	5	5	4	4	4	4	4	4
"United States of America"	840	322477	330966	338009	344313	349343	352799	354541	354812	353794	352046	349746	346584	342106	336082	328647	320131	310832	300930
"OCEANIA"	909	39025	41166	43095	44909	46577	48058	49312	50321	51038	51493	51707	51675	51373	50789	49927	48830	47534	46051
"Australia/New Zealand"	927	28279	29613	30787	31869	32855	33742	34510	35143	35580	35850	35977	35961	35775	35404	34840	34108	33229	32201
"Australia"	36	23720	24898	25946	26923	27829	28659	29398	30030	30496	30816	31008	31069	30981	30730	30312	29743	29040	28198
"New Zealand"	554	4559	4714	4841	4946	5027	5083	5112	5113	5083	5033	4969	4891	4794	4673	4528	4365	4189	4003
"Melanesia"	928	9552	10322	11047	11753	12413	12996	13483	13870	14164	14363	14466	14471	14379	14197	13936	13609	13232	12817
"Fiji"	242	884	894	893	884	869	846	816	779	739	698	656	614	573	534	497	462	431	403
"New Caledonia"	540	261	273	285	295	304	312	317	321	323	322	320	317	311	304	295	284	273	260
"Papua New Guinea"	598	7566	8240	8884	9517	10113	10645	11100	11472	11764	11971	12093	12126	12073	11938	11731	11467	11156	10808
"Solomon Islands"	90	579	629	676	724	771	814	852	883	909	930	947	958	963	963	957	947	932	915
"Vanuatu"	548	261	286	309	333	357	378	398	415	429	441	450	456	459	459	455	449	440	430
"Micronesia"	954	515	536	553	569	581	587	588	584	577	567	556	542	525	507	486	465	444	423
"Guam"	316	168	176	183	189	194	197	198	198	196	194	191	187	182	177	170	163	155	147
"Kiribati"	296	105	111	117	123	128	132	134	136	138	138	138	137	134	131	128	124	120	116
"Marshall Islands"	584	53	54	55	55	57	59	59	59	58	57	56	56	56	55	54	52	51	49
"Micronesia (Fed. States of)"	583	104	107	111	114	115	115	114	112	110	107	104	99	94	88	83	78	74	71
"Nauru"	520	10	10	10	10	10	10	10	10	9	9	9	8	8	8	7	7	7	6
"Northern Mariana Islands"	580	55	55	54	54	52	51	48	45	42	38	34	31	28	26	23	21	18	16
"Palau"	585	21	22	23	23	24	24	25	25	24	24	24	23	23	22	21	20	19	18
"Polynesia"	957	678	696	708	719	729	733	732	723	717	712	708	702	693	681	666	648	629	610
"American Samoa"	16	55	56	57	58	57	56	55	53	50	48	45	43	40	37	35	32	30	28
"Cook Islands"	184	21	21	21	21	21	21	21	21	20	20	19	19	18	17	16	15	14	13
"French Polynesia"	258	280	289	295	300	302	301	298	293	286	277	267	256	243	231	217	204	191	179
"Niue"	570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Samoa"	882	192	196	198	201	206	210	211	211	214	218	224	230	235	239	241	242	241	240
"Tokelau"	772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Tonga"	776	106	109	112	115	118	121	122	122	123	126	129	132	134	135	135	135	134	132
"Tuvalu"	798	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	10
"Wallis and Futuna Islands"	876	13	13	13	13	12	12	12	12	11	11	10	10	9	9	9	8	7	7
