"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"China, Macao SAR"	446	81.22	81.52	81.88	82.28	82.71	83.12	83.53	83.94	84.33	84.72	85.10	85.48	85.84	86.19	86.53	86.89	87.22	87.56
"Colombia"	170	76.04	76.28	76.60	76.98	77.34	77.73	78.08	78.46	78.85	79.24	79.60	80.00	80.35	80.72	81.08	81.42	81.78	82.13
"Comoros"	174	60.04	60.16	60.41	60.72	61.05	61.41	61.78	62.13	62.49	62.85	63.25	63.64	64.02	64.39	64.73	65.12	65.48	65.85
"Costa Rica"	188	80.80	81.03	81.32	81.65	81.99	82.32	82.64	82.95	83.30	83.62	83.94	84.24	84.50	84.76	85.05	85.32	85.59	85.84
"Croatia"	191	78.91	79.04	79.28	79.54	79.84	80.16	80.46	80.78	81.11	81.46	81.82	82.13	82.48	82.80	83.14	83.45	83.75	84.08
"Cuba"	192	79.84	79.99	80.24	80.53	80.82	81.13	81.44	81.76	82.08	82.39	82.74	83.02	83.35	83.63	83.94	84.19	84.50	84.77
"Curacao"	531	78.76	78.88	79.11	79.36	79.63	79.92	80.20	80.51	80.82	81.12	81.39	81.70	81.98	82.28	82.56	82.86	83.16	83.43
"Cyprus"	196	80.52	80.63	80.85	81.11	81.40	81.72	82.04	82.36	82.69	83.00	83.37	83.70	84.02	84.34	84.64	84.97	85.28	85.55
"Czech Republic"	203	79.32	79.41	79.62	79.86	80.15	80.49	80.82	81.16	81.56	81.92	82.27	82.65	83.03	83.41	83.79	84.19	84.59	84.96
"Dem. People's Republic of Korea"	408	71.43	72.00	72.60	73.18	73.72	74.23	74.72	75.18	75.62	76.04	76.46	76.86	77.24	77.63	78.01	78.39	78.73	79.11
"Democratic Republic of the Congo"	180	47.53	48.16	48.95	49.90	50.98	52.11	53.27	54.49	55.64	56.72	57.74	58.68	59.55	60.36	61.09	61.74	62.35	62.90
"Denmark"	208	80.14	80.20	80.39	80.62	80.85	81.14	81.41	81.70	81.99	82.28	82.59	82.93	83.21	83.50	83.79	84.07	84.37	84.65
"Dominican Republic"	214	74.94	75.22	75.61	76.02	76.45	76.84	77.25	77.68	78.06	78.46	78.83	79.22	79.60	79.98	80.30	80.70	81.08	81.44
"Ecuador"	218	77.68	78.01	78.39	78.76	79.15	79.50	79.83	80.16	80.50	80.78	81.09	81.41	81.67	81.96	82.25	82.53	82.80	83.02
"Egypt"	818	71.64	71.89	72.24	72.61	72.98	73.33	73.71	74.07	74.45	74.82	75.16	75.49	75.80	76.17	76.49	76.79	77.07	77.41
"El Salvador"	222	75.35	75.59	75.91	76.26	76.62	76.97	77.29	77.64	77.97	78.30	78.62	78.95	79.30	79.58	79.91	80.23	80.54	80.87
"Eritrea"	232	62.29	63.00	63.59	64.06	64.48	64.87	65.21	65.51	65.86	66.14	66.41	66.67	66.91	67.19	67.35	67.63	67.89	68.08
"Estonia"	233	78.20	78.15	78.23	78.39	78.58	78.80	79.03	79.30	79.58	79.85	80.16	80.47	80.79	81.08	81.42	81.79	82.12	82.43
"Fiji"	242	71.06	71.15	71.37	71.63	71.91	72.26	72.56	72.93	73.29	73.63	73.97	74.30	74.62	74.99	75.32	75.66	76.02	76.35
"Finland"	246	82.41	82.61	82.91	83.22	83.58	83.91	84.24	84.57	84.91	85.24	85.56	85.89	86.21	86.54	86.87	87.18	87.48	87.77
"France"	250	83.97	84.24	84.58	84.94	85.30	85.70	86.06	86.43	86.82	87.19	87.59	87.96	88.29	88.64	89.00	89.34	89.68	90.01
"French Guiana"	254	79.43	79.68	80.03	80.43	80.81	81.20	81.61	82.00	82.42	82.80	83.20	83.58	83.96	84.33	84.68	85.04	85.38	85.72
"French Polynesia"	258	77.02	77.36	77.78	78.23	78.70	79.15	79.62	80.09	80.53	80.97	81.42	81.86	82.28	82.70	83.16	83.57	83.94	84.32
"Gambia"	270	57.74	57.75	57.91	58.13	58.35	58.55	58.79	59.02	59.23	59.47	59.71	59.96	60.20	60.48	60.65	60.91	61.13	61.39
"Georgia"	268	76.23	76.26	76.41	76.60	76.82	77.10	77.38	77.64	77.94	78.23	78.54	78.82	79.12	79.40	79.69	80.00	80.28	80.61
"Germany"	276	81.85	82.02	82.28	82.60	82.94	83.28	83.66	84.03	84.40	84.77	85.13	85.48	85.83	86.20	86.55	86.91	87.27	87.63
"Greece"	300	81.81	82.00	82.27	82.60	82.93	83.27	83.63	83.97	84.31	84.66	85.00	85.33	85.67	86.00	86.33	86.66	86.97	87.27
"Grenada"	308	73.56	73.62	73.82	74.07	74.35	74.65	74.96	75.26	75.57	75.90	76.21	76.56	76.88	77.18	77.49	77.82	78.13	78.48
"Guadeloupe"	312	82.75	83.23	83.75	84.28	84.79	85.30	85.76	86.22	86.66	87.12	87.54	87.94	88.37	88.76	89.17	89.57	89.94	90.34
"Guam"	316	80.03	80.40	80.84	81.31	81.78	82.25	82.72	83.18	83.64	84.08	84.50	84.94	85.33	85.73	86.13	86.52	86.92	87.29
"Guatemala"	320	73.50	73.98	74.47	74.94	75.41	75.88	76.31	76.73	77.11	77.47	77.84	78.23	78.56	78.93	79.29	79.64	79.98	80.33
"Guinea-Bissau"	624	53.27	53.26	53.38	53.57	53.76	53.99	54.26	54.54	54.76	55.06	55.36	55.65	55.91	56.20	56.48	56.76	57.06	57.33
"Guyana"	328	66.07	66.25	66.49	66.77	67.01	67.24	67.47	67.69	67.91	68.15	68.38	68.58	68.81	69.03	69.24	69.40	69.57	69.80
"Hungary"	348	77.12	77.15	77.29	77.53	77.78	78.07	78.37	78.69	79.03	79.36	79.70	80.05	80.43	80.78	81.13	81.51	81.88	82.25
"Iceland"	352	82.67	82.82	83.09	83.40	83.73	84.05	84.39	84.73	85.06	85.42	85.76	86.09	86.41	86.76	87.10	87.42	87.75	88.07
"India"	356	66.03	66.30	66.67	67.08	67.48	67.91	68.33	68.72	69.10	69.49	69.87	70.29	70.62	71.03	71.40	71.79	72.13	72.51
"Indonesia"	360	70.95	71.24	71.62	72.02	72.42	72.86	73.28	73.67	74.09	74.51	74.89	75.29	75.64	76.04	76.43	76.78	77.16	77.53
"Iran (Islamic Republic of)"	364	73.97	74.52	75.09	75.66	76.21	76.74	77.22	77.71	78.18	78.66	79.12	79.55	79.96	80.39	80.81	81.20	81.62	82.04
"Iraq"	368	71.32	71.39	71.54	71.72	71.95	72.16	72.35	72.59	72.76	72.94	73.17	73.35	73.58	73.75	73.92	74.11	74.30	74.49
"Ireland"	372	81.48	81.68	81.98	82.31	82.68	83.05	83.42	83.78	84.15	84.51	84.85	85.19	85.54	85.86	86.18	86.51	86.84	87.17
"Israel"	376	82.27	82.46	82.73	83.06	83.41	83.76	84.13	84.51	84.87	85.25	85.64	86.02	86.41	86.78	87.16	87.52	87.88	88.24
"Italy"	380	83.78	84.07	84.43	84.85	85.25	85.65	86.07	86.47	86.88	87.27	87.67	88.06	88.43	88.81	89.18	89.55	89.90	90.27
"Japan"	392	85.74	86.05	86.42	86.82	87.20	87.63	88.02	88.40	88.77	89.15	89.54	89.92	90.25	90.60	90.95	91.28	91.62	91.95
"Jordan"	400	73.87	74.01	74.27	74.53	74.85	75.15	75.44	75.76	76.08	76.42	76.76	77.07	77.35	77.66	77.95	78.29	78.56	78.88
"Kazakhstan"	398	70.52	70.51	70.65	70.86	71.12	71.41	71.68	71.97	72.31	72.62	72.93	73.25	73.58	73.91	74.25	74.58	74.92	75.24
"Kiribati"	296	69.48	69.86	70.32	70.75	71.21	71.61	72.02	72.42	72.83	73.22	73.57	73.95	74.30	74.67	75.02	75.38	75.69	76.02
"Kuwait"	414	73.84	73.83	73.97	74.16	74.33	74.56	74.83	75.06	75.30	75.55	75.82	76.04	76.30	76.55	76.79	77.05	77.30	77.50
"Kyrgyzstan"	417	70.02	69.99	70.10	70.24	70.44	70.67	70.91	71.13	71.37	71.63	71.86	72.16	72.41	72.64	72.87	73.14	73.39	73.66
"Lao People's Democratic Republic"	418	67.06	67.73	68.27	68.76	69.16	69.54	69.89	70.22	70.54	70.83	71.08	71.32	71.61	71.87	72.09	72.33	72.59	72.81
"Latvia"	428	75.99	75.82	75.81	75.86	75.97	76.11	76.24	76.38	76.57	76.74	76.89	77.09	77.30	77.49	77.71	77.91	78.14	78.36
"Lebanon"	422	80.46	80.79	81.07	81.35	81.61	81.84	82.04	82.27	82.49	82.67	82.88	83.07	83.26	83.44	83.60	83.78	83.96	84.10
"Libya"	434	75.64	75.87	76.22	76.60	77.02	77.42	77.82	78.25	78.67	79.03	79.43	79.81	80.24	80.65	81.04	81.43	81.79	82.11
"Lithuania"	440	76.68	76.61	76.64	76.75	76.89	77.06	77.26	77.45	77.67	77.87	78.09	78.33	78.52	78.78	79.03	79.27	79.53	79.76
"Luxembourg"	442	81.73	81.95	82.27	82.62	83.00	83.38	83.75	84.16	84.54	84.91	85.29	85.67	86.02	86.41	86.77	87.13	87.48	87.85
"Madagascar"	450	63.52	64.11	64.62	65.09	65.49	65.91	66.23	66.59	66.94	67.20	67.51	67.80	68.12	68.37	68.61	68.82	69.14	69.39
"Malaysia"	458	75.76	75.93	76.21	76.52	76.85	77.21	77.56	77.89	78.26	78.60	78.98	79.31	79.63	79.97	80.33	80.69	81.02	81.37
"Maldives"	462	76.85	77.47	78.03	78.49	78.91	79.34	79.71	80.05	80.40	80.71	81.03	81.36	81.65	81.94	82.22	82.52	82.79	83.11
"Mali"	466	51.77	52.09	52.47	52.85	53.19	53.56	53.90	54.26	54.56	54.88	55.20	55.49	55.81	56.17	56.45	56.74	57.00	57.32
"Malta"	470	80.68	80.86	81.13	81.46	81.79	82.17	82.53	82.91	83.28	83.65	84.02	84.38	84.73	85.10	85.44	85.81	86.12	86.48
"Martinique"	474	83.18	83.68	84.22	84.72	85.21	85.69	86.14	86.56	87.00	87.43	87.82	88.22	88.60	88.95	89.35	89.70	90.02	90.39
"Mauritania"	478	61.00	60.93	61.02	61.18	61.35	61.55	61.76	61.95	62.22	62.45	62.64	62.87	63.13	63.35	63.56	63.72	64.00	64.22
"Mauritius"	480	75.50	75.58	75.80	76.05	76.34	76.64	76.95	77.27	77.57	77.90	78.23	78.56	78.89	79.22	79.53	79.82	80.16	80.46
"Mayotte"	175	81.64	82.06	82.53	83.02	83.52	84.00	84.47	84.93	85.38	85.81	86.25	86.67	87.06	87.45	87.87	88.23	88.62	88.99
"Mexico"	484	78.20	78.51	78.91	79.32	79.76	80.21	80.64	81.04	81.46	81.87	82.28	82.68	83.08	83.47	83.84	84.20	84.53	84.90
"Micronesia (Fed. States of)"	583	68.02	67.95	68.02	68.17	68.33	68.52	68.72	68.93	69.19	69.39	69.64	69.86	70.06	70.30	70.58	70.80	71.09	71.32
"Mongolia"	496	69.48	69.62	69.87	70.15	70.50	70.84	71.18	71.54	71.90	72.28	72.65	73.05	73.43	73.80	74.18	74.54	74.91	75.25
"Montenegro"	499	75.58	75.58	75.70	75.87	76.03	76.21	76.35	76.53	76.71	76.85	77.00	77.17	77.35	77.48	77.66	77.82	77.99	78.16
"Morocco"	504	70.59	70.76	70.97	71.20	71.45	71.69	71.94	72.20	72.41	72.65	72.87	73.14	73.35	73.55	73.75	73.99	74.20	74.41
"Myanmar"	104	65.20	65.23	65.42	65.70	65.97	66.27	66.57	66.87	67.16	67.49	67.81	68.11	68.46	68.74	69.07	69.40	69.68	70.03
"Nepal"	524	66.95	67.57	68.11	68.58	69.05	69.48	69.87	70.25	70.61	70.93	71.29	71.66	72.00	72.30	72.62	72.98	73.30	73.60
"Netherlands"	528	81.65	81.75	81.96	82.22	82.51	82.82	83.13	83.44	83.76	84.09	84.42	84.72	85.05	85.34	85.64	85.94	86.24	86.57
"New Caledonia"	540	77.84	78.13	78.47	78.87	79.27	79.69	80.12	80.53	80.92	81.32	81.71	82.08	82.47	82.86	83.22	83.58	83.91	84.28
"New Zealand"	554	81.70	81.83	82.07	82.36	82.69	83.01	83.37	83.73	84.09	84.47	84.82	85.19	85.57	85.94	86.32	86.68	87.03	87.41
"Nicaragua"	558	75.88	76.43	76.96	77.46	77.97	78.41	78.85	79.25	79.66	80.04	80.41	80.77	81.12	81.47	81.83	82.18	82.53	82.85
"Niger"	562	55.61	56.26	56.77	57.15	57.46	57.74	58.02	58.28	58.48	58.71	58.87	59.06	59.20	59.39	59.49	59.65	59.79	59.91
"Norway"	578	82.33	82.46	82.67	82.92	83.20	83.49	83.78	84.09	84.39	84.67	84.97	85.28	85.55	85.83	86.14	86.42	86.71	86.97
"Oman"	512	77.26	77.75	78.26	78.80	79.31	79.77	80.23	80.72	81.15	81.56	81.99	82.39	82.78	83.19	83.58	83.94	84.29	84.64
"Other non-specified areas"	158	81.04	81.24	81.55	81.89	82.24	82.62	83.02	83.41	83.75	84.13	84.49	84.87	85.22	85.54	85.90	86.23	86.57	86.91
"Pakistan"	586	65.52	65.58	65.75	66.01	66.29	66.59	66.89	67.18	67.50	67.85	68.14	68.40	68.72	69.06	69.41	69.73	70.04	70.33
"Panama"	591	78.99	79.22	79.55	79.92	80.25	80.62	80.96	81.31	81.67	82.03	82.37	82.71	83.04	83.37	83.68	83.97	84.30	84.58
"Papua New Guinea"	598	62.48	62.35	62.36	62.42	62.52	62.65	62.80	62.98	63.15	63.34	63.49	63.69	63.94	64.11	64.30	64.51	64.72	64.93
"Paraguay"	600	72.88	72.75	72.79	72.87	73.03	73.20	73.41	73.65	73.87	74.12	74.38	74.63	74.88	75.15	75.46	75.74	76.03	76.33
"Peru"	604	75.62	76.10	76.58	77.09	77.53	77.98	78.36	78.77	79.17	79.55	79.92	80.27	80.64	80.98	81.32	81.66	81.98	82.30
"Philippines"	608	70.35	70.34	70.49	70.70	70.95	71.21	71.50	71.77	72.11	72.38	72.73	73.02	73.35	73.64	74.01	74.32	74.62	74.93
"Poland"	616	79.12	79.22	79.43	79.70	79.99	80.30	80.63	80.97	81.32	81.71	82.08	82.43	82.80	83.18	83.54	83.93	84.31	84.69
"Portugal"	620	81.55	81.85	82.25	82.68	83.13	83.55	83.99	84.39	84.82	85.24	85.62	86.04	86.42	86.80	87.20	87.58	87.94	88.29
"Puerto Rico"	630	81.23	81.34	81.55	81.81	82.07	82.37	82.65	82.96	83.26	83.58	83.87	84.15	84.45	84.72	84.98	85.27	85.53	85.79
"Qatar"	634	78.00	78.10	78.33	78.58	78.86	79.16	79.44	79.74	80.06	80.36	80.64	80.97	81.26	81.55	81.83	82.09	82.35	82.65
"Republic of Korea"	410	83.36	84.01	84.66	85.29	85.89	86.46	87.01	87.55	88.07	88.59	89.07	89.55	90.00	90.46	90.91	91.36	91.79	92.20
"Republic of Moldova"	498	71.06	71.00	71.08	71.26	71.48	71.72	71.97	72.28	72.61	72.93	73.24	73.58	73.93	74.29	74.67	74.99	75.34	75.71
"Reunion"	638	81.63	82.04	82.52	83.00	83.49	83.99	84.44	84.90	85.33	85.78	86.21	86.61	87.03	87.42	87.81	88.21	88.58	88.94
"Romania"	642	75.90	75.91	76.06	76.24	76.49	76.77	77.07	77.37	77.71	78.03	78.36	78.68	79.06	79.43	79.79	80.13	80.51	80.89
"Russian Federation"	643	72.70	72.66	72.78	72.95	73.17	73.41	73.62	73.85	74.10	74.33	74.56	74.80	75.08	75.32	75.57	75.86	76.12	76.38
"Saint Lucia"	662	75.83	75.85	75.98	76.17	76.38	76.59	76.82	77.06	77.31	77.54	77.78	78.05	78.29	78.53	78.79	79.04	79.26	79.50
"Saint Vincent and the Grenadines"	670	73.01	72.94	73.02	73.19	73.38	73.58	73.79	74.02	74.22	74.45	74.67	74.93	75.18	75.42	75.64	75.86	76.13	76.40
"Samoa"	882	74.55	74.97	75.41	75.89	76.30	76.76	77.19	77.61	78.00	78.37	78.76	79.17	79.54	79.93	80.29	80.64	81.00	81.33
"Sao Tome and Principe"	678	66.27	66.23	66.33	66.49	66.67	66.90	67.13	67.37	67.57	67.83	68.06	68.31	68.55	68.81	69.05	69.29	69.57	69.79
"Saudi Arabia"	682	75.85	76.10	76.43	76.75	77.12	77.47	77.80	78.15	78.49	78.84	79.19	79.52	79.85	80.18	80.50	80.78	81.09	81.43
"Senegal"	686	62.52	62.45	62.46	62.55	62.70	62.86	63.03	63.16	63.33	63.50	63.66	63.84	64.00	64.20	64.38	64.56	64.76	64.87
"Serbia"	688	75.27	75.26	75.40	75.59	75.79	75.99	76.25	76.51	76.78	77.02	77.25	77.54	77.78	78.03	78.27	78.50	78.75	79.00
"Seychelles"	690	76.50	76.55	76.70	76.92	77.13	77.36	77.60	77.86	78.10	78.36	78.60	78.84	79.09	79.34	79.58	79.84	80.07	80.33
"Sierra Leone"	694	42.74	42.56	42.58	42.60	42.68	42.82	42.95	43.02	43.11	43.27	43.40	43.49	43.62	43.76	43.91	44.04	44.24	44.30
"Singapore"	702	83.43	83.78	84.21	84.65	85.07	85.52	85.94	86.36	86.79	87.21	87.63	88.07	88.47	88.87	89.24	89.66	90.06	90.43
"Slovakia"	703	77.77	77.73	77.84	78.00	78.22	78.45	78.70	78.99	79.27	79.56	79.86	80.19	80.47	80.81	81.15	81.48	81.85	82.21
"Slovenia"	705	81.52	81.67	81.91	82.20	82.53	82.85	83.19	83.54	83.90	84.26	84.57	84.91	85.25	85.58	85.93	86.26	86.60	86.94
"Solomon Islands"	90	66.95	67.05	67.27	67.53	67.79	68.08	68.36	68.64	68.97	69.30	69.64	69.96	70.26	70.60	70.90	71.25	71.60	71.90
"Somalia"	706	53.88	54.00	54.21	54.49	54.75	55.02	55.31	55.61	55.87	56.16	56.45	56.72	56.97	57.30	57.61	57.90	58.19	58.48
"Spain"	724	84.11	84.39	84.71	85.07	85.43	85.81	86.17	86.54	86.90	87.27	87.61	87.98	88.34	88.67	89.02	89.36	89.70	90.00
"Sri Lanka"	144	75.85	75.95	76.16	76.42	76.69	76.98	77.26	77.54	77.82	78.14	78.42	78.72	79.00	79.27	79.58	79.85	80.11	80.37
"State of Palestine"	275	73.10	73.27	73.52	73.80	74.10	74.38	74.69	74.96	75.26	75.54	75.83	76.11	76.41	76.68	76.99	77.26	77.52	77.81
"Sudan"	729	61.62	61.61	61.71	61.90	62.13	62.38	62.63	62.87	63.14	63.39	63.66	63.94	64.22	64.54	64.83	65.09	65.38	65.69
"Sweden"	752	82.64	82.81	83.06	83.36	83.68	84.00	84.30	84.62	84.94	85.27	85.59	85.90	86.19	86.50	86.80	87.11	87.40	87.72
"Switzerland"	756	83.74	83.97	84.29	84.64	84.99	85.35	85.72	86.10	86.47	86.85	87.22	87.57	87.92	88.27	88.61	88.95	89.29	89.62
"Syrian Arab Republic"	760	77.64	77.13	77.40	77.74	78.13	78.49	78.87	79.27	79.65	80.02	80.41	80.78	81.12	81.48	81.81	82.14	82.47	82.80
"Tajikistan"	762	68.90	68.82	68.94	69.12	69.29	69.52	69.75	70.02	70.24	70.52	70.80	71.07	71.37	71.65	71.93	72.24	72.49	72.80
"TFYR Macedonia"	807	75.94	76.03	76.26	76.52	76.81	77.13	77.43	77.73	78.06	78.37	78.66	78.99	79.27	79.57	79.89	80.22	80.51	80.83
"Timor-Leste"	626	66.04	66.70	67.28	67.81	68.27	68.72	69.13	69.52	69.86	70.23	70.64	71.00	71.38	71.74	72.09	72.42	72.80	73.14
"Tonga"	776	73.91	74.00	74.21	74.47	74.76	75.07	75.40	75.70	76.04	76.39	76.70	77.07	77.40	77.74	78.09	78.41	78.76	79.07
"Trinidad and Tobago"	780	71.88	71.74	71.74	71.82	71.95	72.09	72.26	72.45	72.65	72.86	73.04	73.22	73.44	73.62	73.84	74.03	74.27	74.49
"Tunisia"	788	76.57	76.88	77.22	77.60	77.98	78.35	78.70	79.05	79.40	79.75	80.07	80.41	80.73	81.06	81.35	81.68	81.98	82.26
"Turkey"	792	76.75	77.26	77.81	78.32	78.81	79.28	79.74	80.14	80.55	80.95	81.33	81.68	82.05	82.39	82.73	83.09	83.43	83.72
"Turkmenistan"	795	67.86	67.78	67.85	68.01	68.15	68.38	68.59	68.82	69.05	69.28	69.55	69.79	70.07	70.35	70.60	70.86	71.14	71.41
"Ukraine"	804	72.67	72.56	72.56	72.65	72.79	72.94	73.06	73.18	73.31	73.46	73.57	73.72	73.88	74.04	74.18	74.31	74.44	74.58
"United Arab Emirates"	784	76.57	76.75	77.07	77.39	77.74	78.12	78.47	78.87	79.24	79.60	79.95	80.32	80.68	81.06	81.41	81.74	82.09	82.44
"United Kingdom"	826	81.15	81.27	81.48	81.76	82.04	82.33	82.63	82.94	83.25	83.56	83.86	84.18	84.49	84.79	85.10	85.41	85.72	86.03
"United States of America"	840	79.95	80.01	80.20	80.43	80.67	80.95	81.23	81.52	81.81	82.09	82.36	82.68	82.94	83.24	83.51	83.80	84.07	84.33
"United States Virgin Islands"	850	81.67	81.97	82.36	82.76	83.17	83.58	84.01	84.40	84.77	85.15	85.49	85.86	86.22	86.54	86.88	87.21	87.53	87.86
"Uruguay"	858	79.16	79.20	79.38	79.59	79.83	80.10	80.41	80.70	81.04	81.36	81.70	82.04	82.39	82.75	83.10	83.45	83.80	84.13
"Uzbekistan"	860	69.83	69.72	69.79	69.90	70.08	70.24	70.47	70.66	70.87	71.09	71.30	71.51	71.75	71.99	72.19	72.39	72.62	72.81
"Vanuatu"	548	71.62	72.01	72.48	72.97	73.45	73.90	74.33	74.78	75.22	75.64	76.09	76.46	76.88	77.27	77.68	78.05	78.43	78.81
"Venezuela (Bolivarian Republic of)"	862	76.07	76.17	76.36	76.61	76.89	77.16	77.46	77.77	78.07	78.37	78.67	78.99	79.28	79.59	79.83	80.13	80.43	80.71
"Viet Nam"	704	79.11	79.03	79.08	79.20	79.36	79.53	79.76	80.01	80.25	80.49	80.74	81.04	81.31	81.60	81.91	82.19	82.47	82.83
"Western Sahara"	732	67.55	67.84	68.17	68.51	68.80	69.15	69.45	69.76	70.03	70.30	70.57	70.86	71.10	71.39	71.63	71.88	72.11	72.37
"Yemen"	887	62.35	62.41	62.57	62.79	63.05	63.31	63.56	63.82	64.12	64.38	64.64	64.92	65.14	65.43	65.66	65.93	66.21	66.44
