"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Barbados"	52	74.07	75.51	76.90	78.25	79.59	80.75	81.75	82.64	83.48	84.28	85.06	85.79	86.54	87.26	87.98	88.69	89.38	90.04
"Belarus"	112	65.34	66.50	67.56	68.61	69.68	70.73	71.79	72.89	73.94	74.89	75.78	76.59	77.32	78.02	78.65	79.30	79.91	80.52
"Belgium"	56	78.86	80.09	81.12	82.08	82.98	83.86	84.70	85.51	86.31	87.08	87.84	88.58	89.31	90.03	90.72	91.41	92.11	92.79
"Bhutan"	64	69.29	72.05	74.39	76.43	78.36	80.17	81.90	83.48	84.73	85.78	86.73	87.63	88.48	89.27	90.04	90.81	91.50	92.18
"Bolivia (Plurinational State of)"	68	66.54	68.77	70.69	72.39	73.99	75.47	76.92	78.32	79.56	80.65	81.59	82.40	83.14	83.83	84.48	85.11	85.70	86.26
"Bosnia and Herzegovina"	70	74.86	76.26	77.61	78.92	80.07	81.06	81.94	82.74	83.48	84.20	84.90	85.59	86.26	86.92	87.58	88.24	88.88	89.52
"Brazil"	76	71.55	73.73	75.86	77.90	79.52	80.92	82.18	83.35	84.45	85.47	86.45	87.36	88.24	89.10	89.92	90.71	91.47	92.22
"Brunei Darussalam"	96	77.76	79.37	80.85	82.04	83.07	84.00	84.89	85.72	86.54	87.33	88.09	88.87	89.59	90.34	91.05	91.75	92.45	93.12
"Bulgaria"	100	71.10	72.22	73.27	74.31	75.34	76.39	77.40	78.35	79.19	79.97	80.66	81.34	81.99	82.63	83.25	83.86	84.47	85.09
"Cambodia"	116	70.30	72.86	75.26	77.52	79.56	81.07	82.29	83.30	84.20	85.01	85.74	86.44	87.09	87.72	88.32	88.91	89.48	90.02
"Canada"	124	80.25	81.26	82.19	83.05	83.88	84.68	85.46	86.21	86.95	87.67	88.39	89.08	89.79	90.47	91.14	91.80	92.46	93.11
"Cape Verde"	132	72.38	75.07	77.52	79.25	80.62	81.77	82.78	83.68	84.49	85.22	85.92	86.59	87.23	87.85	88.44	89.01	89.57	90.12
"Channel Islands"	830	79.21	80.48	81.44	82.30	83.11	83.88	84.63	85.37	86.09	86.81	87.51	88.21	88.91	89.60	90.28	90.96	91.64	92.30
"Chile"	152	78.08	79.75	81.04	82.19	83.26	84.27	85.22	86.13	87.01	87.86	88.65	89.44	90.19	90.96	91.68	92.40	93.11	93.80
"China"	156	75.28	76.71	77.99	79.22	80.38	81.44	82.28	82.95	83.55	84.06	84.59	85.18	85.77	86.39	87.02	87.66	88.33	88.97
"China, Hong Kong SAR"	344	81.09	82.35	83.48	84.55	85.54	86.51	87.43	88.31	89.16	89.98	90.79	91.59	92.35	93.10	93.83	94.56	95.29	95.99
"China, Macao SAR"	446	79.11	80.63	81.79	82.84	83.84	84.78	85.66	86.52	87.37	88.18	88.97	89.74	90.49	91.23	91.96	92.67	93.37	94.06
"Colombia"	170	71.52	73.23	74.83	76.42	77.89	79.09	80.16	81.11	81.99	82.83	83.63	84.41	85.17	85.90	86.64	87.34	88.06	88.74
"Comoros"	174	61.01	62.83	64.53	66.10	67.59	68.99	70.35	71.65	72.89	74.14	75.38	76.68	77.91	79.12	80.25	81.31	82.24	83.11
"Costa Rica"	188	78.71	80.31	81.46	82.47	83.40	84.27	85.10	85.91	86.69	87.44	88.18	88.90	89.61	90.32	91.01	91.68	92.36	93.03
"Croatia"	191	74.64	76.20	77.64	78.85	79.83	80.72	81.55	82.33	83.10	83.85	84.57	85.29	85.99	86.69	87.38	88.06	88.74	89.39
"Cuba"	192	78.28	79.82	81.08	82.10	83.00	83.85	84.66	85.44	86.18	86.92	87.63	88.35	89.05	89.74	90.41	91.10	91.77	92.42
"Curacao"	531	74.70	76.23	77.65	78.85	79.84	80.72	81.52	82.29	83.04	83.76	84.46	85.16	85.85	86.51	87.18	87.84	88.49	89.14
"Cyprus"	196	78.80	80.21	81.29	82.21	83.06	83.86	84.63	85.39	86.14	86.86	87.56	88.27	88.95	89.64	90.33	91.00	91.66	92.32
"Czech Republic"	203	75.58	77.01	78.32	79.41	80.33	81.16	81.95	82.71	83.44	84.19	84.91	85.61	86.30	86.98	87.65	88.34	89.01	89.68
"Dem. People's Republic of Korea"	408	67.67	69.49	71.11	72.63	74.14	75.61	77.09	78.45	79.61	80.60	81.51	82.38	83.17	83.94	84.70	85.44	86.16	86.86
"Democratic Republic of the Congo"	180	49.85	52.06	54.21	56.35	58.53	60.74	63.02	65.34	67.68	70.10	72.51	74.87	77.23	79.53	81.71	84.00	86.30	88.51
"Denmark"	208	78.19	79.57	80.70	81.63	82.45	83.26	84.01	84.75	85.48	86.20	86.90	87.58	88.27	88.95	89.63	90.30	90.95	91.62
"Dominican Republic"	214	71.53	73.28	74.92	76.52	78.07	79.44	80.58	81.59	82.52	83.40	84.22	85.02	85.80	86.58	87.32	88.05	88.76	89.47
"Ecuador"	218	74.81	76.86	78.74	80.22	81.40	82.43	83.37	84.27	85.08	85.85	86.60	87.33	88.01	88.68	89.33	89.97	90.61	91.23
"Egypt"	818	70.11	71.72	73.17	74.58	75.97	77.38	78.76	80.07	81.20	82.16	83.08	83.91	84.72	85.48	86.20	86.93	87.64	88.32
"El Salvador"	222	68.96	70.82	72.60	74.34	75.98	77.34	78.46	79.46	80.40	81.27	82.09	82.90	83.68	84.43	85.16	85.89	86.60	87.30
"Eritrea"	232	61.85	65.22	68.37	71.30	74.04	76.67	79.16	81.21	82.77	84.08	85.19	86.16	87.02	87.84	88.58	89.31	89.95	90.58
"Estonia"	233	69.99	71.41	72.76	74.07	75.21	76.18	77.04	77.82	78.55	79.26	79.95	80.62	81.29	81.92	82.57	83.21	83.85	84.50
"Fiji"	242	68.34	69.84	71.23	72.65	74.08	75.53	77.00	78.41	79.67	80.75	81.71	82.64	83.52	84.35	85.14	85.89	86.65	87.38
"Finland"	246	78.27	79.38	80.40	81.34	82.24	83.11	83.94	84.75	85.54	86.29	87.05	87.78	88.49	89.21	89.89	90.60	91.29	91.96
"France"	250	78.98	80.13	81.19	82.18	83.11	84.02	84.90	85.73	86.55	87.34	88.11	88.87	89.61	90.34	91.05	91.78	92.49	93.18
"French Guiana"	254	74.89	76.69	78.23	79.42	80.45	81.39	82.30	83.16	83.98	84.78	85.57	86.34	87.07	87.80	88.53	89.23	89.92	90.63
"French Polynesia"	258	75.19	77.00	78.73	80.34	81.66	82.78	83.81	84.77	85.70	86.58	87.43	88.26	89.07	89.86	90.63	91.38	92.11	92.85
"Gambia"	270	59.20	61.20	62.95	64.53	65.88	67.16	68.29	69.35	70.32	71.22	72.08	72.94	73.82	74.71	75.65	76.56	77.56	78.56
"Georgia"	268	71.63	72.93	74.19	75.43	76.66	77.82	78.83	79.70	80.53	81.30	82.03	82.73	83.41	84.10	84.77	85.45	86.10	86.75
"Germany"	276	79.19	80.37	81.39	82.34	83.25	84.12	84.96	85.79	86.59	87.36	88.13	88.86	89.59	90.31	91.04	91.74	92.43	93.12
"Greece"	300	79.34	80.48	81.44	82.31	83.15	83.95	84.73	85.49	86.24	86.96	87.68	88.38	89.08	89.78	90.46	91.13	91.79	92.47
"Grenada"	308	71.49	72.74	73.93	75.11	76.30	77.51	78.70	79.84	80.84	81.73	82.56	83.32	84.06	84.78	85.48	86.16	86.86	87.52
"Guadeloupe"	312	78.46	79.87	81.15	82.33	83.45	84.50	85.48	86.43	87.33	88.22	89.06	89.87	90.67	91.47	92.24	92.99	93.73	94.45
"Guam"	316	77.33	79.47	81.08	82.53	83.85	85.10	86.25	87.34	88.36	89.33	90.26	91.14	91.97	92.80	93.59	94.35	95.11	95.82
"Guatemala"	320	69.91	72.35	74.69	76.93	78.89	80.43	81.77	82.96	84.10	85.14	86.14	87.07	87.96	88.83	89.65	90.46	91.25	92.00
"Guinea-Bissau"	624	54.44	56.50	58.53	60.56	62.57	64.61	66.67	68.72	70.74	72.74	74.78	76.91	79.04	81.03	82.73	84.20	85.57	86.82
"Guyana"	328	64.86	66.20	67.32	68.32	69.24	70.13	70.98	71.82	72.72	73.64	74.60	75.61	76.66	77.76	78.87	79.97	81.03	82.04
"Hungary"	348	71.55	72.89	74.13	75.38	76.58	77.64	78.57	79.40	80.16	80.89	81.60	82.29	82.98	83.64	84.30	84.96	85.61	86.25
"Iceland"	352	81.02	82.01	82.90	83.76	84.58	85.37	86.15	86.92	87.66	88.40	89.13	89.84	90.54	91.25	91.94	92.63	93.32	94.00
"India"	356	66.22	68.26	70.02	71.60	73.02	74.41	75.76	77.15	78.52	79.89	81.15	82.25	83.22	84.11	84.93	85.72	86.48	87.23
"Indonesia"	360	70.09	71.70	73.11	74.46	75.81	77.15	78.50	79.83	81.06	82.11	83.04	83.91	84.71	85.49	86.23	86.97	87.68	88.38
"Iran (Islamic Republic of)"	364	73.53	75.84	78.04	80.15	81.96	83.42	84.70	85.90	86.99	88.02	89.00	89.94	90.83	91.69	92.55	93.33	94.12	94.89
"Iraq"	368	67.34	68.69	69.89	71.03	72.16	73.27	74.41	75.54	76.69	77.83	78.88	79.83	80.68	81.45	82.17	82.85	83.50	84.15
"Ireland"	372	79.46	80.85	82.00	83.06	84.05	84.98	85.88	86.74	87.54	88.33	89.10	89.85	90.57	91.27	91.97	92.64	93.31	93.96
"Israel"	376	80.86	81.97	83.01	84.00	84.95	85.84	86.72	87.55	88.38	89.18	89.96	90.74	91.46	92.20	92.93	93.64	94.34	95.05
"Italy"	380	80.33	81.48	82.52	83.50	84.42	85.32	86.18	87.01	87.83	88.63	89.39	90.16	90.90	91.64	92.36	93.08	93.78	94.47
"Japan"	392	80.83	81.97	83.01	83.96	84.88	85.76	86.58	87.39	88.18	88.93	89.68	90.41	91.12	91.83	92.53	93.21	93.88	94.56
"Jordan"	400	73.46	74.76	75.95	77.11	78.28	79.46	80.62	81.69	82.63	83.47	84.24	84.97	85.68	86.34	87.01	87.68	88.32	88.99
"Kazakhstan"	398	62.25	63.50	64.61	65.63	66.66	67.67	68.72	69.80	70.88	71.98	73.13	74.24	75.25	76.18	77.04	77.79	78.54	79.22
"Kiribati"	296	67.47	69.87	72.12	74.39	76.67	78.92	80.76	82.31	83.73	85.04	86.23	87.33	88.36	89.30	90.22	91.09	91.89	92.69
"Kuwait"	414	74.64	75.63	76.55	77.46	78.37	79.30	80.26	81.21	82.11	82.95	83.69	84.39	85.06	85.69	86.30	86.93	87.54	88.16
"Kyrgyzstan"	417	64.70	65.93	66.97	67.99	68.96	69.94	70.93	71.94	73.00	74.12	75.21	76.28	77.28	78.16	79.00	79.76	80.48	81.19
"Lao People's Democratic Republic"	418	68.19	71.05	73.65	76.11	78.54	80.90	82.86	84.42	85.77	86.91	87.95	88.87	89.73	90.51	91.24	91.92	92.59	93.23
"Latvia"	428	67.74	68.95	70.08	71.19	72.32	73.44	74.52	75.52	76.39	77.18	77.91	78.60	79.27	79.90	80.54	81.16	81.78	82.38
"Lebanon"	422	79.04	81.18	82.83	84.34	85.74	86.99	88.11	89.11	90.00	90.77	91.44	92.06	92.64	93.19	93.71	94.20	94.68	95.15
"Libya"	434	74.60	76.17	77.66	79.10	80.52	81.78	82.84	83.77	84.62	85.42	86.20	86.95	87.69	88.41	89.13	89.84	90.52	91.21
"Lithuania"	440	67.13	68.49	69.76	71.01	72.23	73.41	74.46	75.39	76.22	76.98	77.68	78.36	79.04	79.66	80.28	80.90	81.52	82.13
"Luxembourg"	442	78.89	80.14	81.18	82.15	83.07	83.95	84.80	85.63	86.44	87.22	87.98	88.74	89.49	90.21	90.94	91.64	92.34	93.03
"Madagascar"	450	64.64	67.57	70.28	72.74	75.04	77.27	79.41	81.33	82.79	83.96	85.01	85.87	86.71	87.49	88.22	88.91	89.55	90.15
"Malaysia"	458	73.87	75.34	76.73	78.10	79.44	80.65	81.67	82.59	83.43	84.25	85.03	85.78	86.50	87.23	87.92	88.63	89.32	90.00
"Maldives"	462	78.10	80.73	82.97	84.57	85.89	87.01	88.02	88.95	89.79	90.57	91.34	92.05	92.74	93.39	94.03	94.65	95.25	95.84
"Mali"	466	56.85	59.99	63.01	65.97	68.81	71.53	74.06	76.42	78.70	80.97	83.11	84.91	86.41	87.69	88.89	89.99	91.02	91.96
"Malta"	470	78.43	79.94	81.09	82.09	83.03	83.91	84.77	85.60	86.40	87.19	87.96	88.72	89.44	90.15	90.87	91.58	92.27	92.95
"Martinique"	474	78.78	80.31	81.67	82.93	84.10	85.18	86.21	87.19	88.12	89.02	89.88	90.72	91.53	92.32	93.09	93.87	94.62	95.33
"Mauritania"	478	61.45	62.78	63.92	64.93	65.87	66.73	67.55	68.30	69.04	69.75	70.44	71.12	71.78	72.45	73.19	73.93	74.72	75.53
"Mauritius"	480	71.37	72.75	74.04	75.31	76.58	77.83	78.94	79.91	80.77	81.56	82.30	83.03	83.74	84.42	85.10	85.75	86.40	87.05
"Mayotte"	175	77.08	78.61	79.84	80.95	81.98	82.96	83.89	84.79	85.66	86.50	87.31	88.11	88.88	89.63	90.36	91.09	91.83	92.53
"Mexico"	484	76.10	77.90	79.57	80.98	82.11	83.16	84.11	85.03	85.89	86.74	87.54	88.34	89.09	89.84	90.59	91.33	92.04	92.74
"Micronesia (Fed. States of)"	583	69.36	70.37	71.24	72.01	72.73	73.42	74.12	74.86	75.64	76.45	77.28	78.17	79.07	80.00	80.91	81.75	82.51	83.25
"Mongolia"	496	65.13	67.14	69.01	70.83	72.65	74.49	76.25	77.80	79.11	80.21	81.22	82.17	83.06	83.92	84.73	85.51	86.26	87.00
"Montenegro"	499	73.59	74.62	75.56	76.47	77.37	78.26	79.16	80.01	80.79	81.49	82.14	82.77	83.35	83.92	84.48	85.04	85.57	86.12
"Morocco"	504	70.53	72.34	73.99	75.59	77.20	78.79	80.34	81.64	82.76	83.77	84.72	85.60	86.42	87.23	87.98	88.76	89.47	90.19
"Myanmar"	104	64.42	65.85	67.09	68.19	69.21	70.16	71.04	71.91	72.79	73.70	74.64	75.60	76.63	77.64	78.70	79.75	80.73	81.61
"Nepal"	524	68.68	71.48	73.88	76.11	78.24	80.28	82.12	83.56	84.80	85.84	86.83	87.73	88.58	89.39	90.13	90.88	91.59	92.29
"Netherlands"	528	79.93	81.03	81.93	82.75	83.53	84.30	85.05	85.79	86.50	87.21	87.89	88.59	89.27	89.95	90.62	91.28	91.95	92.61
"New Caledonia"	540	74.71	76.46	78.11	79.57	80.76	81.78	82.72	83.59	84.44	85.25	86.05	86.80	87.56	88.30	89.03	89.73	90.43	91.13
"New Zealand"	554	80.14	81.28	82.25	83.16	84.03	84.87	85.69	86.48	87.26	88.03	88.76	89.50	90.23	90.96	91.66	92.37	93.06	93.75
"Nicaragua"	558	73.08	75.61	77.99	79.92	81.40	82.64	83.75	84.75	85.68	86.53	87.35	88.10	88.83	89.55	90.24	90.90	91.54	92.17
"Niger"	562	59.71	62.85	65.69	68.25	70.48	72.44	74.07	75.45	76.75	77.94	79.05	80.11	81.10	82.06	82.86	83.63	84.26	84.84
"Norway"	578	80.26	81.24	82.14	83.00	83.81	84.61	85.39	86.14	86.88	87.61	88.32	89.02	89.71	90.41	91.08	91.76	92.42	93.08
"Oman"	512	75.90	77.89	79.74	81.31	82.52	83.55	84.48	85.37	86.18	86.97	87.72	88.46	89.16	89.86	90.54	91.21	91.86	92.50
"Other non-specified areas"	158	77.45	78.98	80.09	81.05	81.96	82.82	83.65	84.45	85.22	85.98	86.73	87.46	88.16	88.87	89.56	90.26	90.95	91.63
"Pakistan"	586	67.03	68.32	69.40	70.36	71.23	72.08	72.86	73.61	74.38	75.18	76.03	76.91	77.81	78.77	79.74	80.72	81.67	82.55
"Panama"	591	75.83	77.56	79.12	80.34	81.38	82.33	83.23	84.08	84.88	85.69	86.46	87.22	87.96	88.69	89.40	90.09	90.78	91.47
"Papua New Guinea"	598	61.77	63.18	64.39	65.44	66.44	67.34	68.21	69.02	69.82	70.57	71.31	72.08	72.86	73.66	74.50	75.37	76.29	77.26
"Paraguay"	600	71.27	72.17	73.02	73.86	74.73	75.63	76.56	77.54	78.54	79.50	80.40	81.21	81.95	82.65	83.35	84.02	84.67	85.33
"Peru"	604	73.40	75.69	77.87	79.86	81.37	82.65	83.80	84.84	85.81	86.72	87.56	88.37	89.14	89.90	90.62	91.31	92.00	92.66
"Philippines"	608	66.68	68.06	69.31	70.53	71.77	73.03	74.33	75.66	76.97	78.19	79.25	80.21	81.08	81.89	82.70	83.46	84.21	84.94
"Poland"	616	73.27	74.82	76.26	77.43	78.40	79.28	80.09	80.87	81.59	82.34	83.04	83.75	84.44	85.12	85.80	86.45	87.12	87.80
"Portugal"	620	77.80	79.22	80.35	81.38	82.35	83.27	84.15	85.00	85.83	86.62	87.42	88.19	88.96	89.68	90.41	91.13	91.84	92.54
"Puerto Rico"	630	75.97	77.34	78.32	79.19	80.01	80.79	81.54	82.28	82.99	83.69	84.37	85.05	85.73	86.38	87.04	87.70	88.35	89.00
"Qatar"	634	78.83	80.08	81.27	82.36	83.29	84.06	84.76	85.43	86.08	86.73	87.42	88.10	88.78	89.44	90.10	90.75	91.40	92.03
"Republic of Korea"	410	78.80	80.54	82.09	83.50	84.81	86.02	87.15	88.23	89.25	90.23	91.18	92.09	92.95	93.80	94.62	95.42	96.21	96.97
"Republic of Moldova"	498	66.23	67.29	68.22	69.13	70.04	70.98	71.91	72.90	73.91	74.95	75.99	77.00	77.93	78.77	79.54	80.26	80.95	81.63
"Reunion"	638	77.08	78.61	79.83	80.93	81.97	82.95	83.87	84.77	85.62	86.45	87.28	88.06	88.86	89.61	90.33	91.08	91.79	92.50
"Romania"	642	71.32	72.58	73.79	74.96	76.14	77.31	78.36	79.29	80.12	80.90	81.62	82.34	83.02	83.69	84.37	85.03	85.69	86.34
"Russian Federation"	643	62.93	64.13	65.24	66.30	67.36	68.46	69.54	70.65	71.77	72.88	73.90	74.86	75.74	76.50	77.25	77.93	78.59	79.22
"Saint Lucia"	662	73.32	74.63	75.87	77.08	78.29	79.45	80.46	81.34	82.15	82.91	83.63	84.33	84.99	85.67	86.33	86.97	87.62	88.25
"Saint Vincent and the Grenadines"	670	71.56	72.59	73.54	74.48	75.41	76.35	77.32	78.31	79.30	80.27	81.14	81.94	82.67	83.36	84.01	84.65	85.28	85.89
"Samoa"	882	71.43	73.68	75.90	78.08	79.91	81.41	82.76	84.00	85.12	86.22	87.22	88.17	89.07	89.96	90.78	91.60	92.37	93.11
"Sao Tome and Principe"	678	65.64	66.92	68.04	69.03	69.95	70.81	71.64	72.44	73.31	74.16	75.07	76.00	76.97	77.98	78.99	79.94	80.83	81.64
"Saudi Arabia"	682	75.07	76.75	78.32	79.84	81.23	82.39	83.39	84.30	85.13	85.94	86.71	87.45	88.18	88.90	89.59	90.29	90.97	91.63
"Senegal"	686	63.48	65.33	66.93	68.35	69.61	70.77	71.81	72.82	73.80	74.80	75.78	76.82	77.91	78.99	80.02	81.06	81.98	82.81
"Serbia"	688	72.39	73.60	74.75	75.87	77.00	78.14	79.20	80.13	80.97	81.72	82.47	83.15	83.82	84.49	85.14	85.77	86.41	87.05
"Seychelles"	690	70.10	71.57	72.96	74.32	75.64	76.81	77.80	78.68	79.49	80.24	80.97	81.68	82.36	83.03	83.69	84.34	84.97	85.63
"Sierra Leone"	694	47.04	49.47	51.93	54.45	57.07	59.74	62.45	65.20	67.92	70.58	73.13	75.59	78.05	80.54	82.92	84.83	86.54	88.10
"Singapore"	702	80.54	81.86	83.09	84.22	85.27	86.28	87.24	88.17	89.06	89.92	90.75	91.56	92.36	93.12	93.88	94.63	95.36	96.08
"Slovakia"	703	72.55	73.86	75.09	76.31	77.41	78.39	79.25	80.03	80.76	81.46	82.14	82.79	83.45	84.11	84.76	85.39	86.03	86.68
"Slovenia"	705	77.23	78.50	79.50	80.41	81.26	82.08	82.88	83.66	84.41	85.15	85.90	86.62	87.31	88.01	88.71	89.39	90.07	90.75
"Solomon Islands"	90	67.82	69.83	71.73	73.56	75.39	77.25	79.18	81.04	82.58	83.92	85.13	86.26	87.29	88.29	89.20	90.08	90.92	91.71
"Somalia"	706	55.10	57.80	60.44	63.05	65.65	68.20	70.69	73.11	75.52	77.93	80.30	82.33	84.00	85.49	86.86	88.11	89.29	90.34
"Spain"	724	79.54	80.67	81.68	82.63	83.52	84.37	85.21	86.00	86.78	87.55	88.29	89.04	89.75	90.45	91.13	91.83	92.52	93.20
"Sri Lanka"	144	72.32	73.73	75.07	76.38	77.67	78.87	79.91	80.81	81.64	82.41	83.14	83.89	84.57	85.26	85.95	86.59	87.25	87.91
"State of Palestine"	275	72.81	74.26	75.63	76.98	78.31	79.62	80.86	81.97	82.94	83.81	84.62	85.39	86.13	86.86	87.56	88.24	88.95	89.62
"Sudan"	729	61.76	63.61	65.34	67.05	68.68	70.27	71.82	73.39	75.02	76.73	78.41	79.99	81.43	82.60	83.68	84.68	85.63	86.54
"Sweden"	752	80.47	81.50	82.45	83.34	84.18	84.99	85.81	86.59	87.35	88.08	88.82	89.54	90.25	90.96	91.65	92.33	93.00	93.67
"Switzerland"	756	80.84	81.92	82.91	83.83	84.72	85.58	86.42	87.22	88.00	88.77	89.52	90.27	91.00	91.72	92.43	93.13	93.83	94.51
"Syrian Arab Republic"	760	71.58	73.93	75.67	77.32	78.87	80.17	81.22	82.19	83.06	83.92	84.72	85.50	86.28	86.99	87.72	88.45	89.17	89.85
"Tajikistan"	762	65.36	66.64	67.78	68.83	69.86	70.87	71.90	72.97	74.07	75.21	76.34	77.44	78.49	79.44	80.26	81.04	81.77	82.48
"TFYR Macedonia"	807	74.06	75.40	76.65	77.89	79.12	80.27	81.27	82.15	82.94	83.70	84.43	85.13	85.83	86.51	87.18	87.85	88.49	89.15
"Timor-Leste"	626	67.78	71.37	74.30	76.94	79.33	81.52	83.20	84.63	85.89	87.04	88.12	89.14	90.10	91.00	91.87	92.66	93.47	94.26
"Tonga"	776	70.99	72.34	73.65	74.95	76.27	77.59	78.84	79.95	80.94	81.83	82.69	83.47	84.23	84.97	85.71	86.42	87.13	87.83
"Trinidad and Tobago"	780	67.62	68.64	69.56	70.46	71.36	72.27	73.23	74.19	75.20	76.22	77.20	78.13	78.98	79.74	80.48	81.17	81.83	82.47
"Tunisia"	788	74.74	76.50	78.14	79.69	81.03	82.10	83.06	83.93	84.74	85.52	86.26	86.98	87.68	88.36	89.04	89.73	90.39	91.04
"Turkey"	792	73.08	75.56	77.82	79.53	80.89	82.05	83.11	84.06	84.95	85.78	86.58	87.34	88.08	88.78	89.47	90.13	90.77	91.42
"Turkmenistan"	795	62.70	64.01	65.15	66.18	67.17	68.12	69.08	70.05	71.06	72.10	73.14	74.22	75.32	76.38	77.39	78.29	79.13	79.88
"Ukraine"	804	64.05	65.08	66.01	66.92	67.82	68.75	69.69	70.64	71.62	72.63	73.62	74.54	75.40	76.20	76.93	77.62	78.27	78.89
"United Arab Emirates"	784	77.22	78.64	79.97	81.28	82.50	83.57	84.49	85.32	86.12	86.87	87.61	88.33	89.06	89.76	90.45	91.14	91.80	92.47
"United Kingdom"	826	79.46	80.77	81.75	82.64	83.48	84.28	85.06	85.83	86.56	87.28	88.00	88.71	89.41	90.09	90.76	91.43	92.11	92.77
"United States of America"	840	77.46	78.85	80.01	80.94	81.79	82.58	83.35	84.08	84.79	85.49	86.17	86.86	87.54	88.21	88.85	89.51	90.17	90.82
"United States Virgin Islands"	850	78.25	79.64	80.77	81.79	82.74	83.66	84.54	85.38	86.19	86.98	87.75	88.51	89.25	89.96	90.67	91.38	92.08	92.76
"Uruguay"	858	74.68	76.10	77.45	78.57	79.52	80.39	81.19	81.96	82.71	83.44	84.17	84.89	85.57	86.28	86.99	87.67	88.35	89.02
"Uzbekistan"	860	66.24	67.33	68.24	69.10	69.92	70.75	71.62	72.49	73.39	74.35	75.32	76.34	77.32	78.22	79.08	79.83	80.54	81.24
"Vanuatu"	548	71.11	73.22	75.24	77.22	79.17	80.94	82.39	83.63	84.77	85.82	86.80	87.75	88.65	89.50	90.33	91.15	91.94	92.72
"Venezuela (Bolivarian Republic of)"	862	72.84	74.24	75.57	76.86	78.15	79.31	80.32	81.20	82.02	82.80	83.54	84.24	84.95	85.62	86.29	86.95	87.60	88.23
"Viet Nam"	704	72.24	73.72	75.10	76.25	77.20	78.06	78.83	79.58	80.29	80.99	81.67	82.34	83.00	83.66	84.34	85.00	85.65	86.31
"Western Sahara"	732	67.65	70.00	71.90	73.45	74.77	76.00	77.16	78.33	79.40	80.39	81.30	82.12	82.83	83.48	84.13	84.72	85.29	85.85
"Yemen"	887	63.19	64.65	65.89	66.97	67.98	68.91	69.79	70.61	71.39	72.14	72.90	73.67	74.44	75.25	76.11	77.00	77.91	78.88
