"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Madagascar"	450	66	68.16	70.09	71.72	73.09	74.25	75.22	76.1	76.89	77.6	78.28	78.93	79.53	80.11	80.65	81.21	81.73	82.26
"Malawi"	454	55.17	57.05	59.01	61.12	62.99	64.63	66.18	67.61	68.89	70.12	71.3	72.45	73.61	74.71	75.78	76.81	77.84	78.81
"Mauritius"	480	77.04	77.77	78.47	79.14	79.8	80.43	81.03	81.63	82.22	82.81	83.37	83.93	84.47	85.01	85.54	86.08	86.61	87.13
"Mayotte"	175	82.9	83.87	84.77	85.62	86.43	87.2	87.93	88.65	89.34	90.01	90.67	91.32	91.94	92.56	93.17	93.77	94.36	94.96
"Mozambique"	508	51.05	52.28	55.26	58.48	61.64	64.47	66.96	69.26	70.99	72.15	73.21	74.26	75.27	76.24	77.18	78.07	78.86	79.54
"Reunion"	638	82.9	83.87	84.77	85.62	86.43	87.2	87.93	88.65	89.34	90.01	90.67	91.32	91.94	92.56	93.17	93.77	94.36	94.96
"Rwanda"	646	65.25	67.85	69.93	71.57	73.16	74.59	75.7	76.69	77.61	78.49	79.33	80.07	80.7	81.3	81.88	82.44	82.99	83.53
"Seychelles"	690	78.01	78.72	79.39	80.04	80.66	81.26	81.84	82.42	82.98	83.53	84.06	84.59	85.09	85.6	86.11	86.62	87.13	87.63
"Somalia"	706	56.51	58.21	59.85	61.42	62.93	64.34	65.68	66.92	68.08	69.14	70.16	71.11	71.99	72.8	73.57	74.33	75.06	75.76
"South Sudan"	728	56.03	58.92	60.64	62.73	64.93	67.03	68.88	70.38	71.73	73.03	74.2	75.14	75.93	76.67	77.37	78.04	78.68	79.3
"Uganda"	800	60.24	62.02	63.89	65.94	67.89	69.76	71.53	73	74.19	75.19	76.17	77.14	78.03	78.8	79.56	80.31	81.05	81.78
"United Republic of Tanzania"	834	62.72	64.55	66.17	67.92	69.81	71.67	73.21	74.59	75.78	76.8	77.79	78.7	79.48	80.21	80.92	81.6	82.25	82.88
"Zambia"	894	59.49	63.51	65.63	67.4	69.03	70.33	71.49	72.66	73.76	74.73	75.5	76.22	76.92	77.58	78.22	78.85	79.45	79.97
"Zimbabwe"	716	60.77	63.58	64.68	66.28	67.96	69.53	71.14	72.76	74.27	75.72	76.95	77.99	78.95	79.85	80.7	81.5	82.28	83.03
"Middle Africa"	911	52.973	54.818	56.634	58.595	60.533	62.403	64.155	65.779	67.297	68.678	69.93	71.074	72.12	73.087	73.97	74.792	75.561	76.28
"Angola"	24	53.17	55.23	57.16	59.19	61.24	63.2	65.04	66.76	68.32	69.76	71.04	72.21	73.29	74.28	75.19	76.04	76.84	77.59
"Cameroon"	120	56.02	58.23	60.38	62.89	65.2	67.31	69.12	70.59	72	73.23	74.34	75.27	76.02	76.74	77.44	78.09	78.73	79.35
"Central African Republic"	140	51.83	54.88	57.8	60.62	63.46	66.04	68.41	70.37	72.03	73.5	74.66	75.67	76.62	77.55	78.44	79.27	79.96	80.62
"Chad"	148	51.86	53.98	55.83	58.27	60.71	63.09	65.24	67.19	68.96	70.42	71.63	72.81	73.95	74.94	75.74	76.46	77.14	77.8
"Congo"	178	60.07	61.9	63.78	65.69	67.55	69.16	70.63	72.07	73.21	74.14	74.92	75.68	76.42	77.14	77.84	78.52	79.18	79.75
"Democratic Republic of the Congo"	180	51.62	53.2	54.82	56.48	58.14	59.79	61.41	62.97	64.45	65.85	67.16	68.37	69.49	70.53	71.48	72.37	73.19	73.95
"Equatorial Guinea"	226	54.45	56.53	58.73	61.21	63.75	66.24	68.49	70.39	72.17	73.61	74.76	75.84	76.86	77.82	78.74	79.54	80.23	80.89
"Gabon"	266	64.32	65.98	67.54	69.06	70.28	71.45	72.49	73.52	74.45	75.37	76.21	77.01	77.73	78.47	79.18	79.91	80.58	81.17
"Sao Tome and Principe"	678	68.19	68.97	69.71	70.41	71.09	71.75	72.4	73.02	73.62	74.22	74.83	75.39	75.97	76.54	77.08	77.64	78.18	78.73
"Northern Africa"	912	71.446	72.439	73.298	74.09	74.855	75.584	76.286	76.948	77.574	78.179	78.773	79.344	79.9	80.433	80.967	81.489	81.981	82.465
"Algeria"	12	72.61	73.31	73.96	74.56	75.14	75.68	76.22	76.74	77.25	77.76	78.25	78.74	79.23	79.72	80.2	80.67	81.15	81.63
"Egypt"	818	73.47	74.56	75.55	76.45	77.31	78.11	78.87	79.58	80.27	80.95	81.61	82.25	82.87	83.48	84.08	84.66	85.21	85.77
"Libya"	434	77.21	78.14	79	79.82	80.58	81.32	82.03	82.71	83.37	84.02	84.64	85.25	85.85	86.44	87.02	87.61	88.18	88.75
"Morocco"	504	72.61	73.73	74.76	75.67	76.52	77.29	78.02	78.72	79.39	80.04	80.67	81.28	81.88	82.46	83.03	83.59	84.14	84.69
"Sudan"	729	63.76	64.81	65.79	66.72	67.61	68.43	69.23	70	70.75	71.45	72.16	72.84	73.52	74.16	74.79	75.44	76.05	76.65
"Tunisia"	788	78.16	79.15	80.04	80.86	81.6	82.32	82.99	83.64	84.25	84.85	85.43	85.99	86.55	87.09	87.63	88.16	88.69	89.21
"Western Sahara"	732	69.81	71.13	72.19	73.1	73.89	74.63	75.3	75.93	76.52	77.1	77.67	78.21	78.75	79.26	79.78	80.27	80.77	81.26
"Southern Africa"	913	58.322	58.645	59.955	61.941	64.041	66.085	68.116	70.069	71.51	72.616	73.743	74.839	75.847	76.746	77.615	78.452	79.242	79.983
"Botswana"	72	46.5	49.4	54.33	59.47	63.54	66.7	69.39	71.57	73.42	75.07	76.42	77.53	78.53	79.34	80.02	80.67	81.15	81.55
"Lesotho"	426	49.59	50.23	52.32	54.83	57.61	60.5	63.44	66.31	68.03	69.02	70.12	71.32	72.56	73.82	75.06	76.19	77.19	78.13
"Namibia"	516	66.95	67.55	68.5	69.59	70.62	71.66	72.72	73.8	74.87	75.91	76.89	77.77	78.47	79.13	79.75	80.34	80.92	81.47
"South Africa"	710	59.11	59.28	60.39	62.24	64.24	66.21	68.18	70.1	71.51	72.58	73.7	74.81	75.83	76.73	77.6	78.44	79.23	79.98
"Swaziland"	748	48.54	47.66	49.38	52.08	55.12	57.99	60.84	63.3	65.33	67.02	68.51	69.83	71.13	72.37	73.6	74.85	76.11	77.35
"Western Africa"	914	54.822	56.68	58.519	60.334	62.104	63.802	65.408	66.905	68.286	69.545	70.683	71.717	72.655	73.514	74.299	75.027	75.713	76.356
"Benin"	204	60.61	61.56	62.43	63.23	63.98	64.67	65.36	66.01	66.66	67.28	67.87	68.46	69.03	69.6	70.16	70.71	71.26	71.8
"Burkina Faso"	854	56.71	58.75	60.78	62.77	64.68	66.48	68.15	69.66	71.01	72.23	73.31	74.28	75.16	75.96	76.7	77.38	78.01	78.61
"Cape Verde"	132	78.67	80.06	81.2	82.18	83.03	83.79	84.49	85.13	85.73	86.31	86.86	87.39	87.91	88.42	88.89	89.37	89.83	90.3
"Cote d'Ivoire"	384	51.39	53.35	55.35	57.39	59.43	61.45	63.42	65.3	67.06	68.67	70.13	71.43	72.6	73.64	74.58	75.44	76.21	76.93
"Gambia"	270	60.06	61.16	62.16	63.05	63.86	64.64	65.38	66.09	66.75	67.4	68.04	68.66	69.27	69.85	70.45	71.02	71.59	72.15
"Ghana"	288	61.93	62.91	63.83	64.68	65.5	66.26	66.98	67.67	68.37	69.03	69.65	70.28	70.89	71.51	72.1	72.69	73.29	73.86
"Guinea"	324	56.66	58.1	59.45	60.66	61.76	62.79	63.72	64.6	65.41	66.15	66.9	67.63	68.28	68.96	69.59	70.21	70.8	71.4
"Guinea-Bissau"	624	55.69	56.94	58.18	59.41	60.6	61.75	62.88	63.98	65.04	66.07	67.06	68.02	68.92	69.79	70.64	71.45	72.25	73.01
"Liberia"	430	61.21	63.19	65.08	66.85	68.49	69.96	71.29	72.47	73.53	74.48	75.34	76.12	76.85	77.52	78.15	78.73	79.29	79.82
"Mali"	466	54.66	56.77	58.75	60.58	62.23	63.72	65.05	66.22	67.29	68.26	69.18	70.02	70.8	71.58	72.31	73.03	73.72	74.4
"Mauritania"	478	63.02	63.84	64.61	65.33	66.01	66.67	67.29	67.9	68.5	69.07	69.64	70.2	70.75	71.29	71.84	72.37	72.92	73.44
"Niger"	562	58.36	60.82	63.03	64.91	66.43	67.64	68.65	69.47	70.19	70.85	71.43	71.99	72.53	73.04	73.54	74	74.46	74.89
"Nigeria"	566	52.61	54.6	56.62	58.66	60.7	62.69	64.61	66.41	68.08	69.6	70.96	72.18	73.27	74.24	75.13	75.93	76.67	77.35
"Senegal"	686	64.69	65.65	66.51	67.29	68.04	68.74	69.39	70.03	70.65	71.25	71.83	72.42	73	73.57	74.13	74.68	75.24	75.76
"Sierra Leone"	694	45.55	47.04	48.58	50.17	51.81	53.45	55.11	56.76	58.41	60	61.57	63.12	64.58	65.95	67.27	68.5	69.68	70.8
"Togo"	768	57.26	58.92	60.56	62.35	64.29	66.12	67.81	69.35	70.74	71.98	73.09	74.08	74.98	75.8	76.55	77.24	77.88	78.49
"ASIA"	935	73.424	74.474	75.387	76.221	76.987	77.688	78.342	78.952	79.545	80.126	80.695	81.258	81.79	82.315	82.855	83.422	83.99	84.527
"Eastern Asia"	906	78.171	78.979	79.697	80.346	80.92	81.458	81.99	82.525	83.075	83.639	84.197	84.753	85.279	85.786	86.317	86.874	87.444	87.954
"China"	156	76.59	77.35	78.07	78.76	79.41	80.04	80.66	81.25	81.83	82.41	82.98	83.54	84.08	84.61	85.15	85.67	86.2	86.72
"China, Hong Kong SAR"	344	86.35	87.23	88.05	88.84	89.6	90.34	91.05	91.74	92.41	93.07	93.72	94.36	94.99	95.6	96.2	96.8	97.39	97.98
"China, Macao SAR"	446	82.51	83.37	84.19	84.95	85.69	86.41	87.09	87.77	88.41	89.05	89.67	90.27	90.88	91.48	92.07	92.66	93.23	93.8
"Dem. People's Republic of Korea"	408	73.28	74.59	75.73	76.76	77.71	78.58	79.4	80.18	80.92	81.63	82.32	82.97	83.62	84.24	84.84	85.44	86.03	86.6
"Japan"	392	86.87	87.67	88.43	89.16	89.86	90.54	91.19	91.82	92.44	93.05	93.65	94.24	94.82	95.4	95.97	96.53	97.09	97.64
"Mongolia"	496	71.46	72.53	73.52	74.43	75.3	76.12	76.9	77.66	78.4	79.11	79.79	80.46	81.13	81.77	82.4	83.03	83.64	84.24
"Republic of Korea"	410	84.64	85.91	87.07	88.14	89.12	90.06	90.95	91.79	92.59	93.38	94.13	94.85	95.57	96.26	96.93	97.59	98.23	98.87
"Other non-specified areas"	158	82.3	83.05	83.78	84.49	85.16	85.81	86.44	87.07	87.69	88.3	88.89	89.47	90.05	90.62	91.2	91.76	92.31	92.87
"South-Central Asia"	921	68.713	69.972	71.104	72.138	73.112	74.021	74.885	75.709	76.488	77.223	77.917	78.589	79.22	79.835	80.432	81.034	81.636	82.214
"Central Asia"	5500	71.277	71.986	72.654	73.304	73.947	74.591	75.211	75.803	76.388	76.96	77.524	78.081	78.639	79.2	79.748	80.284	80.816	81.349
"Kazakhstan"	398	72.26	72.96	73.64	74.28	74.92	75.53	76.14	76.73	77.31	77.88	78.45	79	79.55	80.09	80.63	81.17	81.71	82.25
"Kyrgyzstan"	417	71.81	72.53	73.21	73.87	74.51	75.13	75.72	76.31	76.89	77.47	78.03	78.58	79.13	79.68	80.22	80.75	81.27	81.79
"Tajikistan"	762	70.72	71.47	72.19	72.89	73.57	74.22	74.85	75.47	76.08	76.7	77.29	77.87	78.45	79.02	79.6	80.15	80.7	81.27
"Turkmenistan"	795	69.69	70.42	71.11	71.78	72.44	73.07	73.7	74.31	74.9	75.49	76.06	76.63	77.19	77.74	78.29	78.84	79.39	79.93
"Uzbekistan"	860	71.61	72.27	72.9	73.51	74.11	74.69	75.25	75.8	76.35	76.89	77.42	77.95	78.47	79	79.51	80.01	80.52	81.02
"Southern Asia"	5501	68.617	69.898	71.046	72.093	73.077	73.997	74.872	75.706	76.493	77.233	77.932	78.61	79.244	79.861	80.459	81.063	81.667	82.249
"Afghanistan"	4	62.03	63.9	65.45	66.76	67.9	68.91	69.81	70.64	71.44	72.17	72.87	73.54	74.16	74.78	75.38	75.96	76.54	77.08
"Bangladesh"	50	71.28	73.28	75.05	76.58	77.91	79.07	80.12	81.04	81.9	82.69	83.43	84.14	84.8	85.43	86.04	86.63	87.21	87.78
"Bhutan"	64	68.4	70.49	72.24	73.72	74.98	76.09	77.09	77.99	78.81	79.59	80.31	81.01	81.67	82.32	82.94	83.53	84.1	84.66
"India"	356	68.1	69.33	70.46	71.49	72.45	73.35	74.21	75.02	75.8	76.55	77.26	77.97	78.65	79.31	79.94	80.58	81.22	81.82
"Iran (Islamic Republic of)"	364	75.88	77.34	78.64	79.8	80.86	81.86	82.76	83.62	84.42	85.18	85.92	86.63	87.32	87.99	88.66	89.3	89.92	90.55
"Maldives"	462	78.8	80.43	81.75	82.87	83.84	84.71	85.49	86.21	86.88	87.53	88.13	88.72	89.27	89.8	90.31	90.84	91.33	91.83
"Nepal"	524	69.34	71.36	73.08	74.53	75.78	76.86	77.84	78.72	79.56	80.32	81.05	81.72	82.38	83.01	83.62	84.2	84.77	85.33
"Pakistan"	586	67.42	68.27	69.08	69.84	70.57	71.28	71.97	72.63	73.27	73.92	74.54	75.14	75.74	76.32	76.91	77.49	78.06	78.63
"Sri Lanka"	144	77.38	78.16	78.89	79.6	80.27	80.92	81.55	82.16	82.76	83.34	83.92	84.48	85.03	85.57	86.1	86.63	87.17	87.69
"South-Eastern Asia"	920	74.28	75.266	76.17	77.009	77.804	78.556	79.257	79.908	80.534	81.14	81.735	82.325	82.9	83.445	83.958	84.462	84.966	85.492
"Brunei Darussalam"	96	80.39	81.24	82.05	82.81	83.54	84.24	84.92	85.58	86.21	86.84	87.45	88.05	88.65	89.23	89.8	90.38	90.94	91.5
"Cambodia"	116	74.22	76.09	77.6	78.82	79.81	80.66	81.41	82.08	82.7	83.28	83.83	84.35	84.81	85.3	85.76	86.23	86.67	87.11
"Indonesia"	360	72.8	73.88	74.89	75.81	76.69	77.51	78.29	79.03	79.76	80.45	81.12	81.79	82.44	83.07	83.68	84.29	84.87	85.46
"Lao People's Democratic Republic"	418	69.42	71.65	73.64	75.38	76.82	78.02	79.05	79.96	80.76	81.5	82.18	82.82	83.42	83.99	84.55	85.08	85.59	86.09
"Malaysia"	458	77.33	78.18	78.98	79.76	80.5	81.2	81.88	82.54	83.19	83.81	84.42	85.02	85.6	86.17	86.74	87.31	87.87	88.41
"Myanmar"	104	67.13	68.02	68.84	69.64	70.39	71.11	71.82	72.5	73.15	73.81	74.45	75.06	75.67	76.28	76.88	77.46	78.04	78.61
"Philippines"	608	72.16	72.99	73.79	74.55	75.27	75.98	76.67	77.33	77.98	78.62	79.24	79.85	80.46	81.05	81.64	82.21	82.79	83.37
"Singapore"	702	84.62	85.52	86.38	87.19	87.97	88.72	89.44	90.16	90.86	91.53	92.2	92.85	93.48	94.11	94.72	95.33	95.92	96.53
"Thailand"	764	77.67	78.57	79.4	80.17	80.9	81.6	82.27	82.92	83.55	84.16	84.74	85.3	85.87	86.42	86.98	87.52	88.06	88.58
"Timor-Leste"	626	68.86	71.05	72.81	74.28	75.54	76.65	77.66	78.6	79.47	80.27	81.03	81.76	82.47	83.14	83.79	84.44	85.05	85.66
"Viet Nam"	704	80.4	80.91	81.42	81.94	82.45	82.97	83.49	84.01	84.52	85.04	85.56	86.09	86.61	87.13	87.67	88.2	88.73	89.25
"Western Asia"	922	76.271	77.237	78.113	78.904	79.647	80.319	80.933	81.495	82.017	82.514	82.994	83.454	83.908	84.369	84.833	85.304	85.766	86.22
"Armenia"	51	77.89	78.48	79.05	79.62	80.17	80.72	81.27	81.8	82.32	82.85	83.36	83.87	84.38	84.87	85.37	85.86	86.35	86.83
"Azerbaijan"	31	73.77	74.4	75.02	75.62	76.2	76.77	77.34	77.9	78.45	79.01	79.55	80.08	80.62	81.15	81.69	82.21	82.74	83.26
"Bahrain"	48	77.42	78.14	78.82	79.48	80.11	80.72	81.31	81.89	82.45	83	83.55	84.09	84.62	85.14	85.66	86.18	86.69	87.19
"Cyprus"	196	81.78	82.46	83.11	83.75	84.36	84.95	85.55	86.12	86.7	87.27	87.83	88.39	88.95	89.49	90.03	90.57	91.12	91.65
"Georgia"	268	77.72	78.39	79.05	79.68	80.29	80.89	81.47	82.06	82.64	83.2	83.75	84.31	84.85	85.37	85.9	86.43	86.96	87.49
"Iraq"	368	73.14	73.93	74.65	75.33	75.96	76.56	77.13	77.69	78.24	78.77	79.3	79.82	80.32	80.83	81.32	81.82	82.3	82.78
"Israel"	376	83.47	84.19	84.89	85.56	86.22	86.87	87.51	88.14	88.76	89.38	89.99	90.59	91.19	91.77	92.36	92.94	93.54	94.12
"Jordan"	400	75.52	76.35	77.12	77.86	78.57	79.23	79.88	80.51	81.14	81.72	82.31	82.89	83.46	84.01	84.56	85.08	85.61	86.13
"Kuwait"	414	75.46	76.14	76.78	77.4	77.99	78.58	79.15	79.69	80.24	80.77	81.29	81.82	82.33	82.85	83.35	83.85	84.35	84.84
"Lebanon"	422	82.06	83.37	84.53	85.51	86.34	87.06	87.68	88.24	88.76	89.24	89.69	90.13	90.55	90.96	91.35	91.74	92.12	92.5
"Oman"	512	78.85	80.02	81.05	81.98	82.84	83.64	84.38	85.09	85.75	86.4	87.03	87.63	88.22	88.8	89.36	89.92	90.47	91
"Qatar"	634	79.42	80.15	80.85	81.51	82.15	82.78	83.38	83.96	84.52	85.08	85.63	86.17	86.69	87.22	87.74	88.26	88.78	89.29
"Saudi Arabia"	682	77.47	78.46	79.36	80.18	80.95	81.67	82.36	83.01	83.66	84.27	84.86	85.44	86	86.57	87.11	87.66	88.21	88.75
"State of Palestine"	275	74.88	75.84	76.73	77.54	78.31	79.03	79.72	80.39	81.01	81.64	82.25	82.84	83.42	83.97	84.52	85.07	85.6	86.12
"Syrian Arab Republic"	760	77.64	78.66	79.6	80.47	81.29	82.06	82.79	83.5	84.16	84.81	85.43	86.04	86.64	87.22	87.79	88.35	88.92	89.47
"Turkey"	792	78.53	79.88	81.06	82.09	83.03	83.87	84.66	85.39	86.07	86.73	87.37	87.98	88.59	89.17	89.74	90.29	90.84	91.38
"United Arab Emirates"	784	78.08	78.92	79.72	80.48	81.2	81.89	82.56	83.2	83.83	84.45	85.04	85.62	86.2	86.77	87.33	87.88	88.43	88.98
"Yemen"	887	64.38	65.28	66.11	66.88	67.6	68.28	68.94	69.57	70.2	70.8	71.4	71.98	72.55	73.12	73.68	74.24	74.79	75.32
"EUROPE"	908	80.004	80.746	81.477	82.166	82.813	83.45	84.092	84.726	85.33	85.895	86.456	87.043	87.67	88.323	88.963	89.563	90.12	90.675
"Eastern Europe"	923	75.75	76.373	76.977	77.55	78.092	78.626	79.156	79.679	80.199	80.709	81.212	81.701	82.191	82.681	83.171	83.654	84.124	84.608
"Belarus"	112	75.73	76.26	76.76	77.25	77.72	78.19	78.65	79.09	79.55	79.98	80.42	80.87	81.29	81.73	82.16	82.59	83.03	83.45
"Bulgaria"	100	77.19	77.73	78.25	78.76	79.27	79.77	80.27	80.76	81.26	81.75	82.25	82.75	83.23	83.73	84.22	84.7	85.18	85.66
"Czech Republic"	203	80.64	81.3	81.94	82.57	83.19	83.79	84.39	84.97	85.55	86.12	86.69	87.26	87.83	88.38	88.95	89.5	90.06	90.62
"Hungary"	348	78.54	79.17	79.79	80.39	80.97	81.56	82.13	82.7	83.26	83.82	84.37	84.92	85.46	86.01	86.54	87.09	87.62	88.15
"Poland"	616	80.46	81.13	81.78	82.42	83.04	83.65	84.25	84.81	85.39	85.95	86.52	87.08	87.63	88.18	88.72	89.28	89.81	90.36
"Republic of Moldova"	498	72.76	73.42	74.07	74.69	75.3	75.91	76.49	77.09	77.68	78.26	78.83	79.4	79.96	80.52	81.09	81.64	82.18	82.73
"Romania"	642	77.4	78.04	78.67	79.28	79.88	80.49	81.07	81.65	82.23	82.79	83.36	83.92	84.46	85.01	85.56	86.11	86.64	87.19
"Russian Federation"	643	74.33	74.95	75.53	76.09	76.62	77.15	77.66	78.17	78.66	79.15	79.64	80.1	80.58	81.04	81.51	81.97	82.43	82.9
"Slovakia"	703	79.15	79.73	80.29	80.84	81.39	81.93	82.48	83.02	83.54	84.08	84.59	85.12	85.64	86.16	86.68	87.21	87.72	88.24
"Ukraine"	804	74.32	74.82	75.3	75.74	76.18	76.61	77.03	77.44	77.85	78.25	78.66	79.07	79.46	79.86	80.27	80.67	81.07	81.48
"Northern Europe"	924	82.258	82.93	83.594	84.24	84.858	85.461	86.053	86.64	87.228	87.804	88.368	88.944	89.503	90.072	90.631	91.184	91.731	92.267
"Channel Islands"	830	82.24	82.84	83.44	84.04	84.62	85.18	85.76	86.33	86.89	87.46	88.02	88.58	89.13	89.69	90.24	90.79	91.34	91.89
"Denmark"	208	81.43	82.07	82.69	83.29	83.89	84.47	85.04	85.6	86.16	86.7	87.25	87.79	88.33	88.87	89.41	89.94	90.47	91
"Estonia"	233	79.54	80.09	80.63	81.17	81.7	82.23	82.76	83.29	83.82	84.34	84.85	85.36	85.87	86.39	86.9	87.42	87.95	88.46
"Finland"	246	83.6	84.35	85.07	85.75	86.42	87.06	87.69	88.31	88.9	89.49	90.08	90.65	91.23	91.79	92.34	92.9	93.44	93.99
"Iceland"	352	83.8	84.46	85.1	85.72	86.35	86.96	87.56	88.16	88.75	89.33	89.91	90.48	91.05	91.62	92.18	92.75	93.31	93.85
"Ireland"	372	82.74	83.54	84.3	85.02	85.7	86.37	87.02	87.65	88.27	88.87	89.46	90.04	90.6	91.18	91.74	92.29	92.84	93.39
"Latvia"	428	77.45	77.93	78.4	78.87	79.34	79.8	80.26	80.73	81.2	81.67	82.13	82.59	83.06	83.53	83.98	84.44	84.89	85.35
"Lithuania"	440	78.12	78.63	79.14	79.64	80.12	80.61	81.09	81.57	82.03	82.5	82.97	83.44	83.9	84.36	84.82	85.28	85.74	86.2
"Norway"	578	83.51	84.15	84.77	85.37	85.97	86.56	87.13	87.7	88.26	88.83	89.39	89.94	90.48	91.03	91.57	92.12	92.66	93.19
"Sweden"	752	83.79	84.47	85.12	85.76	86.38	86.99	87.59	88.18	88.77	89.34	89.91	90.48	91.03	91.59	92.15	92.69	93.23	93.78
"United Kingdom"	826	82.39	83.05	83.7	84.32	84.92	85.52	86.11	86.68	87.26	87.83	88.38	88.95	89.49	90.05	90.59	91.13	91.68	92.21
"Southern Europe"	925	83.623	84.401	85.152	85.878	86.583	87.278	87.957	88.614	89.239	89.839	90.429	91.017	91.612	92.215	92.825	93.443	94.052	94.656
"Albania"	8	80.53	81.3	82.05	82.76	83.45	84.12	84.76	85.38	86	86.6	87.19	87.77	88.35	88.92	89.5	90.07	90.62	91.18
"Bosnia and Herzegovina"	70	78.82	79.53	80.21	80.87	81.49	82.1	82.7	83.28	83.85	84.4	84.94	85.48	86.01	86.53	87.06	87.57	88.07	88.59
"Croatia"	191	80.28	81.01	81.71	82.38	83.03	83.67	84.28	84.87	85.45	86.02	86.6	87.16	87.71	88.26	88.81	89.35	89.89	90.42
"Greece"	300	83.02	83.72	84.39	85.04	85.66	86.28	86.89	87.48	88.05	88.64	89.21	89.78	90.34	90.89	91.44	91.98	92.53	93.07
"Italy"	380	84.89	85.69	86.46	87.2	87.9	88.6	89.27	89.94	90.58	91.22	91.85	92.46	93.07	93.67	94.27	94.86	95.44	96.01
"Malta"	470	81.96	82.7	83.42	84.11	84.78	85.42	86.07	86.69	87.31	87.92	88.52	89.11	89.7	90.28	90.86	91.43	92	92.56
"Montenegro"	499	77.11	77.68	78.19	78.68	79.13	79.57	80.01	80.42	80.84	81.25	81.65	82.06	82.46	82.86	83.28	83.67	84.06	84.46
"Portugal"	620	82.78	83.63	84.45	85.22	85.96	86.68	87.38	88.05	88.71	89.36	89.99	90.62	91.23	91.84	92.44	93.04	93.61	94.18
"Serbia"	688	76.82	77.5	78.15	78.78	79.38	79.98	80.56	81.13	81.68	82.22	82.76	83.29	83.82	84.33	84.83	85.33	85.83	86.33
"Slovenia"	705	82.73	83.42	84.09	84.74	85.37	85.99	86.6	87.21	87.8	88.38	88.96	89.54	90.11	90.68	91.24	91.8	92.36	92.91
"Spain"	724	85.24	86	86.74	87.44	88.12	88.78	89.42	90.04	90.66	91.26	91.86	92.45	93.02	93.59	94.15	94.72	95.27	95.83
"TFYR Macedonia"	807	77.48	78.23	78.96	79.65	80.31	80.96	81.57	82.19	82.78	83.36	83.94	84.5	85.05	85.58	86.13	86.66	87.18	87.71
"Western Europe"	926	83.742	84.479	85.189	85.881	86.567	87.235	87.879	88.504	89.133	89.76	90.385	90.993	91.595	92.198	92.798	93.393	93.975	94.556
