"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Chile"	152	81.72	82.27	82.85	83.40	83.93	84.44	84.93	85.40	85.86	86.31	86.75	87.18	87.60	88.01	88.42	88.83	89.22	89.62
"China"	156	75.52	75.81	76.15	76.52	76.89	77.28	77.65	78.03	78.42	78.79	79.17	79.54	79.92	80.31	80.69	81.07	81.44	81.81
"China, Hong Kong SAR"	344	85.60	86.13	86.69	87.24	87.79	88.33	88.85	89.36	89.88	90.38	90.88	91.36	91.84	92.32	92.78	93.25	93.70	94.16
"China, Macao SAR"	446	81.67	82.16	82.68	83.22	83.75	84.26	84.77	85.26	85.74	86.22	86.69	87.14	87.59	88.04	88.48	88.91	89.33	89.74
"Colombia"	170	76.59	77.07	77.59	78.11	78.65	79.14	79.66	80.15	80.65	81.12	81.59	82.06	82.51	82.95	83.40	83.83	84.27	84.68
"Comoros"	174	60.77	61.21	61.72	62.23	62.73	63.22	63.71	64.23	64.69	65.22	65.68	66.13	66.60	67.07	67.54	67.98	68.44	68.87
"Costa Rica"	188	81.25	81.68	82.15	82.61	83.07	83.52	83.97	84.39	84.81	85.21	85.61	86.00	86.38	86.76	87.12	87.49	87.87	88.25
"Croatia"	191	79.39	79.74	80.13	80.55	80.98	81.40	81.84	82.27	82.70	83.13	83.55	83.96	84.37	84.76	85.16	85.56	85.93	86.33
"Cuba"	192	80.30	80.67	81.08	81.51	81.94	82.37	82.81	83.24	83.64	84.06	84.46	84.87	85.26	85.64	86.01	86.39	86.76	87.13
"Curacao"	531	79.23	79.56	79.95	80.35	80.77	81.18	81.59	81.99	82.39	82.79	83.19	83.57	83.95	84.32	84.68	85.05	85.40	85.75
"Cyprus"	196	80.96	81.28	81.65	82.06	82.46	82.90	83.32	83.74	84.16	84.57	84.97	85.38	85.78	86.17	86.57	86.95	87.34	87.72
"Czech Republic"	203	79.78	80.07	80.43	80.82	81.23	81.66	82.10	82.53	82.99	83.44	83.90	84.33	84.77	85.21	85.67	86.10	86.55	86.98
"Dem. People's Republic of Korea"	408	72.07	72.90	73.69	74.43	75.11	75.75	76.36	76.92	77.48	78.03	78.55	79.03	79.52	80.00	80.46	80.92	81.38	81.82
"Democratic Republic of the Congo"	180	48.35	49.35	50.40	51.58	52.82	54.14	55.47	56.79	58.05	59.25	60.41	61.50	62.47	63.38	64.22	64.99	65.66	66.32
"Denmark"	208	80.59	80.87	81.20	81.57	81.95	82.33	82.72	83.12	83.51	83.91	84.29	84.68	85.07	85.44	85.83	86.19	86.56	86.93
"Dominican Republic"	214	75.49	76.05	76.64	77.21	77.79	78.34	78.89	79.39	79.91	80.40	80.89	81.38	81.85	82.32	82.79	83.26	83.69	84.15
"Ecuador"	218	78.23	78.83	79.42	79.97	80.50	80.99	81.47	81.92	82.35	82.80	83.20	83.60	83.97	84.35	84.73	85.09	85.44	85.79
"Egypt"	818	72.27	72.82	73.39	73.96	74.49	75.01	75.52	76.01	76.48	76.97	77.43	77.89	78.35	78.79	79.23	79.66	80.08	80.49
"El Salvador"	222	75.91	76.43	76.97	77.51	78.04	78.53	79.01	79.50	79.98	80.43	80.89	81.34	81.78	82.21	82.64	83.08	83.50	83.92
"Eritrea"	232	63.25	64.61	65.68	66.54	67.24	67.86	68.42	68.94	69.42	69.87	70.30	70.72	71.12	71.51	71.85	72.24	72.59	72.94
"Estonia"	233	78.66	78.83	79.08	79.37	79.70	80.03	80.37	80.73	81.10	81.48	81.86	82.25	82.64	83.06	83.46	83.85	84.26	84.64
"Fiji"	242	71.69	72.06	72.51	72.97	73.44	73.90	74.37	74.83	75.30	75.77	76.22	76.68	77.13	77.57	78.02	78.43	78.88	79.32
"Finland"	246	82.82	83.22	83.66	84.11	84.56	85.01	85.44	85.87	86.29	86.72	87.13	87.55	87.95	88.36	88.77	89.16	89.56	89.96
"France"	250	84.37	84.81	85.28	85.77	86.25	86.74	87.22	87.70	88.17	88.62	89.08	89.53	89.97	90.41	90.85	91.28	91.72	92.13
"French Guiana"	254	79.90	80.37	80.89	81.41	81.93	82.43	82.93	83.44	83.93	84.42	84.87	85.32	85.76	86.21	86.64	87.08	87.50	87.92
"French Polynesia"	258	77.54	78.12	78.74	79.34	79.95	80.55	81.12	81.69	82.23	82.78	83.31	83.83	84.35	84.84	85.33	85.80	86.26	86.73
"Gambia"	270	58.53	58.91	59.33	59.77	60.21	60.62	61.00	61.41	61.81	62.17	62.55	62.91	63.26	63.62	63.99	64.34	64.67	65.08
"Georgia"	268	76.75	77.00	77.34	77.70	78.06	78.45	78.84	79.23	79.63	80.04	80.43	80.83	81.22	81.62	82.01	82.39	82.76	83.14
"Germany"	276	82.27	82.63	83.04	83.49	83.94	84.39	84.83	85.28	85.74	86.19	86.62	87.08	87.52	87.96	88.41	88.84	89.27	89.72
"Greece"	300	82.24	82.60	83.02	83.46	83.90	84.35	84.77	85.21	85.64	86.05	86.49	86.91	87.32	87.72	88.12	88.53	88.93	89.32
"Grenada"	308	74.13	74.46	74.84	75.25	75.69	76.12	76.55	76.99	77.43	77.85	78.28	78.68	79.11	79.52	79.95	80.37	80.79	81.21
"Guadeloupe"	312	83.18	83.85	84.53	85.17	85.79	86.39	86.99	87.55	88.10	88.63	89.16	89.66	90.15	90.63	91.11	91.58	92.04	92.51
"Guam"	316	80.51	81.12	81.75	82.37	82.98	83.58	84.16	84.71	85.24	85.76	86.28	86.79	87.29	87.79	88.27	88.75	89.21	89.69
"Guatemala"	320	74.17	74.97	75.74	76.45	77.09	77.71	78.28	78.84	79.37	79.90	80.39	80.88	81.36	81.85	82.30	82.76	83.21	83.66
"Guinea-Bissau"	624	54.11	54.51	54.98	55.44	55.93	56.42	56.91	57.39	57.86	58.31	58.77	59.20	59.63	60.11	60.55	60.95	61.41	61.86
"Guyana"	328	66.69	67.16	67.62	68.07	68.49	68.89	69.26	69.61	69.98	70.35	70.70	71.04	71.37	71.70	72.04	72.36	72.69	73.04
"Hungary"	348	77.61	77.85	78.17	78.54	78.91	79.30	79.71	80.12	80.53	80.95	81.40	81.82	82.26	82.69	83.13	83.55	83.99	84.41
"Iceland"	352	83.06	83.41	83.80	84.22	84.64	85.07	85.50	85.93	86.36	86.79	87.21	87.64	88.06	88.47	88.90	89.31	89.72	90.13
"India"	356	66.73	67.33	67.95	68.56	69.13	69.71	70.27	70.81	71.34	71.86	72.38	72.88	73.36	73.83	74.30	74.79	75.25	75.72
"Indonesia"	360	71.59	72.15	72.74	73.34	73.91	74.50	75.05	75.58	76.13	76.64	77.12	77.62	78.10	78.56	79.03	79.50	79.95	80.41
"Iran (Islamic Republic of)"	364	74.62	75.47	76.29	77.06	77.78	78.45	79.09	79.72	80.31	80.87	81.43	81.96	82.50	83.02	83.53	84.03	84.51	84.97
"Iraq"	368	71.95	72.27	72.62	72.98	73.32	73.65	73.98	74.31	74.62	74.95	75.25	75.58	75.88	76.16	76.47	76.78	77.08	77.37
"Ireland"	372	81.90	82.31	82.78	83.26	83.73	84.20	84.65	85.10	85.56	85.99	86.44	86.87	87.29	87.71	88.12	88.55	88.96	89.36
"Israel"	376	82.68	83.06	83.48	83.93	84.39	84.85	85.30	85.75	86.21	86.67	87.12	87.59	88.04	88.49	88.94	89.40	89.85	90.31
"Italy"	380	84.16	84.63	85.13	85.65	86.16	86.67	87.17	87.66	88.15	88.64	89.12	89.60	90.07	90.52	90.97	91.42	91.86	92.30
"Japan"	392	86.14	86.61	87.12	87.62	88.13	88.63	89.11	89.59	90.05	90.51	90.95	91.41	91.83	92.28	92.70	93.12	93.53	93.94
"Jordan"	400	74.44	74.82	75.26	75.71	76.15	76.60	77.02	77.44	77.88	78.31	78.71	79.13	79.54	79.96	80.35	80.74	81.13	81.52
"Kazakhstan"	398	71.12	71.36	71.69	72.07	72.47	72.85	73.24	73.65	74.05	74.47	74.89	75.30	75.69	76.11	76.53	76.93	77.34	77.74
"Kiribati"	296	70.20	70.96	71.67	72.38	73.02	73.65	74.24	74.80	75.35	75.89	76.40	76.90	77.39	77.88	78.35	78.82	79.29	79.76
"Kuwait"	414	74.40	74.63	74.95	75.30	75.62	76.00	76.35	76.72	77.06	77.41	77.76	78.10	78.46	78.81	79.16	79.49	79.83	80.18
"Kyrgyzstan"	417	70.64	70.87	71.17	71.52	71.87	72.22	72.59	72.96	73.33	73.68	74.07	74.43	74.77	75.15	75.52	75.89	76.24	76.60
"Lao People's Democratic Republic"	418	67.92	69.14	70.16	70.96	71.66	72.24	72.81	73.31	73.78	74.21	74.66	75.07	75.47	75.86	76.26	76.61	77.00	77.38
"Latvia"	428	76.48	76.56	76.72	76.94	77.16	77.41	77.65	77.92	78.20	78.49	78.77	79.06	79.36	79.66	79.97	80.28	80.61	80.93
"Lebanon"	422	81.03	81.71	82.26	82.74	83.17	83.55	83.90	84.23	84.53	84.82	85.12	85.40	85.66	85.94	86.20	86.44	86.69	86.93
"Libya"	434	76.18	76.67	77.20	77.73	78.27	78.80	79.31	79.81	80.32	80.82	81.31	81.79	82.28	82.74	83.22	83.67	84.12	84.55
"Lithuania"	440	77.18	77.31	77.52	77.77	78.03	78.31	78.61	78.91	79.21	79.52	79.84	80.15	80.45	80.78	81.10	81.41	81.76	82.08
"Luxembourg"	442	82.16	82.56	83.03	83.51	83.99	84.46	84.94	85.42	85.89	86.34	86.81	87.26	87.71	88.16	88.60	89.05	89.48	89.91
"Madagascar"	450	64.40	65.49	66.41	67.16	67.84	68.44	68.97	69.46	69.97	70.44	70.87	71.30	71.70	72.10	72.49	72.88	73.25	73.62
"Malaysia"	458	76.31	76.71	77.18	77.66	78.14	78.62	79.09	79.56	80.02	80.48	80.93	81.38	81.83	82.28	82.72	83.14	83.56	83.97
"Maldives"	462	77.51	78.50	79.33	80.04	80.67	81.24	81.77	82.26	82.74	83.19	83.63	84.05	84.46	84.84	85.21	85.58	85.94	86.29
"Mali"	466	52.76	53.60	54.39	55.11	55.76	56.41	57.00	57.55	58.08	58.60	59.12	59.58	60.10	60.55	60.97	61.40	61.83	62.28
"Malta"	470	81.12	81.49	81.92	82.37	82.85	83.33	83.79	84.24	84.71	85.15	85.58	86.02	86.46	86.90	87.35	87.78	88.18	88.63
"Martinique"	474	83.60	84.32	85.00	85.65	86.27	86.87	87.43	87.98	88.51	89.03	89.53	90.03	90.50	90.95	91.42	91.87	92.31	92.75
"Mauritania"	478	61.70	61.95	62.28	62.63	62.99	63.34	63.70	64.06	64.41	64.75	65.11	65.45	65.79	66.10	66.44	66.79	67.11	67.45
"Mauritius"	480	76.04	76.35	76.72	77.14	77.55	77.97	78.40	78.82	79.24	79.67	80.09	80.50	80.90	81.31	81.71	82.11	82.51	82.92
"Mayotte"	175	82.08	82.68	83.31	83.93	84.53	85.11	85.66	86.22	86.76	87.29	87.77	88.27	88.76	89.24	89.72	90.19	90.65	91.11
"Mexico"	484	78.70	79.25	79.83	80.41	80.96	81.52	82.07	82.60	83.13	83.64	84.11	84.60	85.08	85.54	85.98	86.42	86.86	87.29
"Micronesia (Fed. States of)"	583	68.66	68.84	69.13	69.45	69.77	70.13	70.46	70.82	71.19	71.54	71.91	72.27	72.64	73.01	73.35	73.72	74.06	74.42
"Mongolia"	496	70.14	70.59	71.06	71.58	72.09	72.59	73.09	73.59	74.11	74.61	75.08	75.57	76.06	76.53	77.00	77.49	77.97	78.42
"Montenegro"	499	76.11	76.32	76.57	76.83	77.09	77.34	77.59	77.83	78.07	78.33	78.57	78.81	79.05	79.28	79.52	79.75	79.99	80.24
"Morocco"	504	71.27	71.74	72.23	72.68	73.12	73.55	73.93	74.35	74.74	75.13	75.51	75.89	76.24	76.60	76.96	77.30	77.67	78.02
"Myanmar"	104	65.86	66.19	66.63	67.05	67.50	67.94	68.39	68.82	69.25	69.68	70.11	70.55	70.97	71.40	71.80	72.23	72.65	73.05
"Nepal"	524	67.79	68.85	69.75	70.53	71.22	71.85	72.44	73.01	73.51	74.01	74.48	74.98	75.45	75.90	76.36	76.79	77.20	77.60
"Netherlands"	528	82.06	82.34	82.71	83.08	83.49	83.89	84.29	84.70	85.09	85.50	85.89	86.29	86.69	87.09	87.49	87.86	88.25	88.64
"New Caledonia"	540	78.35	78.86	79.40	79.94	80.49	81.03	81.54	82.04	82.56	83.04	83.52	83.99	84.45	84.89	85.32	85.76	86.17	86.61
"New Zealand"	554	82.11	82.43	82.81	83.23	83.67	84.10	84.54	84.97	85.42	85.88	86.32	86.77	87.23	87.67	88.11	88.55	89.00	89.44
"Nicaragua"	558	76.51	77.35	78.12	78.84	79.48	80.09	80.66	81.21	81.74	82.23	82.70	83.16	83.61	84.06	84.49	84.92	85.32	85.71
"Niger"	562	56.62	57.95	59.00	59.80	60.43	60.97	61.45	61.83	62.21	62.56	62.89	63.18	63.50	63.82	64.10	64.36	64.65	64.91
"Norway"	578	82.74	83.05	83.41	83.79	84.17	84.57	84.97	85.35	85.74	86.14	86.53	86.91	87.29	87.68	88.06	88.43	88.83	89.19
"Oman"	512	77.80	78.53	79.24	79.90	80.54	81.14	81.72	82.27	82.82	83.33	83.83	84.31	84.77	85.23	85.67	86.09	86.52	86.93
"Other non-specified areas"	158	81.47	81.88	82.33	82.81	83.29	83.77	84.23	84.69	85.14	85.59	86.05	86.50	86.92	87.35	87.78	88.19	88.62	89.04
"Pakistan"	586	66.18	66.51	66.90	67.33	67.77	68.20	68.63	69.06	69.49	69.91	70.34	70.77	71.19	71.62	72.05	72.45	72.85	73.27
"Panama"	591	79.48	79.93	80.44	80.94	81.43	81.91	82.39	82.86	83.31	83.75	84.19	84.61	85.02	85.44	85.84	86.25	86.65	87.03
"Papua New Guinea"	598	63.18	63.35	63.61	63.90	64.21	64.52	64.83	65.14	65.47	65.80	66.12	66.43	66.76	67.10	67.40	67.73	68.06	68.38
"Paraguay"	600	73.45	73.58	73.80	74.08	74.38	74.71	75.05	75.40	75.75	76.11	76.47	76.85	77.23	77.62	78.01	78.41	78.79	79.19
"Peru"	604	76.25	77.03	77.75	78.45	79.06	79.66	80.22	80.75	81.27	81.76	82.25	82.72	83.17	83.61	84.04	84.45	84.85	85.26
"Philippines"	608	70.97	71.25	71.62	72.02	72.43	72.86	73.27	73.71	74.13	74.55	74.99	75.41	75.83	76.26	76.68	77.10	77.52	77.95
"Poland"	616	79.58	79.89	80.26	80.66	81.07	81.49	81.92	82.36	82.79	83.23	83.66	84.10	84.53	84.97	85.40	85.83	86.26	86.68
"Portugal"	620	81.97	82.48	83.02	83.57	84.12	84.65	85.18	85.68	86.18	86.68	87.17	87.65	88.11	88.57	89.03	89.49	89.93	90.38
"Puerto Rico"	630	81.65	81.96	82.31	82.70	83.08	83.49	83.87	84.25	84.64	85.01	85.39	85.76	86.14	86.51	86.85	87.21	87.58	87.94
"Qatar"	634	78.50	78.83	79.22	79.63	80.03	80.44	80.85	81.28	81.68	82.07	82.45	82.85	83.23	83.60	83.99	84.36	84.71	85.06
"Republic of Korea"	410	83.80	84.65	85.48	86.25	86.98	87.67	88.35	88.98	89.61	90.21	90.80	91.37	91.90	92.43	92.94	93.49	93.99	94.49
"Republic of Moldova"	498	71.65	71.85	72.14	72.48	72.83	73.22	73.59	74.00	74.42	74.84	75.25	75.69	76.11	76.55	76.97	77.39	77.82	78.26
"Reunion"	638	82.07	82.67	83.31	83.93	84.52	85.10	85.65	86.20	86.73	87.24	87.74	88.25	88.74	89.22	89.70	90.16	90.60	91.06
"Romania"	642	76.42	76.66	76.98	77.33	77.71	78.09	78.49	78.90	79.32	79.73	80.16	80.60	81.03	81.46	81.90	82.33	82.78	83.22
"Russian Federation"	643	73.26	73.46	73.74	74.05	74.38	74.70	75.04	75.36	75.68	76.02	76.33	76.65	77.01	77.33	77.66	77.99	78.30	78.63
"Saint Lucia"	662	76.36	76.62	76.95	77.31	77.67	78.02	78.40	78.75	79.11	79.48	79.83	80.19	80.55	80.90	81.25	81.60	81.96	82.31
"Saint Vincent and the Grenadines"	670	73.59	73.76	74.05	74.37	74.69	75.03	75.36	75.70	76.05	76.41	76.74	77.08	77.41	77.76	78.08	78.43	78.77	79.09
"Samoa"	882	75.18	75.89	76.60	77.25	77.87	78.47	79.05	79.60	80.15	80.66	81.16	81.68	82.16	82.64	83.10	83.57	84.02	84.45
"Sao Tome and Principe"	678	66.94	67.18	67.49	67.85	68.20	68.58	68.94	69.32	69.68	70.04	70.40	70.77	71.15	71.51	71.86	72.24	72.61	72.99
"Saudi Arabia"	682	76.40	76.91	77.43	77.95	78.46	78.94	79.41	79.86	80.32	80.76	81.19	81.62	82.03	82.47	82.88	83.28	83.69	84.06
"Senegal"	686	63.24	63.49	63.81	64.14	64.46	64.79	65.10	65.41	65.74	66.05	66.38	66.69	67.01	67.32	67.65	67.98	68.30	68.62
"Serbia"	688	75.81	76.05	76.37	76.71	77.06	77.43	77.78	78.16	78.50	78.88	79.24	79.60	79.96	80.31	80.67	81.03	81.37	81.73
"Seychelles"	690	77.03	77.32	77.65	78.03	78.39	78.77	79.15	79.51	79.87	80.23	80.59	80.95	81.32	81.66	82.02	82.36	82.71	83.07
"Sierra Leone"	694	43.72	44.11	44.63	45.14	45.66	46.16	46.66	47.14	47.63	48.07	48.52	48.95	49.36	49.84	50.26	50.69	51.08	51.56
"Singapore"	702	83.84	84.37	84.93	85.49	86.06	86.60	87.14	87.67	88.19	88.70	89.20	89.69	90.19	90.66	91.15	91.61	92.08	92.56
"Slovakia"	703	78.25	78.43	78.71	79.02	79.35	79.70	80.06	80.43	80.81	81.19	81.58	81.98	82.37	82.78	83.19	83.60	84.02	84.42
"Slovenia"	705	81.94	82.28	82.68	83.10	83.54	83.98	84.40	84.85	85.28	85.71	86.12	86.56	86.98	87.40	87.82	88.24	88.64	89.06
"Solomon Islands"	90	67.65	68.08	68.55	69.01	69.51	69.98	70.45	70.92	71.38	71.82	72.30	72.74	73.20	73.66	74.10	74.55	74.99	75.44
"Somalia"	706	54.79	55.40	56.03	56.62	57.18	57.75	58.28	58.78	59.28	59.78	60.26	60.74	61.21	61.66	62.11	62.54	62.98	63.41
"Spain"	724	84.50	84.94	85.41	85.89	86.36	86.83	87.30	87.75	88.20	88.65	89.10	89.53	89.96	90.39	90.81	91.23	91.64	92.04
"Sri Lanka"	144	76.38	76.72	77.13	77.55	77.97	78.39	78.80	79.22	79.64	80.04	80.44	80.84	81.23	81.62	81.99	82.39	82.77	83.15
"State of Palestine"	275	73.71	74.16	74.62	75.08	75.54	75.98	76.41	76.83	77.25	77.67	78.08	78.46	78.87	79.26	79.64	80.03	80.42	80.81
"Sudan"	729	62.35	62.67	63.05	63.47	63.89	64.30	64.71	65.16	65.57	66.00	66.40	66.82	67.23	67.62	68.04	68.43	68.83	69.25
"Sweden"	752	83.03	83.38	83.78	84.19	84.62	85.03	85.44	85.85	86.27	86.68	87.10	87.51	87.91	88.31	88.70	89.10	89.50	89.89
"Switzerland"	756	84.12	84.53	84.98	85.44	85.91	86.36	86.84	87.30	87.75	88.20	88.66	89.09	89.52	89.97	90.41	90.83	91.26	91.68
"Syrian Arab Republic"	760	77.64	77.66	78.16	78.70	79.23	79.75	80.24	80.74	81.23	81.72	82.17	82.63	83.08	83.52	83.95	84.37	84.77	85.18
"Tajikistan"	762	69.52	69.75	70.05	70.41	70.78	71.14	71.51	71.90	72.30	72.70	73.07	73.47	73.87	74.26	74.63	75.04	75.42	75.82
"TFYR Macedonia"	807	76.47	76.81	77.21	77.62	78.04	78.48	78.91	79.33	79.75	80.17	80.57	80.98	81.39	81.79	82.19	82.61	83.00	83.41
"Timor-Leste"	626	66.98	68.09	69.02	69.82	70.52	71.18	71.79	72.35	72.90	73.42	73.93	74.43	74.91	75.39	75.87	76.33	76.78	77.23
"Tonga"	776	74.48	74.82	75.24	75.67	76.11	76.55	76.99	77.44	77.90	78.34	78.78	79.23	79.65	80.08	80.52	80.95	81.37	81.80
"Trinidad and Tobago"	780	72.47	72.59	72.80	73.07	73.34	73.64	73.92	74.23	74.54	74.83	75.15	75.47	75.78	76.10	76.43	76.74	77.06	77.39
"Tunisia"	788	77.12	77.66	78.21	78.74	79.24	79.73	80.21	80.67	81.12	81.55	81.97	82.40	82.81	83.22	83.61	84.00	84.37	84.74
"Turkey"	792	77.36	78.15	78.90	79.60	80.25	80.84	81.42	81.96	82.48	82.98	83.46	83.92	84.40	84.83	85.25	85.67	86.08	86.48
"Turkmenistan"	795	68.49	68.69	68.97	69.30	69.65	70.01	70.38	70.73	71.11	71.48	71.85	72.24	72.61	72.98	73.36	73.72	74.11	74.47
"Ukraine"	804	73.24	73.34	73.51	73.72	73.93	74.15	74.37	74.59	74.81	75.02	75.26	75.47	75.68	75.92	76.15	76.40	76.61	76.85
"United Arab Emirates"	784	77.09	77.52	77.99	78.49	78.98	79.46	79.94	80.41	80.89	81.33	81.80	82.23	82.68	83.11	83.54	83.97	84.38	84.79
"United Kingdom"	826	81.58	81.88	82.25	82.64	83.06	83.47	83.87	84.28	84.69	85.08	85.51	85.89	86.29	86.68	87.07	87.47	87.85	88.21
"United States of America"	840	80.40	80.67	81.01	81.37	81.76	82.14	82.53	82.92	83.31	83.70	84.08	84.44	84.82	85.19	85.54	85.90	86.27	86.61
"United States Virgin Islands"	850	82.10	82.61	83.14	83.68	84.21	84.71	85.20	85.69	86.15	86.62	87.06	87.51	87.94	88.38	88.80	89.23	89.63	90.03
"Uruguay"	858	79.61	79.87	80.19	80.55	80.93	81.32	81.72	82.13	82.57	83.00	83.43	83.86	84.29	84.70	85.13	85.55	85.95	86.36
"Uzbekistan"	860	70.45	70.61	70.87	71.17	71.48	71.81	72.13	72.47	72.79	73.12	73.45	73.77	74.11	74.43	74.76	75.11	75.45	75.79
"Vanuatu"	548	72.29	73.02	73.73	74.41	75.06	75.70	76.28	76.87	77.44	77.99	78.53	79.05	79.55	80.04	80.52	81.01	81.50	81.97
"Venezuela (Bolivarian Republic of)"	862	76.60	76.93	77.33	77.73	78.15	78.56	78.99	79.39	79.79	80.20	80.60	81.00	81.40	81.79	82.18	82.57	82.95	83.35
"Viet Nam"	704	79.55	79.70	79.91	80.19	80.47	80.80	81.13	81.48	81.82	82.21	82.57	82.95	83.33	83.72	84.11	84.49	84.88	85.26
"Western Sahara"	732	68.28	68.90	69.48	70.00	70.47	70.94	71.38	71.79	72.21	72.59	72.97	73.35	73.73	74.10	74.47	74.81	75.17	75.51
"Yemen"	887	63.05	63.38	63.79	64.21	64.63	65.04	65.46	65.84	66.22	66.60	66.97	67.37	67.76	68.12	68.48	68.84	69.21	69.54
