"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Somalia"	706	53.28	54.89	56.45	57.95	59.35	60.68	61.93	63.08	64.16	65.16	66.09	66.93	67.76	68.52	69.21	69.93	70.6	71.28
"South Sudan"	728	53.91	56.48	58.17	59.97	61.87	63.68	65.24	66.64	67.92	69.09	70.07	70.91	71.69	72.45	73.21	73.94	74.63	75.22
"Uganda"	800	57.83	59.53	61.24	63.03	64.81	66.47	67.96	69.22	70.32	71.31	72.25	73.16	73.98	74.72	75.46	76.18	76.89	77.6
"United Republic of Tanzania"	834	59.98	61.59	62.95	64.62	66.28	67.83	69.16	70.4	71.51	72.47	73.41	74.22	74.97	75.7	76.41	77.1	77.77	78.42
"Zambia"	894	55.89	59.23	61.18	62.86	64.39	65.7	66.94	68.1	69.16	70.05	70.86	71.61	72.38	73.12	73.82	74.51	75.07	75.58
"Zimbabwe"	716	58.76	61.29	62.35	63.88	65.34	66.72	68.03	69.28	70.56	71.79	72.83	73.76	74.65	75.5	76.32	77.11	77.89	78.64
"Middle Africa"	911	49.935	51.622	53.254	54.962	56.654	58.278	59.813	61.249	62.603	63.842	64.991	66.061	67.058	67.985	68.868	69.7	70.484	71.22
"Angola"	24	50.2	52.15	53.96	55.82	57.67	59.45	61.14	62.7	64.19	65.53	66.76	67.92	68.98	69.96	70.88	71.75	72.54	73.3
"Cameroon"	120	53.74	55.85	57.81	59.91	61.87	63.69	65.27	66.64	67.95	69.07	70.02	70.86	71.63	72.39	73.15	73.87	74.56	75.15
"Central African Republic"	140	48.03	50.72	53.3	55.8	58.39	60.77	62.99	64.97	66.62	68.03	69.3	70.34	71.3	72.27	73.18	74.06	74.81	75.48
"Chad"	148	50.1	52.15	53.95	56.11	58.32	60.33	62.2	63.91	65.41	66.73	67.93	69.04	70.03	70.84	71.59	72.3	73.05	73.76
"Congo"	178	57.21	58.92	60.65	62.37	63.96	65.42	66.8	68.1	69.13	69.95	70.73	71.48	72.27	73.04	73.78	74.47	75.05	75.59
"Democratic Republic of the Congo"	180	48.11	49.49	50.9	52.32	53.75	55.16	56.54	57.87	59.16	60.39	61.55	62.66	63.7	64.68	65.61	66.48	67.31	68.09
"Equatorial Guinea"	226	51.49	53.6	55.75	58.1	60.38	62.59	64.57	66.34	67.9	69.19	70.27	71.28	72.26	73.2	74.09	74.85	75.54	76.21
"Gabon"	266	62.26	63.87	65.09	66.28	67.23	68.22	69.12	70.02	70.91	71.74	72.54	73.29	74.05	74.78	75.52	76.2	76.78	77.42
"Sao Tome and Principe"	678	64.23	64.84	65.43	65.98	66.5	67.02	67.52	68.01	68.49	68.95	69.45	69.94	70.46	71.02	71.59	72.19	72.86	73.54
"Northern Africa"	912	67.345	68.198	68.935	69.626	70.324	71.035	71.774	72.492	73.206	73.927	74.651	75.364	76.053	76.705	77.329	77.915	78.492	79.053
"Algeria"	12	69.35	69.88	70.37	70.8	71.23	71.67	72.13	72.62	73.14	73.7	74.29	74.9	75.55	76.23	76.96	77.67	78.41	79.16
"Egypt"	818	68.71	69.7	70.59	71.46	72.34	73.23	74.17	75.12	76.09	77.08	78.07	79.04	79.94	80.74	81.46	82.13	82.76	83.36
"Libya"	434	73.38	74.38	75.39	76.41	77.45	78.53	79.6	80.6	81.49	82.29	82.99	83.66	84.28	84.88	85.47	86.05	86.62	87.18
"Morocco"	504	69.02	69.97	70.81	71.58	72.33	73.07	73.85	74.64	75.46	76.32	77.18	78.06	78.93	79.8	80.58	81.29	81.96	82.57
"Sudan"	729	60.15	61.06	61.9	62.7	63.44	64.14	64.82	65.46	66.08	66.68	67.26	67.83	68.39	68.94	69.5	70.06	70.65	71.26
"Tunisia"	788	73.5	74.66	75.79	76.92	78.05	79.15	80.15	81	81.74	82.41	83.03	83.62	84.2	84.74	85.29	85.81	86.35	86.86
"Western Sahara"	732	65.89	67.12	68.1	68.9	69.6	70.25	70.84	71.45	72.06	72.71	73.35	74.01	74.73	75.46	76.21	77	77.81	78.6
"Southern Africa"	913	54.489	55.446	57.115	59.052	60.965	62.812	64.587	66.164	67.399	68.399	69.398	70.38	71.344	72.285	73.104	73.882	74.625	75.329
"Botswana"	72	47.96	51.21	55.51	59.48	62.57	65.01	67.12	68.92	70.47	71.85	73	73.99	74.92	75.7	76.39	77.07	77.65	78.18
"Lesotho"	426	49.19	50.3	52.22	54.43	56.82	59.22	61.57	63.79	65.28	66.25	67.32	68.44	69.6	70.76	71.79	72.74	73.64	74.48
"Namibia"	516	61.58	62.82	63.95	65.22	66.41	67.56	68.69	69.8	70.86	71.85	72.78	73.54	74.22	74.87	75.5	76.11	76.71	77.29
"South Africa"	710	54.85	55.72	57.31	59.18	61.05	62.86	64.6	66.14	67.32	68.28	69.25	70.23	71.2	72.14	72.96	73.72	74.46	75.16
"Swaziland"	748	49.69	49.5	51.12	53.17	55.41	57.48	59.51	61.35	62.98	64.43	65.78	67.03	68.25	69.43	70.59	71.75	72.91	73.99
"Western Africa"	914	53.712	55.483	57.221	58.908	60.519	62.021	63.401	64.664	65.819	66.868	67.831	68.713	69.52	70.266	70.965	71.626	72.25	72.85
"Benin"	204	57.77	58.63	59.4	60.11	60.76	61.38	61.96	62.52	63.08	63.61	64.11	64.62	65.11	65.61	66.09	66.57	67.04	67.5
"Burkina Faso"	854	55.46	57.38	59.24	61	62.65	64.17	65.56	66.82	67.96	69	69.95	70.83	71.64	72.39	73.09	73.75	74.37	74.96
"Cape Verde"	132	70.91	72.59	74.14	75.59	76.84	77.86	78.68	79.41	80.06	80.66	81.24	81.78	82.3	82.81	83.31	83.78	84.25	84.71
"Cote d'Ivoire"	384	49.74	51.62	53.54	55.48	57.4	59.26	61.03	62.67	64.19	65.57	66.83	67.97	69.01	69.96	70.84	71.65	72.4	73.1
"Gambia"	270	57.43	58.44	59.36	60.17	60.9	61.59	62.25	62.87	63.46	64.02	64.57	65.12	65.64	66.17	66.66	67.16	67.65	68.15
"Ghana"	288	60.03	60.83	61.57	62.24	62.88	63.47	64.04	64.57	65.11	65.6	66.1	66.58	67.05	67.51	67.99	68.45	68.9	69.36
"Guinea"	324	55.17	56.46	57.67	58.76	59.72	60.64	61.41	62.16	62.85	63.49	64.12	64.72	65.26	65.83	66.32	66.82	67.34	67.84
"Guinea-Bissau"	624	52.69	53.82	54.93	56.04	57.11	58.15	59.17	60.15	61.1	62.01	62.89	63.74	64.54	65.31	66.04	66.75	67.44	68.1
"Liberia"	430	59.29	61.05	62.7	64.21	65.59	66.85	67.99	69.03	69.98	70.85	71.66	72.41	73.11	73.77	74.39	74.98	75.54	76.07
"Mali"	466	54.93	56.85	58.66	60.31	61.79	63.1	64.25	65.28	66.21	67.03	67.82	68.5	69.14	69.79	70.4	70.98	71.56	72.16
"Mauritania"	478	59.93	60.63	61.28	61.87	62.42	62.97	63.47	63.97	64.44	64.91	65.38	65.84	66.3	66.75	67.19	67.64	68.08	68.52
"Niger"	562	57.99	60.25	62.24	63.91	65.25	66.27	67.08	67.72	68.25	68.73	69.17	69.57	69.95	70.31	70.66	71.03	71.36	71.71
"Nigeria"	566	51.97	53.9	55.84	57.75	59.59	61.34	62.96	64.45	65.81	67.05	68.17	69.19	70.13	70.99	71.79	72.53	73.22	73.87
"Senegal"	686	61.75	62.6	63.35	64.03	64.66	65.25	65.81	66.34	66.86	67.33	67.83	68.31	68.8	69.27	69.75	70.24	70.74	71.26
"Sierra Leone"	694	45.12	46.47	47.88	49.33	50.81	52.33	53.85	55.37	56.87	58.34	59.8	61.17	62.51	63.74	64.92	66.04	67.08	68.07
"Togo"	768	55.51	56.88	58.21	59.76	61.49	63.11	64.58	65.93	67.16	68.27	69.28	70.21	71.07	71.86	72.6	73.28	73.93	74.54
"ASIA"	935	69.551	70.528	71.385	72.177	72.928	73.635	74.303	74.941	75.574	76.207	76.839	77.475	78.122	78.777	79.464	80.167	80.865	81.551
"Eastern Asia"	906	74.708	75.512	76.239	76.912	77.528	78.125	78.719	79.308	79.888	80.474	81.041	81.598	82.135	82.663	83.203	83.739	84.28	84.79
"China"	156	74.01	74.77	75.49	76.18	76.83	77.46	78.08	78.67	79.25	79.83	80.4	80.96	81.5	82.04	82.57	83.09	83.62	84.14
"China, Hong Kong SAR"	344	80.28	81.16	81.99	82.77	83.53	84.27	84.99	85.67	86.35	87.01	87.65	88.29	88.92	89.53	90.13	90.73	91.33	91.91
"China, Macao SAR"	446	78.07	79.26	80.2	81	81.76	82.48	83.17	83.84	84.5	85.14	85.76	86.37	86.97	87.57	88.16	88.74	89.31	89.89
"Dem. People's Republic of Korea"	408	66.3	67.57	68.7	69.78	70.85	71.9	72.98	74.1	75.21	76.31	77.39	78.35	79.2	79.96	80.66	81.31	81.93	82.52
"Japan"	392	80.03	80.83	81.59	82.32	83.01	83.69	84.35	84.98	85.6	86.21	86.81	87.4	87.98	88.55	89.13	89.69	90.24	90.79
"Mongolia"	496	63.55	64.63	65.62	66.54	67.43	68.3	69.19	70.1	71.07	72.03	73.04	74.05	75.11	76.14	77.12	78.04	78.86	79.58
"Republic of Korea"	410	77.89	79.16	80.32	81.39	82.38	83.32	84.2	85.05	85.85	86.63	87.38	88.11	88.82	89.51	90.19	90.84	91.48	92.11
"Other non-specified areas"	158	76.42	77.6	78.54	79.32	80.03	80.69	81.35	81.98	82.59	83.21	83.8	84.39	84.96	85.54	86.1	86.66	87.24	87.79
"South-Central Asia"	921	65.266	66.415	67.466	68.416	69.316	70.163	70.975	71.749	72.504	73.245	73.975	74.709	75.468	76.235	77.037	77.868	78.708	79.552
"Central Asia"	5500	62.887	63.603	64.277	64.92	65.548	66.162	66.766	67.376	68	68.649	69.323	70.03	70.762	71.528	72.328	73.147	73.986	74.833
"Kazakhstan"	398	60.94	61.66	62.35	63.03	63.69	64.37	65.05	65.76	66.51	67.29	68.1	68.94	69.82	70.71	71.64	72.59	73.5	74.38
"Kyrgyzstan"	417	63.36	64.01	64.64	65.24	65.82	66.4	67	67.61	68.25	68.95	69.67	70.42	71.19	72.01	72.86	73.7	74.59	75.45
"Tajikistan"	762	63.98	64.62	65.24	65.83	66.39	66.94	67.5	68.07	68.65	69.28	69.92	70.6	71.34	72.11	72.9	73.71	74.57	75.45
"Turkmenistan"	795	61.31	62	62.65	63.28	63.89	64.48	65.07	65.65	66.23	66.81	67.42	68.04	68.71	69.41	70.14	70.91	71.72	72.55
"Uzbekistan"	860	64.9	65.42	65.91	66.38	66.86	67.33	67.79	68.29	68.81	69.36	69.95	70.57	71.22	71.92	72.65	73.4	74.18	74.98
"Southern Asia"	5501	65.352	66.518	67.582	68.543	69.453	70.311	71.133	71.912	72.671	73.413	74.145	74.88	75.64	76.408	77.21	78.043	78.885	79.731
"Afghanistan"	4	59.49	61.28	62.77	64	65.07	66	66.82	67.59	68.27	68.92	69.56	70.13	70.69	71.26	71.84	72.42	73.02	73.63
"Bangladesh"	50	69.75	71.51	73.06	74.41	75.67	76.88	78.06	79.2	80.34	81.38	82.33	83.14	83.89	84.56	85.2	85.78	86.35	86.9
"Bhutan"	64	67.71	69.61	71.18	72.47	73.57	74.54	75.48	76.4	77.31	78.24	79.19	80.15	81.09	82.01	82.84	83.6	84.27	84.89
"India"	356	64.62	65.76	66.79	67.72	68.59	69.39	70.15	70.89	71.62	72.37	73.14	73.93	74.78	75.64	76.54	77.48	78.42	79.37
"Iran (Islamic Republic of)"	364	72.05	73.47	74.85	76.19	77.55	78.88	80.15	81.26	82.19	83.03	83.8	84.52	85.22	85.9	86.57	87.2	87.83	88.43
"Maldives"	462	76.67	78.48	80.11	81.62	82.85	83.79	84.61	85.35	86.02	86.65	87.25	87.84	88.39	88.93	89.46	89.96	90.45	90.95
"Nepal"	524	67.09	68.96	70.53	71.82	72.95	73.98	74.98	75.97	76.98	77.98	78.98	79.97	80.91	81.8	82.57	83.26	83.91	84.5
"Pakistan"	586	65.62	66.28	66.92	67.5	68.06	68.59	69.11	69.6	70.1	70.6	71.09	71.57	72.08	72.63	73.21	73.82	74.49	75.17
"Sri Lanka"	144	71.13	71.97	72.82	73.71	74.62	75.55	76.51	77.46	78.34	79.13	79.83	80.47	81.07	81.65	82.21	82.77	83.29	83.82
"South-Eastern Asia"	920	68.597	69.566	70.474	71.35	72.203	73.026	73.832	74.62	75.4	76.179	76.97	77.764	78.549	79.286	79.985	80.646	81.278	81.901
"Brunei Darussalam"	96	76.64	77.71	78.78	79.84	80.79	81.58	82.3	82.98	83.63	84.25	84.87	85.48	86.07	86.64	87.23	87.8	88.37	88.92
"Cambodia"	116	68.83	70.6	72.13	73.49	74.73	75.92	77.03	78.06	79	79.81	80.51	81.13	81.69	82.21	82.73	83.22	83.7	84.15
"Indonesia"	360	68.7	69.67	70.55	71.41	72.26	73.11	74.01	74.91	75.86	76.83	77.83	78.83	79.78	80.65	81.46	82.17	82.83	83.47
"Lao People's Democratic Republic"	418	66.68	68.72	70.52	72.06	73.39	74.59	75.74	76.82	77.88	78.91	79.89	80.76	81.54	82.24	82.87	83.45	84.01	84.52
"Malaysia"	458	72.65	73.51	74.39	75.3	76.24	77.21	78.19	79.14	80.01	80.77	81.47	82.11	82.73	83.32	83.89	84.45	85.01	85.56
"Myanmar"	104	62.97	63.76	64.5	65.19	65.85	66.49	67.09	67.68	68.25	68.82	69.38	69.95	70.53	71.14	71.78	72.46	73.15	73.9
"Philippines"	608	65.29	66	66.69	67.34	67.98	68.63	69.31	70.04	70.79	71.57	72.38	73.23	74.13	75.04	75.95	76.84	77.67	78.44
"Singapore"	702	79.68	80.58	81.43	82.25	83.03	83.78	84.51	85.23	85.92	86.59	87.26	87.91	88.55	89.18	89.79	90.4	90.99	91.6
"Thailand"	764	70.97	72	73.01	74.04	75.1	76.15	77.18	78.12	78.96	79.69	80.36	80.98	81.58	82.16	82.73	83.26	83.81	84.35
"Timor-Leste"	626	65.78	67.89	69.57	70.94	72.14	73.24	74.31	75.38	76.45	77.54	78.63	79.7	80.72	81.65	82.48	83.22	83.91	84.57
"Viet Nam"	704	71.19	72.17	73.18	74.19	75.13	75.94	76.64	77.29	77.89	78.47	79.03	79.59	80.13	80.67	81.2	81.73	82.27	82.8
"Western Asia"	922	70.756	71.872	72.918	73.929	74.915	75.803	76.601	77.326	77.985	78.592	79.155	79.695	80.214	80.73	81.243	81.757	82.277	82.802
"Armenia"	51	71.18	71.83	72.52	73.23	73.99	74.77	75.59	76.43	77.22	77.98	78.67	79.29	79.87	80.42	80.94	81.47	81.98	82.48
"Azerbaijan"	31	67.54	68	68.45	68.91	69.4	69.93	70.51	71.12	71.76	72.45	73.17	73.92	74.71	75.53	76.35	77.14	77.91	78.6
"Bahrain"	48	75.81	76.47	77.16	77.87	78.63	79.39	80.2	81.02	81.79	82.54	83.22	83.83	84.41	84.96	85.48	86	86.5	87
"Cyprus"	196	77.77	78.72	79.63	80.4	81.09	81.71	82.32	82.91	83.48	84.05	84.62	85.18	85.73	86.27	86.82	87.36	87.89	88.43
"Georgia"	268	70.46	71.21	71.99	72.82	73.65	74.53	75.43	76.34	77.2	77.98	78.68	79.32	79.93	80.49	81.05	81.59	82.13	82.64
"Iraq"	368	65.99	66.78	67.51	68.2	68.9	69.58	70.28	71.01	71.76	72.54	73.36	74.21	75.06	75.94	76.81	77.66	78.46	79.19
"Israel"	376	79.83	80.63	81.35	82.04	82.7	83.35	84	84.64	85.25	85.87	86.48	87.08	87.69	88.27	88.86	89.44	90.03	90.62
"Jordan"	400	72.21	72.89	73.6	74.35	75.11	75.89	76.7	77.56	78.44	79.32	80.18	80.99	81.72	82.38	83	83.58	84.13	84.66
"Kuwait"	414	73.41	73.83	74.28	74.78	75.31	75.87	76.46	77.09	77.75	78.46	79.19	79.92	80.64	81.32	81.97	82.56	83.13	83.65
"Lebanon"	422	77.9	79.54	80.83	81.83	82.68	83.4	84.03	84.6	85.12	85.62	86.07	86.51	86.93	87.35	87.74	88.13	88.5	88.88
"Oman"	512	74.66	76.06	77.41	78.74	80	81.06	81.93	82.69	83.4	84.06	84.68	85.29	85.89	86.47	87.02	87.58	88.12	88.66
"Qatar"	634	77.7	78.42	79.16	79.93	80.71	81.46	82.11	82.7	83.24	83.78	84.34	84.89	85.42	85.95	86.47	86.98	87.5	88
"Saudi Arabia"	682	73.81	74.84	75.87	76.89	77.92	78.97	79.99	80.92	81.74	82.45	83.11	83.73	84.32	84.89	85.44	85.99	86.53	87.06
"State of Palestine"	275	71.44	72.22	72.97	73.76	74.54	75.37	76.22	77.07	77.95	78.85	79.72	80.56	81.29	81.99	82.61	83.19	83.77	84.31
"Syrian Arab Republic"	760	71.58	72.73	73.88	75.02	76.19	77.36	78.46	79.4	80.21	80.93	81.6	82.23	82.86	83.45	84.02	84.59	85.14	85.7
"Turkey"	792	71.66	73.29	74.83	76.32	77.67	78.78	79.68	80.47	81.19	81.87	82.52	83.14	83.74	84.32	84.9	85.46	86	86.55
"United Arab Emirates"	784	76.05	76.91	77.79	78.71	79.65	80.59	81.52	82.37	83.12	83.81	84.44	85.04	85.63	86.18	86.74	87.3	87.84	88.38
"Yemen"	887	61.68	62.52	63.27	63.98	64.63	65.24	65.84	66.42	66.96	67.5	68.03	68.54	69.05	69.56	70.06	70.56	71.09	71.62
"EUROPE"	908	72.213	73.13	74.01	74.85	75.648	76.413	77.174	77.929	78.683	79.438	80.201	80.966	81.735	82.464	83.163	83.826	84.462	85.085
"Eastern Europe"	923	64.848	65.581	66.323	67.076	67.823	68.572	69.339	70.11	70.883	71.648	72.411	73.173	73.963	74.733	75.491	76.224	76.913	77.572
"Belarus"	112	64.13	64.73	65.36	66.01	66.68	67.38	68.09	68.85	69.61	70.4	71.21	72.02	72.84	73.66	74.41	75.12	75.77	76.38
"Bulgaria"	100	69.94	70.51	71.11	71.75	72.41	73.11	73.85	74.61	75.39	76.2	76.97	77.7	78.38	79	79.58	80.13	80.65	81.17
"Czech Republic"	203	74.52	75.44	76.38	77.34	78.2	78.95	79.62	80.25	80.85	81.45	82.02	82.6	83.17	83.72	84.29	84.85	85.4	85.96
"Hungary"	348	70.43	71.23	72.06	72.93	73.82	74.75	75.66	76.54	77.32	78.01	78.66	79.27	79.85	80.42	80.98	81.53	82.07	82.6
"Poland"	616	72.19	73.22	74.28	75.33	76.27	77.08	77.79	78.43	79.04	79.63	80.22	80.79	81.35	81.91	82.45	83.01	83.56	84.11
"Republic of Moldova"	498	64.93	65.47	65.99	66.51	67.04	67.57	68.14	68.77	69.43	70.14	70.87	71.65	72.48	73.32	74.19	75.07	75.93	76.73
"Romania"	642	70.17	70.87	71.61	72.39	73.2	74.06	74.94	75.85	76.74	77.57	78.32	79.01	79.64	80.23	80.82	81.38	81.94	82.49
"Russian Federation"	643	61.68	62.36	63.03	63.71	64.41	65.12	65.86	66.64	67.44	68.26	69.09	69.94	70.84	71.72	72.59	73.44	74.21	74.93
"Slovakia"	703	71.46	72.24	73.05	73.89	74.77	75.66	76.52	77.3	77.99	78.64	79.24	79.81	80.36	80.89	81.43	81.96	82.48	83.01
"Ukraine"	804	62.79	63.3	63.8	64.31	64.83	65.37	65.92	66.5	67.12	67.75	68.43	69.1	69.8	70.53	71.27	72.02	72.78	73.54
"Northern Europe"	924	77.588	78.526	79.35	80.087	80.766	81.423	82.069	82.697	83.318	83.922	84.513	85.102	85.687	86.246	86.807	87.355	87.902	88.445
"Channel Islands"	830	78.19	79.09	79.89	80.56	81.19	81.78	82.37	82.93	83.5	84.07	84.63	85.19	85.74	86.31	86.85	87.4	87.95	88.5
"Denmark"	208	77.15	78.03	78.92	79.73	80.42	81.06	81.66	82.22	82.79	83.35	83.9	84.45	84.98	85.52	86.05	86.58	87.11	87.63
"Estonia"	233	68.91	69.81	70.76	71.71	72.7	73.66	74.53	75.31	75.99	76.63	77.23	77.79	78.35	78.9	79.43	79.95	80.48	81
"Finland"	246	77.27	78.09	78.82	79.52	80.19	80.83	81.46	82.09	82.69	83.28	83.86	84.43	85.01	85.57	86.13	86.68	87.23	87.77
"Iceland"	352	80.23	80.91	81.55	82.19	82.81	83.42	84.02	84.62	85.21	85.79	86.37	86.94	87.51	88.08	88.64	89.2	89.77	90.31
"Ireland"	372	78.4	79.47	80.31	81.07	81.78	82.45	83.1	83.73	84.35	84.96	85.55	86.14	86.71	87.27	87.83	88.39	88.94	89.47
"Latvia"	428	66.58	67.24	67.93	68.65	69.39	70.17	70.98	71.81	72.65	73.5	74.31	75.07	75.77	76.4	76.99	77.54	78.07	78.59
"Lithuania"	440	66	66.82	67.65	68.52	69.41	70.31	71.23	72.15	73.04	73.86	74.61	75.28	75.89	76.47	77.03	77.56	78.07	78.56
"Norway"	578	79.28	79.99	80.63	81.25	81.85	82.44	83.02	83.59	84.16	84.72	85.28	85.83	86.37	86.92	87.46	87.99	88.53	89.06
"Sweden"	752	79.66	80.36	81.02	81.67	82.3	82.91	83.51	84.1	84.68	85.26	85.83	86.4	86.96	87.52	88.08	88.62	89.16	89.72
"United Kingdom"	826	78.45	79.39	80.18	80.87	81.5	82.11	82.71	83.29	83.86	84.43	84.99	85.55	86.1	86.64	87.19	87.73	88.27	88.8
"Southern Europe"	925	77.867	78.714	79.512	80.277	81.021	81.742	82.437	83.111	83.757	84.376	84.986	85.598	86.211	86.817	87.423	88.022	88.612	89.2
"Albania"	8	74.5	75.6	76.73	77.82	78.76	79.56	80.29	80.94	81.58	82.2	82.79	83.38	83.97	84.53	85.11	85.67	86.22	86.78
"Bosnia and Herzegovina"	70	73.71	74.58	75.47	76.38	77.31	78.24	79.14	79.95	80.64	81.27	81.86	82.43	82.98	83.51	84.04	84.56	85.07	85.57
"Croatia"	191	73.56	74.57	75.62	76.66	77.62	78.43	79.15	79.81	80.42	81.01	81.6	82.16	82.71	83.27	83.82	84.37	84.9	85.43
"Greece"	300	78.34	79.24	79.97	80.65	81.28	81.91	82.52	83.11	83.7	84.27	84.84	85.41	85.98	86.53	87.08	87.61	88.16	88.71
"Italy"	380	79.54	80.34	81.1	81.84	82.55	83.25	83.92	84.59	85.24	85.87	86.49	87.11	87.71	88.31	88.91	89.5	90.08	90.66
"Malta"	470	77.38	78.45	79.41	80.22	80.93	81.61	82.25	82.89	83.51	84.13	84.72	85.32	85.91	86.49	87.06	87.63	88.2	88.76
"Montenegro"	499	72.4	72.91	73.43	73.96	74.5	75.06	75.63	76.23	76.87	77.51	78.15	78.77	79.39	79.97	80.5	81.01	81.49	81.93
"Portugal"	620	76.78	77.96	78.85	79.65	80.4	81.12	81.82	82.5	83.16	83.81	84.45	85.07	85.68	86.29	86.89	87.47	88.06	88.63
"Serbia"	688	71.19	71.83	72.5	73.2	73.94	74.71	75.5	76.33	77.18	77.99	78.77	79.48	80.13	80.71	81.27	81.82	82.34	82.85
"Slovenia"	705	76.21	77.22	78.02	78.72	79.37	80.01	80.63	81.23	81.83	82.41	82.99	83.57	84.14	84.71	85.28	85.83	86.4	86.95
"Spain"	724	78.76	79.52	80.26	80.96	81.64	82.29	82.94	83.57	84.19	84.79	85.39	85.97	86.55	87.11	87.67	88.23	88.79	89.35
"TFYR Macedonia"	807	72.87	73.64	74.45	75.28	76.13	77.03	77.92	78.83	79.69	80.46	81.15	81.78	82.36	82.94	83.49	84.04	84.57	85.1
"Western Europe"	926	78.299	79.153	79.896	80.592	81.267	81.917	82.556	83.19	83.814	84.433	85.042	85.639	86.231	86.816	87.4	87.975	88.545	89.106
