"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"WORLD"	900	"  0"	0.15237724	0.138168808	0.130282557	0.103938282	0.097204859	0.089759908	0.078538391	0.068551283	0.064414581	0.059454147	0.052438349	0.045725504	0.039878729	0.03587973	0.032877173	0.030027467	0.027264221	0.024649714	0.022302134	0.020245238	0.018332292	0.016630224	0.015095312	0.013772561	0.012693856	0.011753949	0.010934855	0.010219232	0.009595904	0.009039394
"WORLD"	900	"  1"	0.0227834	0.021062783	0.018360007	0.014174154	0.012317131	0.010485211	0.008773677	0.007618099	0.007149151	0.006476147	0.005350838	0.004364129	0.003948442	0.003585762	0.003305318	0.003016021	0.002711841	0.002419283	0.002154488	0.001920796	0.001699577	0.001503644	0.001329882	0.001181652	0.001058435	0.000955061	0.000862456	0.000780269	0.000710935	0.000649372
"WORLD"	900	"  5"	0.005872141	0.005384215	0.005156292	0.003287456	0.003243269	0.002606365	0.002414567	0.002203456	0.001809592	0.001570415	0.001557733	0.001491765	0.001352801	0.001178968	0.001061343	0.000987859	0.000919709	0.000843541	0.000769863	0.000698494	0.000632419	0.00057149	0.000517996	0.000469278	0.000428475	0.000392977	0.000361324	0.000332244	0.000307651	0.000285883
"WORLD"	900	" 10"	0.003738562	0.003177214	0.00331022	0.001973991	0.001774439	0.001576238	0.001368146	0.001270656	0.001222364	0.001104678	0.001025506	0.001024121	0.000984362	0.000896477	0.000798288	0.00072058	0.000666793	0.000618226	0.000573555	0.000528671	0.000487503	0.000447703	0.000412319	0.000380346	0.000353219	0.000328726	0.000306243	0.000285036	0.000267069	0.000251016
"WORLD"	900	" 15"	0.004954727	0.004293538	0.004099454	0.002623003	0.002234884	0.002131657	0.00201227	0.001821314	0.001744711	0.001695987	0.001553213	0.001431842	0.001358988	0.001310788	0.001216923	0.00110659	0.001018897	0.000953323	0.000901853	0.00084741	0.000796555	0.000744484	0.000696892	0.000653154	0.000616385	0.000582079	0.000549654	0.000517717	0.000488926	0.000462714
"WORLD"	900	" 20"	0.006132556	0.005352243	0.00506928	0.003608269	0.002913426	0.002764354	0.002787931	0.002498625	0.002380331	0.002398987	0.00232581	0.002084205	0.001848777	0.001806325	0.001738195	0.001624121	0.001493497	0.001382454	0.001309908	0.001241507	0.001176437	0.001106253	0.001039155	0.000975146	0.000922391	0.000872971	0.000825888	0.000780163	0.000737579	0.000696729
"WORLD"	900	" 25"	0.006516989	0.005693717	0.005378849	0.004187302	0.003321144	0.003032661	0.003060723	0.002814084	0.002740738	0.002766745	0.002780588	0.002585698	0.002202569	0.00204356	0.001985857	0.001902179	0.001773183	0.00162598	0.001517137	0.001434345	0.001365323	0.00128849	0.001211593	0.001135374	0.001069547	0.001008308	0.000951138	0.00089645	0.000846016	0.000796686
"WORLD"	900	" 30"	0.007225247	0.006077859	0.005816159	0.004396678	0.003824965	0.003476186	0.003325038	0.003108715	0.003193305	0.003193439	0.003148078	0.002991603	0.002657233	0.002412927	0.002233517	0.00215943	0.002059411	0.001913241	0.001768825	0.001646557	0.001565068	0.00148645	0.001402784	0.001315807	0.001235515	0.001159043	0.001088697	0.001022098	0.000962067	0.000904367
"WORLD"	900	" 35"	0.008769218	0.007746977	0.007213535	0.005278664	0.004751461	0.004417785	0.00409316	0.00376781	0.003949041	0.004018108	0.003849763	0.003537564	0.003204075	0.003090034	0.00281521	0.002605736	0.00250423	0.002379399	0.002233552	0.002065714	0.00193906	0.001843375	0.001751288	0.00164854	0.001548358	0.001449693	0.001357045	0.001269863	0.001192099	0.001119032
"WORLD"	900	" 40"	0.011352246	0.010342905	0.010362532	0.00691054	0.006319507	0.005897623	0.005598025	0.005087481	0.005189624	0.005230439	0.005065115	0.00450562	0.003984277	0.003909979	0.00376949	0.003445074	0.003192578	0.003062273	0.002938602	0.002765173	0.002586951	0.002434189	0.002316334	0.002195596	0.002068788	0.001940372	0.001816306	0.00169846	0.001592056	0.001493629
