"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Cyprus"	196	82.62	83.62	84.53	85.37	86.19	86.96	87.74	88.49	89.23	89.96	90.66	91.36	92.04	92.73	93.41	94.07	94.73	95.39
"Czech Republic"	203	81.51	82.50	83.40	84.24	85.04	85.81	86.56	87.31	88.05	88.75	89.47	90.18	90.86	91.54	92.22	92.90	93.57	94.23
"Dem. People's Republic of Korea"	408	74.48	76.24	77.73	79.04	80.23	81.32	82.34	83.29	84.19	85.03	85.85	86.65	87.41	88.18	88.90	89.64	90.35	91.04
"Democratic Republic of the Congo"	180	51.54	53.98	56.29	58.63	61.01	63.53	66.11	68.80	71.51	74.23	76.93	79.59	82.14	84.61	86.96	89.14	91.17	93.06
"Denmark"	208	82.27	83.25	84.13	84.96	85.75	86.52	87.26	88.00	88.73	89.43	90.14	90.83	91.51	92.19	92.86	93.52	94.18	94.84
"Dominican Republic"	214	77.67	79.20	80.51	81.72	82.82	83.86	84.82	85.73	86.62	87.45	88.29	89.08	89.85	90.62	91.35	92.09	92.82	93.51
"Ecuador"	218	80.39	82.01	83.41	84.61	85.69	86.69	87.63	88.50	89.32	90.10	90.83	91.55	92.25	92.90	93.56	94.19	94.82	95.43
"Egypt"	818	74.70	76.32	77.72	78.99	80.13	81.23	82.23	83.18	84.07	84.91	85.73	86.52	87.29	88.05	88.79	89.51	90.21	90.92
"El Salvador"	222	78.11	79.61	80.92	82.10	83.20	84.24	85.18	86.08	86.97	87.81	88.62	89.42	90.19	90.94	91.67	92.39	93.09	93.80
"Eritrea"	232	66.39	69.76	72.95	75.96	78.68	81.14	83.27	85.10	86.63	87.91	89.02	89.99	90.86	91.66	92.39	93.09	93.75	94.39
"Estonia"	233	80.43	81.32	82.12	82.87	83.60	84.28	84.96	85.62	86.27	86.92	87.57	88.22	88.86	89.50	90.14	90.77	91.41	92.06
"Fiji"	242	74.13	75.69	77.12	78.45	79.73	80.93	82.08	83.14	84.18	85.14	86.08	86.96	87.81	88.63	89.43	90.20	90.96	91.69
"Finland"	246	84.38	85.48	86.48	87.43	88.33	89.19	90.02	90.83	91.61	92.37	93.12	93.84	94.57	95.28	95.97	96.67	97.35	98.01
"France"	250	85.86	86.99	88.03	89.02	89.94	90.84	91.71	92.54	93.35	94.13	94.91	95.65	96.39	97.11	97.83	98.55	99.25	99.93
"French Guiana"	254	81.71	82.96	84.08	85.09	86.06	86.98	87.85	88.70	89.52	90.32	91.10	91.86	92.61	93.33	94.05	94.75	95.43	96.12
"French Polynesia"	258	79.60	81.10	82.43	83.65	84.77	85.83	86.83	87.79	88.71	89.59	90.45	91.29	92.09	92.88	93.64	94.40	95.12	95.85
"Gambia"	270	61.69	63.73	65.52	67.16	68.63	69.96	71.18	72.32	73.38	74.36	75.33	76.22	77.06	77.87	78.66	79.44	80.20	80.90
"Georgia"	268	78.70	79.76	80.72	81.61	82.44	83.24	84.01	84.75	85.46	86.18	86.88	87.57	88.23	88.91	89.57	90.24	90.89	91.54
"Germany"	276	83.87	84.94	85.92	86.84	87.75	88.61	89.46	90.27	91.07	91.83	92.60	93.33	94.07	94.79	95.50	96.19	96.89	97.57
"Greece"	300	83.81	84.81	85.72	86.59	87.41	88.20	88.97	89.72	90.46	91.19	91.90	92.59	93.28	93.97	94.66	95.33	95.99	96.65
"Grenada"	308	76.31	77.59	78.70	79.75	80.72	81.64	82.52	83.38	84.18	84.95	85.71	86.46	87.18	87.89	88.60	89.29	89.99	90.67
"Guadeloupe"	312	84.82	86.24	87.52	88.70	89.81	90.85	91.83	92.77	93.70	94.59	95.42	96.23	97.03	97.82	98.58	99.33	100.06	100.78
"Guam"	316	82.47	84.12	85.66	87.09	88.42	89.67	90.84	91.92	92.97	93.93	94.85	95.73	96.58	97.40	98.20	98.96	99.71	100.44
"Guatemala"	320	76.82	79.08	81.05	82.82	84.41	85.84	87.14	88.32	89.48	90.51	91.51	92.46	93.36	94.22	95.03	95.84	96.64	97.38
"Guinea-Bissau"	624	57.30	59.44	61.56	63.71	65.86	68.06	70.26	72.47	74.64	76.70	78.77	80.72	82.52	84.27	85.88	87.36	88.74	90.06
"Guyana"	328	69.07	70.55	71.81	72.95	73.99	74.94	75.83	76.67	77.48	78.26	79.02	79.74	80.45	81.14	81.81	82.49	83.13	83.80
"Hungary"	348	79.47	80.46	81.34	82.15	82.93	83.69	84.40	85.10	85.79	86.47	87.15	87.81	88.47	89.14	89.78	90.43	91.08	91.73
"Iceland"	352	84.54	85.50	86.38	87.21	88.02	88.81	89.57	90.32	91.07	91.80	92.52	93.23	93.92	94.62	95.32	96.00	96.68	97.35
"India"	356	69.55	71.61	73.44	75.09	76.55	77.91	79.13	80.28	81.36	82.36	83.31	84.21	85.06	85.90	86.68	87.46	88.20	88.96
"Indonesia"	360	74.03	75.67	77.09	78.35	79.52	80.60	81.60	82.56	83.46	84.32	85.16	85.95	86.74	87.50	88.25	88.97	89.69	90.41
"Iran (Islamic Republic of)"	364	77.19	79.40	81.32	83.03	84.57	85.95	87.22	88.42	89.53	90.55	91.54	92.47	93.40	94.27	95.09	95.91	96.68	97.43
"Iraq"	368	74.32	75.58	76.66	77.63	78.52	79.36	80.15	80.91	81.63	82.35	83.03	83.71	84.36	85.00	85.63	86.25	86.86	87.48
"Ireland"	372	83.60	84.81	85.92	86.97	87.95	88.88	89.77	90.61	91.44	92.22	92.97	93.72	94.44	95.13	95.83	96.50	97.15	97.82
"Israel"	376	84.28	85.38	86.40	87.38	88.32	89.23	90.10	90.93	91.77	92.56	93.35	94.11	94.85	95.57	96.30	97.00	97.70	98.40
"Italy"	380	85.63	86.76	87.78	88.75	89.66	90.55	91.41	92.22	93.04	93.83	94.60	95.35	96.08	96.82	97.55	98.24	98.94	99.63
"Japan"	392	87.62	88.74	89.77	90.71	91.61	92.47	93.30	94.10	94.87	95.64	96.37	97.10	97.81	98.50	99.18	99.87	100.54	101.21
"Jordan"	400	76.60	77.88	78.97	79.97	80.91	81.79	82.61	83.41	84.18	84.91	85.63	86.33	87.03	87.70	88.37	89.04	89.70	90.35
"Kazakhstan"	398	73.40	74.52	75.53	76.43	77.28	78.08	78.87	79.62	80.33	81.05	81.74	82.43	83.09	83.76	84.38	85.02	85.65	86.27
"Kiribati"	296	73.02	75.44	77.71	79.84	81.83	83.68	85.37	86.93	88.37	89.66	90.85	91.96	92.99	93.96	94.87	95.75	96.57	97.35
"Kuwait"	414	76.51	77.61	78.56	79.43	80.26	81.03	81.78	82.50	83.19	83.87	84.54	85.18	85.84	86.45	87.09	87.72	88.35	88.97
"Kyrgyzstan"	417	72.98	74.17	75.20	76.19	77.08	77.94	78.76	79.55	80.30	81.05	81.78	82.48	83.18	83.85	84.52	85.16	85.80	86.44
"Lao People's Democratic Republic"	418	70.77	73.75	76.51	79.03	81.33	83.38	85.18	86.74	88.10	89.28	90.31	91.24	92.08	92.84	93.57	94.25	94.92	95.57
"Latvia"	428	78.42	79.26	80.03	80.74	81.42	82.07	82.71	83.34	83.95	84.56	85.16	85.76	86.34	86.94	87.53	88.12	88.73	89.32
"Lebanon"	422	83.00	84.79	86.42	87.95	89.36	90.62	91.76	92.75	93.63	94.40	95.07	95.67	96.27	96.79	97.32	97.81	98.27	98.75
"Libya"	434	78.25	79.59	80.76	81.82	82.82	83.76	84.65	85.49	86.29	87.07	87.84	88.58	89.32	90.04	90.74	91.44	92.13	92.82
"Lithuania"	440	79.05	79.93	80.71	81.44	82.11	82.77	83.41	84.04	84.64	85.26	85.85	86.44	87.04	87.63	88.24	88.85	89.44	90.04
"Luxembourg"	442	83.76	84.85	85.85	86.80	87.70	88.58	89.42	90.24	91.04	91.82	92.57	93.32	94.06	94.79	95.50	96.22	96.91	97.60
"Madagascar"	450	67.47	70.50	73.30	75.91	78.27	80.40	82.24	83.83	85.17	86.30	87.31	88.23	89.05	89.80	90.55	91.23	91.86	92.48
"Malaysia"	458	78.37	79.66	80.81	81.86	82.85	83.77	84.65	85.48	86.28	87.08	87.84	88.59	89.32	90.04	90.76	91.46	92.14	92.84
"Maldives"	462	80.07	82.35	84.18	85.69	86.99	88.11	89.12	90.04	90.89	91.66	92.42	93.15	93.82	94.45	95.09	95.70	96.29	96.89
"Mali"	466	56.47	59.76	62.98	66.09	69.14	72.05	74.76	77.28	79.55	81.60	83.46	85.10	86.61	87.95	89.14	90.25	91.29	92.23
"Malta"	470	82.80	83.91	84.91	85.87	86.78	87.66	88.51	89.34	90.13	90.91	91.68	92.42	93.15	93.87	94.59	95.29	95.98	96.67
"Martinique"	474	85.25	86.75	88.10	89.36	90.52	91.60	92.62	93.59	94.52	95.40	96.26	97.10	97.91	98.70	99.47	100.23	100.96	101.68
"Mauritania"	478	64.39	65.76	66.97	68.06	69.07	70.03	70.92	71.78	72.62	73.43	74.22	74.96	75.69	76.41	77.11	77.80	78.48	79.16
"Mauritius"	480	78.05	79.17	80.16	81.07	81.91	82.73	83.50	84.24	84.96	85.66	86.37	87.05	87.73	88.42	89.08	89.72	90.39	91.03
"Mayotte"	175	83.74	85.04	86.22	87.30	88.34	89.31	90.23	91.12	91.98	92.81	93.62	94.40	95.17	95.90	96.64	97.37	98.09	98.80
"Mexico"	484	80.65	82.04	83.27	84.40	85.44	86.43	87.38	88.28	89.15	89.99	90.80	91.59	92.37	93.11	93.84	94.59	95.30	96.02
"Micronesia (Fed. States of)"	583	71.05	72.27	73.36	74.36	75.30	76.19	77.04	77.87	78.63	79.41	80.15	80.87	81.60	82.29	82.98	83.63	84.30	84.95
"Mongolia"	496	72.88	74.83	76.65	78.34	79.89	81.34	82.64	83.84	84.96	86.01	86.98	87.89	88.77	89.62	90.44	91.22	91.96	92.70
"Montenegro"	499	78.12	79.03	79.81	80.52	81.19	81.81	82.41	83.00	83.59	84.15	84.69	85.25	85.79	86.34	86.90	87.46	88.01	88.57
"Morocco"	504	73.98	75.89	77.61	79.18	80.61	81.95	83.14	84.24	85.27	86.25	87.16	88.05	88.88	89.68	90.47	91.25	91.96	92.67
"Myanmar"	104	68.41	69.85	71.13	72.28	73.37	74.38	75.32	76.22	77.09	77.92	78.72	79.51	80.29	81.01	81.75	82.46	83.14	83.83
"Nepal"	524	70.78	73.68	76.23	78.52	80.51	82.23	83.73	85.06	86.22	87.29	88.27	89.18	90.02	90.82	91.59	92.34	93.03	93.72
"Netherlands"	528	83.61	84.53	85.37	86.18	86.94	87.70	88.43	89.16	89.88	90.57	91.26	91.95	92.63	93.31	93.98	94.64	95.30	95.96
"New Caledonia"	540	80.29	81.63	82.81	83.89	84.88	85.82	86.71	87.58	88.42	89.22	89.99	90.77	91.51	92.27	92.97	93.68	94.38	95.07
"New Zealand"	554	83.69	84.70	85.62	86.51	87.37	88.21	89.01	89.79	90.56	91.33	92.07	92.80	93.53	94.24	94.95	95.65	96.33	97.02
"Nicaragua"	558	79.02	81.22	83.12	84.71	86.09	87.32	88.41	89.42	90.31	91.18	91.98	92.74	93.48	94.18	94.85	95.51	96.14	96.75
"Niger"	562	59.95	63.24	66.26	69.01	71.45	73.62	75.46	76.99	78.27	79.36	80.30	81.12	81.87	82.53	83.17	83.78	84.32	84.84
"Norway"	578	84.27	85.23	86.13	86.97	87.79	88.57	89.33	90.10	90.83	91.54	92.25	92.94	93.63	94.32	95.00	95.66	96.34	96.99
"Oman"	512	79.91	81.50	82.84	84.02	85.07	86.03	86.94	87.81	88.62	89.39	90.14	90.87	91.57	92.26	92.93	93.60	94.24	94.88
"Other non-specified areas"	158	83.12	84.22	85.21	86.14	87.01	87.86	88.67	89.47	90.23	90.99	91.73	92.45	93.16	93.86	94.55	95.25	95.93	96.61
"Pakistan"	586	68.67	70.05	71.27	72.37	73.39	74.36	75.27	76.14	76.97	77.77	78.55	79.31	80.06	80.78	81.49	82.18	82.86	83.52
"Panama"	591	81.35	82.61	83.74	84.76	85.72	86.65	87.53	88.37	89.18	89.98	90.74	91.49	92.24	92.96	93.67	94.37	95.06	95.74
"Papua New Guinea"	598	65.85	67.24	68.46	69.55	70.57	71.53	72.42	73.31	74.13	74.94	75.71	76.46	77.19	77.89	78.60	79.27	79.95	80.61
"Paraguay"	600	75.58	76.62	77.54	78.40	79.22	80.01	80.77	81.52	82.25	82.94	83.65	84.33	85.00	85.67	86.33	86.99	87.64	88.31
"Peru"	604	78.65	80.66	82.43	84.00	85.37	86.61	87.75	88.78	89.74	90.66	91.49	92.31	93.07	93.82	94.53	95.22	95.89	96.56
"Philippines"	608	73.37	74.78	76.08	77.28	78.42	79.51	80.56	81.56	82.50	83.41	84.28	85.10	85.92	86.71	87.46	88.22	88.95	89.68
"Poland"	616	81.34	82.37	83.28	84.14	84.94	85.71	86.47	87.21	87.94	88.66	89.36	90.04	90.73	91.42	92.08	92.75	93.41	94.08
"Portugal"	620	83.60	84.79	85.85	86.86	87.82	88.73	89.60	90.45	91.27	92.07	92.84	93.61	94.35	95.10	95.82	96.55	97.24	97.95
"Puerto Rico"	630	83.25	84.21	85.08	85.89	86.66	87.42	88.18	88.88	89.59	90.28	90.97	91.64	92.32	92.98	93.62	94.28	94.92	95.57
"Qatar"	634	80.36	81.46	82.42	83.32	84.16	84.97	85.74	86.49	87.21	87.91	88.61	89.29	89.96	90.63	91.29	91.95	92.59	93.23
"Republic of Korea"	410	85.50	87.23	88.76	90.17	91.47	92.68	93.81	94.88	95.89	96.86	97.80	98.70	99.57	100.41	101.23	102.03	102.80	103.56
"Republic of Moldova"	498	73.88	74.97	75.94	76.83	77.67	78.47	79.24	80.00	80.73	81.45	82.15	82.85	83.51	84.18	84.83	85.48	86.12	86.75
"Reunion"	638	83.73	85.03	86.20	87.30	88.32	89.29	90.21	91.09	91.96	92.79	93.59	94.37	95.14	95.89	96.62	97.36	98.07	98.77
"Romania"	642	78.37	79.40	80.31	81.16	81.97	82.74	83.48	84.20	84.89	85.58	86.28	86.94	87.62	88.27	88.95	89.62	90.27	90.91
"Russian Federation"	643	75.41	76.42	77.28	78.06	78.81	79.52	80.20	80.86	81.51	82.13	82.75	83.36	83.96	84.55	85.13	85.71	86.29	86.88
"Saint Lucia"	662	78.38	79.49	80.48	81.38	82.23	83.05	83.81	84.55	85.26	85.97	86.65	87.34	88.00	88.67	89.33	89.98	90.62	91.25
"Saint Vincent and the Grenadines"	670	75.74	76.81	77.74	78.60	79.40	80.16	80.88	81.59	82.28	82.96	83.63	84.27	84.91	85.56	86.18	86.81	87.42	88.04
"Samoa"	882	77.64	79.71	81.59	83.33	84.91	86.35	87.70	88.94	90.10	91.19	92.21	93.15	94.06	94.93	95.73	96.54	97.32	98.08
"Sao Tome and Principe"	678	69.45	70.80	72.00	73.10	74.12	75.09	76.01	76.88	77.72	78.53	79.29	80.04	80.77	81.50	82.21	82.88	83.57	84.22
"Saudi Arabia"	682	78.56	80.03	81.29	82.43	83.48	84.43	85.34	86.20	87.03	87.82	88.59	89.34	90.07	90.77	91.48	92.16	92.85	93.51
"Senegal"	686	66.27	68.19	69.89	71.40	72.76	74.04	75.16	76.21	77.22	78.14	79.00	79.85	80.66	81.43	82.20	82.91	83.62	84.31
"Serbia"	688	77.83	78.92	79.86	80.75	81.58	82.37	83.14	83.85	84.56	85.25	85.92	86.57	87.23	87.88	88.53	89.18	89.82	90.44
"Seychelles"	690	79.00	80.10	81.07	81.96	82.81	83.61	84.37	85.10	85.81	86.51	87.20	87.87	88.54	89.20	89.85	90.50	91.14	91.78
"Sierra Leone"	694	47.35	49.87	52.46	55.12	57.88	60.70	63.56	66.47	69.34	72.17	74.87	77.44	79.86	82.10	84.20	86.09	87.80	89.37
"Singapore"	702	85.43	86.75	87.96	89.08	90.12	91.13	92.09	93.01	93.88	94.74	95.56	96.36	97.13	97.91	98.66	99.39	100.14	100.85
"Slovakia"	703	80.07	80.99	81.82	82.59	83.32	84.04	84.75	85.41	86.08	86.74	87.40	88.03	88.68	89.33	89.97	90.61	91.24	91.88
"Slovenia"	705	83.53	84.54	85.47	86.34	87.18	87.99	88.78	89.54	90.30	91.03	91.76	92.48	93.18	93.87	94.57	95.24	95.94	96.61
"Solomon Islands"	90	70.51	72.68	74.76	76.77	78.68	80.44	82.12	83.67	85.10	86.40	87.62	88.74	89.81	90.80	91.74	92.62	93.47	94.24
"Somalia"	706	58.19	60.92	63.63	66.32	69.04	71.71	74.28	76.81	79.16	81.36	83.36	85.21	86.88	88.40	89.81	91.10	92.23	93.33
"Spain"	724	85.97	87.07	88.07	89.01	89.90	90.75	91.56	92.36	93.13	93.90	94.64	95.35	96.07	96.77	97.44	98.14	98.82	99.48
"Sri Lanka"	144	78.39	79.57	80.61	81.57	82.46	83.31	84.13	84.89	85.63	86.36	87.08	87.79	88.49	89.16	89.83	90.49	91.16	91.82
"State of Palestine"	275	76.07	77.57	78.88	80.07	81.17	82.18	83.13	84.04	84.88	85.70	86.49	87.25	87.99	88.72	89.43	90.14	90.83	91.50
"Sudan"	729	65.23	67.16	69.04	70.88	72.64	74.42	76.11	77.76	79.29	80.78	82.21	83.47	84.76	85.89	86.96	87.97	88.96	89.86
"Sweden"	752	84.55	85.55	86.48	87.36	88.19	89.00	89.80	90.57	91.32	92.06	92.78	93.49	94.20	94.90	95.58	96.25	96.92	97.60
"Switzerland"	756	85.59	86.65	87.62	88.54	89.42	90.28	91.09	91.89	92.67	93.44	94.18	94.91	95.65	96.36	97.07	97.75	98.45	99.14
"Syrian Arab Republic"	760	77.64	79.68	81.05	82.24	83.33	84.33	85.28	86.19	87.03	87.86	88.66	89.43	90.21	90.93	91.66	92.38	93.08	93.78
"Tajikistan"	762	71.94	73.24	74.41	75.53	76.55	77.51	78.46	79.34	80.21	81.06	81.86	82.63	83.41	84.16	84.87	85.57	86.25	86.93
"TFYR Macedonia"	807	78.48	79.63	80.65	81.59	82.47	83.30	84.09	84.84	85.58	86.31	87.01	87.71	88.41	89.09	89.77	90.42	91.07	91.74
"Timor-Leste"	626	70.74	74.37	77.38	79.91	81.99	83.78	85.36	86.74	87.99	89.15	90.25	91.26	92.22	93.12	94.01	94.83	95.60	96.38
"Tonga"	776	76.66	77.97	79.15	80.25	81.28	82.26	83.20	84.09	84.93	85.75	86.54	87.32	88.06	88.80	89.53	90.25	90.94	91.65
"Trinidad and Tobago"	780	74.68	75.71	76.63	77.47	78.25	79.02	79.75	80.45	81.14	81.81	82.48	83.13	83.77	84.40	85.03	85.65	86.27	86.88
"Tunisia"	788	79.22	80.64	81.86	82.95	83.95	84.87	85.74	86.56	87.34	88.10	88.84	89.56	90.26	90.94	91.62	92.30	92.96	93.61
"Turkey"	792	79.78	81.82	83.53	84.98	86.23	87.37	88.39	89.35	90.24	91.06	91.84	92.61	93.32	94.03	94.70	95.36	96.00	96.64
"Turkmenistan"	795	70.91	72.16	73.28	74.31	75.28	76.19	77.08	77.91	78.73	79.52	80.28	81.03	81.75	82.48	83.17	83.88	84.55	85.19
"Ukraine"	804	75.41	76.29	77.06	77.77	78.43	79.07	79.68	80.27	80.86	81.43	82.00	82.57	83.14	83.70	84.25	84.79	85.32	85.87
"United Arab Emirates"	784	79.07	80.31	81.39	82.40	83.32	84.19	85.03	85.83	86.60	87.36	88.11	88.84	89.54	90.24	90.95	91.62	92.30	92.96
"United Kingdom"	826	83.20	84.20	85.11	85.96	86.78	87.57	88.34	89.09	89.84	90.56	91.28	91.98	92.68	93.35	94.03	94.69	95.35	96.01
"United States of America"	840	82.09	83.06	83.92	84.74	85.52	86.29	87.02	87.74	88.45	89.14	89.82	90.52	91.20	91.86	92.53	93.18	93.83	94.47
"United States Virgin Islands"	850	83.74	84.93	86.01	87.00	87.96	88.87	89.74	90.58	91.39	92.17	92.94	93.69	94.43	95.15	95.86	96.55	97.24	97.92
"Uruguay"	858	81.36	82.34	83.24	84.08	84.87	85.65	86.41	87.17	87.90	88.61	89.34	90.05	90.74	91.42	92.10	92.80	93.46	94.14
"Uzbekistan"	860	72.77	73.91	74.87	75.80	76.63	77.45	78.23	78.97	79.70	80.40	81.10	81.78	82.45	83.09	83.74	84.39	84.99	85.60
"Vanuatu"	548	74.97	77.15	79.10	80.88	82.48	83.93	85.26	86.46	87.59	88.65	89.63	90.61	91.51	92.36	93.22	94.03	94.81	95.58
"Venezuela (Bolivarian Republic of)"	862	78.61	79.77	80.80	81.75	82.62	83.47	84.27	85.04	85.78	86.52	87.22	87.92	88.61	89.28	89.95	90.62	91.28	91.91
"Viet Nam"	704	81.24	82.08	82.84	83.58	84.26	84.94	85.62	86.29	86.95	87.61	88.27	88.92	89.57	90.21	90.89	91.54	92.19	92.84
"Western Sahara"	732	71.44	73.85	75.83	77.37	78.60	79.62	80.49	81.30	82.04	82.72	83.37	84.00	84.60	85.17	85.75	86.30	86.84	87.39
"Yemen"	887	65.73	67.17	68.43	69.55	70.58	71.56	72.47	73.36	74.18	74.99	75.77	76.52	77.27	78.00	78.68	79.38	80.06	80.73
